NO,Polygon Points
436,"(296.554, 1747.747); (298.450, 1712.461); (305.065, 1707.525); (319.940, 1697.186); (327.695, 1692.173); (333.730, 1691.708); (340.142, 1693.168); (341.421, 1698.296); (342.321, 1704.451); (334.847, 1724.262); (321.277, 1740.274); (316.742, 1743.626); (311.895, 1746.891); (302.620, 1750.908); (298.301, 1751.412)"
437,"(666.449, 3910.623); (649.430, 3911.209); (652.356, 3905.277); (662.075, 3905.192); (665.576, 3906.913)"
438,"(3064.756, 2114.137); (3075.927, 2113.164); (3066.372, 2118.515)"
439,"(962.682, 1671.831); (966.779, 1679.730); (958.108, 1687.348); (953.078, 1681.962); (953.110, 1676.495); (955.644, 1672.037)"
440,"(2856.591, 1675.101); (2868.397, 1674.578); (2872.447, 1686.516); (2866.875, 1687.429); (2859.494, 1681.460)"
441,"(1505.117, 240.772); (1510.655, 267.417); (1504.129, 278.177); (1495.556, 279.056); (1493.854, 277.792); (1481.330, 258.368); (1481.993, 254.347); (1484.831, 248.119)"
442,"(1481.383, 2091.612); (1506.628, 2055.325); (1517.342, 2061.109); (1519.609, 2068.112); (1521.914, 2075.666); (1522.155, 2077.946); (1519.472, 2082.291); (1515.841, 2086.263); (1489.723, 2102.564); (1485.151, 2099.179)"
443,"(3371.750, 1582.574); (3368.562, 1571.858); (3369.987, 1564.949); (3393.572, 1526.436); (3398.784, 1527.205); (3402.028, 1533.514); (3407.959, 1550.160); (3411.022, 1586.332); (3406.428, 1590.711); (3399.949, 1590.566)"
444,"(816.795, 4016.306); (811.163, 4024.957); (795.719, 4020.421); (790.767, 4015.601); (810.522, 4008.767); (813.779, 4011.882)"
445,"(3272.805, 1311.852); (3287.675, 1282.651); (3297.510, 1283.412); (3319.240, 1289.038); (3320.378, 1293.264); (3303.146, 1327.087); (3296.911, 1334.936); (3290.432, 1329.296)"
446,"(422.447, 374.602); (392.854, 331.665); (394.277, 312.364); (399.356, 302.987); (459.349, 331.697); (465.716, 358.070); (462.046, 364.308)"
447,"(1271.974, 2683.040); (1274.062, 2697.291); (1267.422, 2709.512); (1262.622, 2710.719); (1256.752, 2700.127); (1262.041, 2692.696)"
448,"(2171.908, 164.133); (2177.150, 178.132); (2164.004, 182.690); (2153.429, 177.966); (2156.087, 164.212)"
449,"(4041.005, 2892.428); (4041.942, 2835.125); (4045.326, 2831.341); (4049.610, 2830.848); (4063.581, 2832.427); (4075.039, 2838.143); (4075.572, 2847.606); (4075.150, 2861.407); (4074.375, 2871.775); (4073.812, 2878.848); (4057.280, 2903.327); (4052.427, 2901.654); (4043.552, 2896.501)"
450,"(2520.743, 617.757); (2478.111, 631.216); (2451.796, 597.221); (2444.129, 576.090); (2443.023, 570.018); (2441.446, 508.902); (2442.594, 496.712); (2454.116, 491.792); (2473.409, 496.262); (2532.205, 551.915); (2541.856, 565.067); (2558.500, 589.646); (2559.636, 593.841); (2555.124, 599.123)"
451,"(2803.433, 1894.547); (2789.642, 1909.459); (2724.742, 1969.043); (2705.300, 1974.909); (2701.597, 1974.509); (2697.556, 1960.619); (2696.996, 1955.620); (2702.196, 1936.391); (2722.500, 1883.512); (2725.731, 1876.301); (2749.389, 1855.623); (2755.241, 1850.766); (2760.619, 1849.255); (2779.796, 1851.084); (2790.144, 1857.094); (2802.831, 1888.441)"
452,"(3976.895, 205.341); (3978.426, 199.972); (3995.613, 190.163); (4001.077, 195.303); (4003.113, 202.494); (4003.194, 207.350); (3998.287, 213.131); (3991.121, 214.666); (3984.016, 213.995); (3978.919, 212.683)"
453,"(749.351, 692.906); (744.669, 664.541); (744.803, 659.653); (754.721, 660.436); (761.164, 663.136); (765.140, 664.996); (762.353, 688.132); (757.207, 694.787)"
454,"(3062.921, 3656.643); (3049.392, 3630.841); (3059.810, 3632.166); (3072.347, 3636.738); (3076.558, 3640.814); (3079.422, 3648.792); (3078.636, 3660.229); (3077.482, 3668.877); (3070.955, 3671.354)"
455,"(1128.573, 3085.227); (1134.598, 3081.467); (1147.370, 3074.891); (1149.942, 3077.009); (1168.844, 3127.419); (1169.729, 3137.875); (1168.228, 3144.501); (1160.432, 3158.824); (1154.533, 3155.314); (1144.329, 3145.214); (1140.742, 3137.762); (1133.093, 3115.240)"
456,"(3433.785, 591.640); (3433.060, 576.697); (3435.653, 571.519); (3439.934, 573.059); (3447.859, 576.524); (3463.192, 583.639); (3455.108, 595.669); (3452.587, 598.862); (3447.546, 597.466)"
457,"(1896.521, 1600.202); (1899.403, 1583.453); (1906.871, 1572.108); (1910.979, 1568.696); (1917.653, 1567.572); (1920.597, 1576.339); (1923.295, 1608.760); (1920.477, 1615.614); (1909.683, 1621.578); (1903.911, 1623.448); (1899.026, 1618.421)"
458,"(3252.956, 629.674); (3241.434, 617.047); (3246.240, 608.808); (3253.106, 608.389); (3256.660, 614.805); (3258.685, 626.291); (3256.978, 630.974)"
459,"(2990.406, 564.729); (2952.578, 497.273); (2956.223, 491.465); (2959.828, 485.943); (2983.601, 472.089); (2988.943, 469.230); (2999.447, 474.249); (3003.878, 482.577); (3014.666, 528.333); (3020.730, 563.382); (3010.073, 565.928); (3002.690, 566.725)"
460,"(2825.421, 768.228); (2831.624, 770.135); (2828.494, 775.291)"
461,"(233.362, 3396.960); (235.315, 3391.454); (247.559, 3397.325); (260.029, 3404.861); (266.054, 3412.041); (260.458, 3414.641); (245.652, 3413.132); (241.612, 3409.786); (237.612, 3404.827); (234.421, 3400.148)"
462,"(2024.976, 741.517); (2033.661, 730.388); (2044.254, 732.623); (2043.442, 738.221); (2039.795, 753.155); (2037.539, 758.768); (2027.957, 749.343); (2025.074, 746.379)"
463,"(2598.873, 2175.037); (2596.706, 2183.150); (2590.007, 2182.581); (2585.259, 2172.750); (2585.147, 2165.430); (2593.812, 2168.131)"
464,"(4079.394, 3590.816); (4073.388, 3579.925); (4078.689, 3582.013)"
465,"(936.950, 1206.647); (938.886, 1199.842); (947.061, 1200.142); (944.213, 1206.756)"
466,"(598.373, 3960.213); (592.136, 3957.651); (597.910, 3957.170); (602.765, 3958.054)"
467,"(2795.142, 1173.023); (2792.977, 1156.507); (2793.347, 1147.049); (2793.541, 1145.195); (2794.999, 1135.673); (2796.247, 1128.986); (2798.779, 1120.278); (2801.047, 1119.879); (2807.229, 1122.975); (2816.461, 1128.331); (2818.314, 1131.175); (2824.244, 1147.608); (2825.796, 1152.519); (2825.817, 1166.846); (2818.194, 1174.965); (2797.388, 1174.970)"
468,"(2817.273, 3090.631); (2808.739, 3095.221); (2814.495, 3076.658); (2822.570, 3072.049)"
469,"(185.229, 3070.597); (187.873, 3059.120); (193.132, 3053.880); (196.780, 3060.129); (199.757, 3071.209); (199.018, 3075.721); (196.514, 3079.112); (188.328, 3075.996)"
470,"(3013.900, 1641.448); (3013.990, 1654.180); (3007.303, 1654.613); (3001.394, 1648.949); (3008.876, 1643.749)"
471,"(3736.628, 1809.573); (3737.712, 1800.241); (3745.352, 1801.456); (3749.199, 1803.072); (3743.068, 1810.736); (3738.625, 1814.542)"
472,"(3560.887, 166.502); (3565.673, 162.665); (3572.897, 164.122); (3581.126, 168.405); (3578.384, 172.399); (3573.448, 178.874); (3570.098, 183.013); (3565.885, 176.857)"
473,"(3576.769, 2661.029); (3589.565, 2656.717); (3591.367, 2663.425); (3589.453, 2678.010); (3587.459, 2678.844); (3583.461, 2679.017); (3581.702, 2676.619); (3579.018, 2670.267)"
474,"(2280.811, 482.261); (2285.701, 481.873); (2281.992, 487.183); (2281.417, 485.822)"
475,"(2990.195, 999.410); (2984.660, 997.049); (2988.403, 993.103); (2994.342, 991.115); (2992.581, 995.796)"
476,"(1546.846, 838.913); (1545.189, 830.610); (1550.155, 832.397); (1551.577, 838.397)"
477,"(3657.350, 3655.047); (3663.593, 3647.658); (3671.649, 3648.275); (3670.724, 3653.597)"
478,"(2558.961, 1047.385); (2552.898, 1041.108); (2556.621, 1039.990); (2563.387, 1041.136)"
479,"(4024.961, 1367.213); (4024.778, 1358.907); (4025.639, 1358.828); (4029.865, 1366.963)"
480,"(2009.144, 1555.672); (2011.316, 1545.289); (2016.220, 1547.358); (2021.329, 1550.375); (2017.982, 1559.130)"
481,"(3098.020, 1254.745); (3097.060, 1249.958); (3099.121, 1244.574); (3104.371, 1244.419)"
482,"(18.410, 3895.407); (8.793, 3888.975); (18.065, 3888.178); (29.837, 3895.064)"
483,"(3672.649, 3071.073); (3683.991, 3074.037); (3685.951, 3078.787); (3673.330, 3073.854)"
484,"(3101.156, 2102.695); (3108.934, 2101.262); (3115.876, 2109.166); (3117.755, 2118.205); (3118.391, 2121.362); (3115.704, 2143.814); (3105.857, 2160.825); (3102.051, 2163.162); (3092.026, 2166.958); (3084.537, 2157.234); (3080.912, 2151.579); (3098.791, 2107.602)"
485,"(2587.911, 973.661); (2585.464, 1006.837); (2572.081, 1014.904); (2486.356, 1007.102); (2483.959, 1006.527); (2457.553, 985.366); (2455.638, 983.184); (2452.871, 974.282); (2441.026, 934.947); (2447.573, 926.782); (2452.406, 924.222); (2459.569, 923.285); (2472.131, 924.379); (2575.911, 959.141); (2583.905, 963.499)"
486,"(3721.160, 479.220); (3722.845, 456.944); (3749.257, 438.445); (3772.124, 429.216); (3782.112, 426.146); (3796.818, 431.123); (3801.933, 434.987); (3805.733, 441.716); (3807.960, 445.866); (3810.633, 483.067); (3805.434, 487.125); (3799.065, 489.677); (3781.611, 493.673); (3733.641, 502.593); (3730.957, 502.184)"
487,"(780.109, 400.165); (776.926, 392.667); (785.060, 365.473); (788.435, 357.883); (825.659, 364.202); (834.462, 367.811); (835.629, 375.687); (836.140, 391.441); (836.102, 405.897); (828.542, 419.729); (823.012, 424.267); (804.249, 437.711); (800.901, 439.087)"
488,"(2266.148, 729.799); (2249.122, 678.777); (2250.109, 674.240); (2253.210, 668.772); (2261.572, 663.181); (2271.433, 661.764); (2301.636, 674.477); (2306.628, 677.159); (2307.684, 682.846); (2311.071, 711.397); (2310.544, 719.804); (2307.040, 746.134); (2301.544, 752.772); (2295.579, 758.740); (2288.212, 753.941)"
489,"(1113.130, 3058.258); (1136.967, 3197.702); (1132.417, 3216.402); (1120.660, 3251.077); (1116.585, 3255.320); (1104.089, 3247.855); (1071.224, 3227.102); (1032.523, 3164.689); (1033.874, 3145.433); (1042.310, 3128.776); (1051.005, 3112.514); (1063.950, 3091.552); (1089.194, 3070.030)"
490,"(359.289, 1760.366); (364.863, 1765.282); (364.157, 1796.913); (358.339, 1803.037); (347.097, 1809.407); (328.825, 1816.860); (223.758, 1844.404); (211.978, 1846.807); (204.467, 1843.218); (201.389, 1839.376); (202.070, 1832.959); (208.893, 1824.595); (319.456, 1770.742); (338.581, 1762.684); (350.458, 1758.517)"
491,"(3272.821, 3692.290); (3273.615, 3677.186); (3279.866, 3672.497); (3285.024, 3670.549); (3343.253, 3671.165); (3354.531, 3672.467); (3404.226, 3679.798); (3406.434, 3684.896); (3401.815, 3690.006); (3392.154, 3693.783); (3368.631, 3696.807); (3279.586, 3702.825); (3274.192, 3699.337)"
492,"(2027.427, 3446.988); (2025.442, 3445.478); (2027.714, 3391.394); (2027.817, 3390.064); (2034.758, 3386.795); (2039.417, 3386.260); (2042.717, 3386.083); (2040.275, 3444.458); (2039.379, 3445.369); (2036.273, 3446.640); (2028.077, 3447.261)"
493,"(3353.567, 3206.675); (3353.128, 3204.019); (3365.330, 3202.574); (3365.868, 3204.947)"
494,"(2814.547, 2710.313); (2569.378, 2264.551); (2599.652, 2252.275); (3153.160, 2067.890); (3246.800, 2064.049); (3387.875, 2063.615); (3406.412, 2064.386); (3474.775, 2067.405); (3486.016, 2081.774); (3512.502, 2116.133); (3517.907, 2124.645); (3526.211, 2139.668); (3548.906, 2180.757); (3561.864, 2217.849); (3563.123, 2232.769); (3567.861, 2344.443); (3566.957, 2702.925); (3563.079, 2728.715); (3419.740, 2957.094); (3334.113, 3059.492); (3328.487, 3059.846); (3178.988, 3063.176); (3066.284, 3062.867); (3043.440, 3058.007); (3039.798, 3054.987)"
495,"(1928.851, 3274.995); (1944.480, 3190.697); (1947.265, 3185.949); (1958.487, 3185.766); (2089.029, 3198.455); (2130.775, 3205.021); (2141.835, 3207.947); (2197.023, 3223.601); (2201.311, 3229.997); (2219.595, 3263.171); (2223.477, 3273.287); (2224.715, 3277.528); (2219.825, 3280.126); (2151.248, 3301.294); (2082.332, 3319.129); (2073.622, 3319.216); (2066.085, 3318.403); (2023.027, 3306.334); (1983.426, 3294.244); (1944.839, 3281.866); (1933.276, 3277.679)"
496,"(270.631, 851.319); (264.753, 809.422); (266.298, 804.257); (271.976, 798.318); (314.959, 764.362); (332.062, 763.173); (445.214, 777.714); (441.002, 806.364); (412.627, 847.081); (377.328, 874.864); (348.658, 886.864); (294.147, 867.800); (285.160, 863.837)"
497,"(1899.515, 3214.209); (1897.329, 3210.646); (1898.419, 3193.933); (1899.377, 3189.516); (1902.999, 3181.026); (1911.422, 3170.328); (1921.219, 3159.920); (1926.246, 3163.708); (1927.704, 3169.102); (1925.927, 3203.445); (1922.595, 3210.079); (1919.257, 3213.396); (1915.441, 3216.931); (1910.992, 3220.291); (1906.578, 3223.358)"
498,"(4045.826, 1813.934); (4040.616, 1805.742); (4041.456, 1777.986); (4043.866, 1770.622); (4045.706, 1766.609); (4048.143, 1764.619); (4075.012, 1749.129); (4077.607, 1753.082); (4078.905, 1758.348); (4078.593, 1763.239); (4076.781, 1787.345); (4066.716, 1807.587); (4061.524, 1810.434); (4048.490, 1815.470)"
499,"(3668.608, 2101.143); (3654.096, 2103.223); (3636.771, 2101.659); (3606.429, 2093.182); (3601.040, 2085.600); (3594.547, 2066.539); (3593.266, 2058.655); (3625.404, 2046.855); (3634.756, 2046.087); (3675.054, 2051.083); (3683.743, 2052.664); (3698.531, 2060.938); (3698.305, 2066.446)"
500,"(3368.687, 3653.683); (3372.580, 3651.687); (3378.674, 3654.036); (3371.919, 3655.279)"
501,"(3873.098, 649.887); (3980.759, 631.778); (3996.125, 646.623); (4012.156, 679.786); (4012.554, 689.675); (4012.479, 696.493); (4004.749, 718.178); (3934.360, 759.265); (3904.192, 754.631); (3851.979, 718.439); (3848.545, 715.882); (3850.334, 708.692)"
502,"(1430.630, 467.982); (1417.104, 445.782); (1424.616, 439.373); (1433.804, 439.840); (1447.177, 444.317); (1467.046, 458.213); (1467.305, 466.123); (1457.057, 468.829); (1446.658, 470.432); (1439.807, 470.576)"
503,"(1532.721, 325.385); (1529.172, 335.560); (1508.769, 375.139); (1504.681, 372.775); (1494.549, 364.360); (1489.368, 355.721); (1481.257, 336.395); (1481.997, 323.255); (1485.285, 320.869); (1490.969, 317.529); (1516.737, 319.175); (1523.046, 320.146); (1531.182, 322.932)"
504,"(1855.275, 643.144); (1852.373, 658.524); (1843.956, 669.260); (1820.052, 695.141); (1817.221, 691.705); (1813.424, 687.090); (1800.890, 658.463); (1800.755, 650.729); (1807.396, 645.970); (1839.483, 640.746); (1854.074, 639.611)"
505,"(3720.751, 848.308); (3763.354, 712.156); (3799.639, 713.206); (3805.887, 718.452); (3868.550, 799.511); (3880.300, 824.957); (3887.261, 851.995); (3885.953, 858.728); (3878.187, 864.004); (3870.421, 867.202); (3825.027, 883.332); (3810.505, 886.994); (3772.600, 884.382); (3739.354, 870.070); (3724.315, 858.855)"
506,"(2332.806, 3078.630); (2328.690, 3075.342); (2334.048, 3071.685); (2342.801, 3069.867); (2339.583, 3075.001)"
507,"(1293.845, 3318.537); (1288.795, 3317.752); (1292.113, 3308.477); (1303.934, 3296.092); (1340.081, 3290.255); (1329.580, 3308.973); (1325.054, 3316.715)"
508,"(3323.746, 1349.620); (3324.801, 1367.289); (3313.649, 1365.055); (3304.994, 1360.882); (3304.961, 1358.358); (3310.949, 1353.990); (3320.239, 1347.336)"
509,"(818.659, 854.608); (808.811, 849.699); (811.548, 837.156); (814.795, 832.019); (819.468, 834.376); (824.970, 840.337); (825.982, 848.307)"
510,"(1433.321, 3595.946); (1435.968, 3594.839); (1435.184, 3606.663); (1433.413, 3602.152)"
511,"(2451.328, 4023.413); (2440.935, 4021.273); (2474.803, 3998.116); (2482.685, 3992.902); (2481.094, 4002.879); (2476.451, 4006.188)"
512,"(1058.302, 3495.109); (1032.564, 3332.880); (1033.739, 3328.012); (1037.301, 3318.087); (1040.131, 3310.593); (1048.075, 3292.568); (1054.496, 3285.788); (1174.967, 3175.705); (1180.037, 3171.959); (1187.284, 3178.802); (1294.406, 3360.499); (1209.650, 3514.454); (1201.244, 3529.521); (1187.788, 3547.053); (1182.962, 3550.810); (1178.550, 3552.988); (1151.602, 3562.260); (1108.519, 3574.632); (1102.114, 3572.565); (1085.037, 3546.796); (1078.803, 3537.374)"
513,"(2999.490, 1047.489); (2984.732, 1030.002); (2986.990, 1022.310); (2993.537, 1017.287); (2998.110, 1020.381); (3005.974, 1029.809); (3008.277, 1036.473)"
514,"(2779.491, 1285.432); (2811.340, 1277.049); (2823.637, 1277.462); (2829.518, 1278.393); (2841.632, 1282.524); (2847.564, 1289.073); (2854.143, 1318.632); (2851.079, 1326.153); (2835.068, 1331.996); (2785.818, 1335.048); (2763.667, 1305.275); (2760.909, 1299.189); (2769.682, 1291.066)"
515,"(3651.112, 1288.206); (3657.365, 1289.807); (3656.323, 1307.614); (3652.557, 1312.753); (3648.947, 1314.988); (3602.694, 1332.360); (3595.720, 1334.679); (3593.079, 1333.922); (3593.685, 1311.048); (3595.113, 1307.000); (3598.264, 1300.942); (3617.175, 1285.854)"
516,"(1129.242, 253.102); (1137.583, 244.275); (1144.756, 240.495); (1151.513, 239.940); (1158.123, 248.188); (1164.062, 264.688); (1162.981, 269.085); (1162.197, 272.088); (1155.218, 276.155); (1145.344, 278.559); (1135.461, 275.101); (1129.734, 266.045)"
517,"(3656.768, 1038.945); (3660.002, 1024.058); (3699.156, 1006.086); (3701.474, 1015.442); (3704.045, 1028.396); (3696.474, 1038.274); (3692.671, 1041.382); (3677.676, 1046.877); (3666.345, 1047.153); (3660.975, 1043.127)"
518,"(487.451, 310.584); (465.752, 289.286); (458.487, 276.789); (457.530, 272.635); (457.138, 268.381); (459.354, 262.576); (466.313, 261.455); (502.200, 277.786); (506.440, 280.399); (509.342, 297.367); (507.133, 300.750)"
519,"(1475.818, 1398.787); (1458.852, 1390.457); (1436.544, 1352.595); (1417.149, 1301.456); (1417.649, 1292.963); (1428.195, 1281.613); (1460.775, 1260.584); (1470.590, 1267.260); (1486.294, 1279.964); (1487.862, 1282.282); (1519.314, 1331.959); (1518.924, 1345.659); (1516.035, 1353.555); (1500.009, 1380.790); (1481.605, 1396.226); (1479.064, 1397.999)"
520,"(872.897, 211.454); (874.077, 185.588); (879.904, 184.279); (885.526, 184.479); (891.710, 186.573); (900.154, 192.010); (899.874, 196.443); (899.450, 202.917); (894.669, 212.139); (888.953, 214.676); (882.399, 213.910)"
521,"(1167.112, 653.934); (1118.995, 695.445); (1110.368, 692.047); (1104.513, 689.492); (1096.755, 685.351); (1104.533, 663.128); (1111.705, 652.829); (1124.021, 642.980); (1134.305, 639.031); (1151.588, 635.149); (1155.266, 638.215); (1157.457, 640.784)"
522,"(202.560, 3746.639); (201.203, 3741.307); (215.522, 3680.043); (217.871, 3673.754); (221.169, 3665.035); (225.004, 3659.698); (229.159, 3654.393); (231.823, 3652.736); (236.218, 3653.205); (259.480, 3669.757); (262.315, 3675.807); (260.939, 3706.856); (258.291, 3728.808); (241.125, 3766.836); (235.809, 3767.426); (233.406, 3767.394); (230.941, 3766.715)"
523,"(3721.232, 207.508); (3722.385, 195.023); (3724.812, 189.780); (3735.068, 191.093); (3738.683, 193.915); (3746.891, 201.618); (3737.007, 209.636); (3726.758, 215.111); (3722.011, 211.776)"
524,"(841.302, 335.195); (851.614, 318.292); (868.085, 311.184); (873.931, 315.009); (873.685, 324.746); (862.700, 339.323); (857.225, 343.295); (846.797, 343.409); (844.374, 340.649)"
525,"(3599.544, 565.764); (3592.949, 539.305); (3603.763, 524.395); (3607.843, 521.718); (3613.179, 520.506); (3626.506, 518.472); (3632.947, 522.836); (3636.166, 535.060); (3637.900, 546.244); (3622.386, 561.681); (3615.709, 565.935); (3610.311, 566.887)"
526,"(3552.014, 1319.124); (3545.012, 1310.992); (3548.659, 1309.736); (3556.837, 1317.652)"
527,"(233.340, 3784.654); (238.236, 3784.871); (238.290, 3798.837); (234.592, 3792.426)"
528,"(2633.188, 2159.004); (2643.870, 2151.313); (2657.019, 2155.690); (2656.960, 2162.821); (2653.236, 2165.080); (2638.021, 2167.012); (2633.326, 2166.142)"
529,"(889.593, 1288.532); (892.575, 1311.450); (879.303, 1327.650); (868.789, 1334.596); (840.834, 1330.246); (840.629, 1327.683); (843.936, 1321.769); (859.715, 1299.712); (875.771, 1290.251); (882.831, 1286.483); (888.246, 1285.702)"
530,"(3807.369, 246.103); (3790.068, 247.163); (3787.224, 241.969); (3784.953, 227.603); (3788.406, 221.077); (3794.151, 220.250); (3817.814, 226.551); (3815.376, 232.778); (3811.357, 242.979)"
531,"(1250.290, 393.085); (1247.092, 405.754); (1236.890, 406.516); (1225.908, 407.009); (1225.015, 402.268); (1230.575, 391.323); (1242.380, 385.186); (1246.246, 387.670)"
532,"(873.317, 1485.178); (876.443, 1460.942); (877.012, 1458.015); (882.435, 1460.649); (901.998, 1479.291); (902.363, 1484.214); (899.085, 1489.627); (894.857, 1495.259); (883.086, 1491.355)"
533,"(2549.471, 729.091); (2555.470, 743.310); (2554.945, 751.603); (2551.984, 755.394); (2546.354, 758.856); (2541.109, 751.586); (2536.652, 740.747); (2541.790, 728.636)"
534,"(1078.478, 1559.017); (1064.859, 1545.771); (1081.535, 1533.237); (1095.801, 1536.449); (1102.487, 1540.085); (1098.568, 1544.862); (1085.012, 1555.491)"
535,"(3545.200, 3077.138); (3549.560, 3071.656); (3557.497, 3073.854); (3552.439, 3078.877)"
536,"(2075.497, 903.499); (2073.368, 897.676); (2074.898, 895.468); (2077.033, 898.173); (2077.744, 901.765)"
537,"(3945.804, 614.735); (3945.045, 610.310); (3946.674, 609.458); (3951.113, 612.545)"
538,"(385.836, 4024.960); (376.860, 4027.851); (379.637, 4024.055); (385.820, 4019.236)"
539,"(3945.667, 1303.112); (3945.241, 1295.240); (3951.953, 1285.541); (3960.129, 1284.492); (3964.434, 1294.889); (3964.909, 1301.730); (3961.593, 1303.218); (3949.501, 1303.199)"
540,"(1400.700, 2117.430); (1414.319, 2128.953); (1409.505, 2135.133); (1406.628, 2134.183); (1403.138, 2127.841)"
541,"(2697.582, 3080.727); (2697.440, 3074.377); (2697.618, 3069.679); (2702.377, 3066.384); (2711.496, 3068.964); (2713.814, 3078.318); (2708.949, 3092.072); (2705.729, 3095.032); (2703.252, 3092.448)"
542,"(1768.778, 422.638); (1769.607, 418.926); (1772.315, 419.737); (1771.285, 421.902)"
543,"(1912.797, 899.193); (1917.583, 894.983); (1921.283, 900.102); (1917.564, 903.218)"
544,"(2412.908, 3063.397); (2409.281, 3060.445); (2410.423, 3056.112); (2414.788, 3046.461); (2417.661, 3053.684); (2420.609, 3063.238)"
545,"(573.213, 1290.525); (576.558, 1293.579); (573.751, 1302.580); (568.932, 1303.042); (570.655, 1296.432)"
546,"(2216.880, 3651.803); (2219.204, 3630.567); (2223.052, 3650.810); (2218.811, 3654.731)"
547,"(3690.408, 1446.685); (3689.091, 1442.521); (3692.381, 1440.440); (3698.745, 1442.873)"
548,"(2745.565, 1014.603); (2745.245, 1005.901); (2749.741, 1007.806); (2751.018, 1009.682)"
549,"(3112.873, 657.174); (3119.791, 658.635); (3119.077, 661.653); (3114.134, 663.446)"
550,"(1976.782, 519.493); (1979.622, 514.897); (1982.049, 515.871); (1980.120, 517.702)"
551,"(1417.072, 2906.271); (1425.366, 2728.777); (1435.832, 2719.254); (1441.372, 2717.718); (1462.895, 2717.060); (1507.333, 2718.683); (1511.931, 2726.829); (1533.169, 2786.886); (1534.681, 2798.082); (1526.597, 2843.911); (1516.222, 2890.359); (1497.663, 2907.554); (1465.550, 2933.285); (1457.769, 2934.665); (1442.894, 2933.263); (1437.897, 2932.636)"
552,"(994.455, 1356.913); (1002.755, 1393.789); (982.050, 1398.017); (963.467, 1399.407); (959.045, 1398.885); (940.370, 1385.709); (937.463, 1371.792); (937.794, 1367.836); (944.636, 1363.499); (952.433, 1358.950); (968.440, 1356.556)"
553,"(2151.300, 3127.171); (2123.130, 3112.143); (2121.435, 3109.787); (2120.603, 3086.878); (2125.967, 3082.441); (2133.927, 3077.458); (2145.122, 3071.839); (2148.335, 3071.820); (2248.411, 3075.875); (2252.109, 3087.231); (2258.339, 3117.758); (2258.190, 3125.993); (2257.241, 3126.004); (2234.781, 3126.252)"
554,"(1795.039, 1271.170); (1785.195, 1265.825); (1789.200, 1262.865); (1794.714, 1259.739)"
555,"(3784.848, 3143.461); (3784.878, 3115.279); (3791.000, 3110.912); (3803.115, 3102.469); (3807.619, 3104.607); (3821.914, 3148.985); (3825.040, 3174.729); (3825.381, 3178.687); (3820.335, 3186.145); (3810.525, 3191.232); (3804.442, 3189.473); (3794.975, 3179.750); (3787.785, 3171.914); (3785.547, 3151.761)"
556,"(292.695, 3901.892); (302.548, 3904.863); (285.537, 3910.989); (281.357, 3908.178); (287.505, 3903.684)"
557,"(90.079, 1392.910); (161.453, 1419.812); (200.269, 1476.754); (237.425, 1550.798); (282.698, 1646.953); (283.424, 1651.069); (283.770, 1656.669); (283.834, 1658.006); (265.458, 1773.266); (264.173, 1778.044); (263.440, 1780.522); (262.338, 1781.258); (250.773, 1783.341); (219.816, 1780.478); (100.369, 1768.227); (16.474, 1668.359); (9.470, 1644.879); (9.078, 1640.878); (11.480, 1504.977); (12.042, 1498.287); (30.111, 1431.256); (33.400, 1427.556); (59.571, 1401.034); (83.785, 1393.404)"
558,"(121.920, 2080.654); (127.011, 2084.925); (123.241, 2092.798); (112.312, 2102.567); (108.203, 2098.959); (104.620, 2095.522); (113.813, 2087.073)"
559,"(1041.575, 1178.526); (1032.805, 1142.910); (1043.257, 1143.784); (1124.905, 1151.037); (1126.695, 1155.246); (1124.652, 1165.752); (1118.613, 1192.840); (1117.227, 1195.944); (1112.305, 1205.737); (1110.825, 1207.060); (1091.257, 1200.826)"
560,"(2002.295, 692.074); (1993.068, 645.017); (1994.094, 635.488); (2010.628, 625.783); (2022.352, 620.069); (2033.562, 624.390); (2037.466, 629.605); (2041.820, 656.251); (2041.990, 662.662); (2036.339, 680.877); (2025.039, 690.693); (2016.908, 695.498); (2008.052, 693.934)"
561,"(272.149, 3062.519); (152.022, 3040.055); (138.229, 3037.018); (137.251, 3033.994); (144.203, 2983.664); (152.933, 2979.606); (314.571, 2983.610); (343.832, 2986.161); (352.840, 2993.939); (339.384, 3053.681); (329.260, 3055.012)"
562,"(1567.460, 3655.987); (1571.492, 3664.741); (1565.899, 3668.668); (1555.588, 3671.232); (1524.636, 3667.688); (1513.331, 3663.970); (1526.878, 3655.615); (1531.422, 3652.950); (1540.824, 3651.348); (1546.271, 3650.954); (1560.138, 3650.920)"
563,"(1592.559, 1547.791); (1590.927, 1559.324); (1585.059, 1555.095); (1578.653, 1549.653); (1577.285, 1545.680); (1580.267, 1539.253); (1584.878, 1538.610); (1589.878, 1539.353)"
564,"(1801.255, 2041.605); (1813.258, 2034.989); (1854.261, 2017.945); (1862.127, 2033.984); (1903.776, 2151.100); (1899.673, 2153.557); (1883.627, 2159.246); (1872.882, 2162.463); (1846.997, 2167.232); (1844.291, 2163.548); (1838.105, 2148.715); (1814.572, 2091.554); (1804.563, 2062.224); (1802.210, 2048.766)"
