NO,Polygon Points
260,"(7917.093, 3219.114); (7913.460, 3212.959); (7918.180, 3206.120); (7923.831, 3202.609); (7927.328, 3208.315); (7931.213, 3215.768); (7932.491, 3223.436); (7924.365, 3223.076)"
261,"(385.948, 3286.884); (376.536, 3281.906); (383.419, 3276.239); (394.994, 3277.380)"
262,"(3017.014, 3696.037); (3017.138, 3665.250); (3041.758, 3672.649); (3059.632, 3696.577); (3056.631, 3731.761); (3034.752, 3734.599); (3023.018, 3713.360)"
263,"(3476.585, 3287.157); (3464.534, 3276.751); (3464.892, 3267.480); (3468.012, 3261.610); (3470.805, 3260.887); (3474.691, 3263.081); (3487.966, 3271.102); (3494.442, 3284.878); (3485.334, 3287.185)"
264,"(4129.125, 3087.563); (5059.794, 3727.730); (5043.941, 3779.360); (4960.942, 4026.690); (4959.741, 4029.611); (4949.520, 4052.720); (4898.885, 4086.510); (4729.271, 4087.041); (4648.147, 4087.234); (4293.886, 4087.432); (4179.396, 4087.026); (4135.858, 4086.515); (4127.718, 4074.038); (4118.792, 4029.077); (4114.661, 3838.630); (4106.446, 3383.067); (4105.183, 3124.070); (4118.065, 3099.502)"
265,"(4019.023, 3296.306); (4007.375, 3302.854); (3997.639, 3295.698); (3993.428, 3292.422); (3997.075, 3291.242); (4016.089, 3291.261)"
266,"(2299.019, 3446.876); (2280.934, 3435.676); (2290.479, 3406.978); (2292.170, 3402.911); (2298.347, 3395.356); (2307.927, 3393.854); (2315.986, 3408.893); (2313.471, 3435.235)"
267,"(1054.555, 3320.450); (1071.822, 3329.552); (1069.740, 3346.910); (1048.582, 3351.414); (1032.697, 3347.578); (1042.551, 3331.134)"
268,"(151.780, 3204.063); (160.663, 3214.622); (150.110, 3223.392); (137.240, 3219.909); (141.822, 3208.400)"
269,"(113.966, 3350.743); (73.088, 3349.201); (87.073, 3326.196); (112.703, 3320.618)"
270,"(7876.725, 3169.605); (7872.681, 3174.612); (7867.894, 3173.710); (7864.834, 3171.269); (7870.157, 3169.692)"
271,"(3944.816, 3276.946); (3952.864, 3263.372); (3969.955, 3273.138); (3973.970, 3281.918); (3963.287, 3287.277); (3949.661, 3285.242)"
272,"(2390.060, 3341.611); (2374.694, 3382.596); (2352.619, 3379.052); (2345.075, 3372.516); (2345.559, 3338.615); (2376.595, 3334.629)"
273,"(6643.452, 3557.983); (6657.542, 3582.551); (6649.957, 3607.351); (6633.013, 3597.634); (6636.579, 3574.018)"
274,"(2028.934, 3432.147); (2036.111, 3434.365); (2030.391, 3441.322); (2022.287, 3445.341); (2008.914, 3446.579); (2015.004, 3436.090)"
275,"(456.558, 3338.960); (469.846, 3310.649); (487.052, 3318.345); (491.179, 3343.678); (479.475, 3351.209)"
276,"(1822.002, 3693.976); (1830.964, 3756.713); (1827.117, 3766.646); (1814.239, 3759.728); (1806.260, 3748.547); (1803.331, 3739.728); (1801.485, 3726.573); (1802.180, 3718.715); (1804.922, 3706.456)"
277,"(4360.820, 3267.514); (4366.249, 3261.240); (4377.105, 3264.912); (4370.871, 3270.886)"
278,"(8124.651, 3233.797); (8119.014, 3239.456); (8109.604, 3237.497); (8104.543, 3231.039); (8120.751, 3228.494)"
279,"(568.511, 3292.315); (576.500, 3302.472); (570.109, 3303.193)"
280,"(2106.750, 3191.213); (2105.243, 3184.894); (2112.349, 3181.579); (2121.162, 3188.518)"
281,"(6658.729, 3303.608); (6654.561, 3319.053); (6635.191, 3310.746); (6633.401, 3300.497); (6644.492, 3288.422)"
282,"(613.940, 3350.783); (584.777, 3336.732); (587.702, 3325.927); (595.579, 3315.130); (620.705, 3322.435); (625.273, 3338.160); (622.614, 3350.126)"
283,"(592.648, 3142.564); (585.100, 3137.043); (590.178, 3133.744); (596.100, 3135.741)"
284,"(2502.149, 3318.724); (2473.238, 3314.597); (2482.251, 3293.371); (2496.715, 3291.829); (2503.487, 3297.011); (2508.288, 3307.328)"
285,"(121.671, 3294.515); (125.130, 3300.491); (112.208, 3303.379); (104.685, 3299.155); (108.381, 3296.399)"
286,"(5144.984, 3172.700); (5151.165, 3166.836); (5157.874, 3171.478); (5151.959, 3174.693)"
287,"(6127.957, 3223.191); (6120.712, 3210.480); (6128.424, 3206.925); (6136.251, 3210.003); (6140.719, 3217.794)"
288,"(5464.951, 3511.117); (5449.341, 3504.921); (5456.696, 3502.494); (5462.069, 3503.886)"
289,"(5535.957, 3254.658); (5528.636, 3245.375); (5539.292, 3243.019); (5550.116, 3245.859)"
290,"(4547.857, 3190.311); (4536.703, 3191.042); (4539.634, 3186.582); (4542.995, 3182.711); (4551.625, 3178.606)"
291,"(6701.447, 4023.405); (6668.351, 3997.909); (6665.030, 3980.568); (6664.579, 3975.424); (6673.803, 3969.562); (6679.364, 3968.091); (6735.311, 3959.580); (6756.726, 3958.131); (6786.668, 3959.479); (6812.684, 3965.555); (6830.900, 3974.459); (6835.019, 3983.335); (6821.355, 3997.145); (6816.597, 4001.926); (6814.755, 4003.020); (6812.627, 4003.736); (6810.739, 4004.250); (6779.076, 4012.141); (6773.098, 4013.384); (6745.103, 4019.103)"
292,"(7497.307, 3229.347); (7511.604, 3227.670); (7517.822, 3235.225); (7514.251, 3238.800); (7508.601, 3236.861)"
293,"(419.946, 3388.461); (419.634, 3394.772); (415.914, 3397.781); (409.451, 3399.308); (409.618, 3386.883); (409.653, 3384.278); (409.733, 3378.312); (417.146, 3380.929)"
294,"(3051.781, 3318.876); (3036.584, 3318.820); (3023.525, 3314.094); (3016.553, 3308.197); (3032.222, 3300.843); (3039.665, 3300.032); (3047.282, 3309.631)"
295,"(4265.038, 3336.594); (4266.793, 3332.358); (4270.784, 3324.480); (4283.222, 3326.336); (4293.813, 3334.421); (4302.601, 3346.254); (4300.776, 3346.913); (4287.880, 3350.314); (4281.904, 3350.840); (4281.831, 3350.831); (4281.805, 3350.828); (4276.749, 3348.416); (4270.329, 3342.564)"
296,"(44.571, 3179.759); (41.111, 3173.080); (47.712, 3175.306); (57.538, 3180.886); (57.859, 3191.428); (47.634, 3183.491)"
297,"(494.885, 3223.106); (489.284, 3216.459); (490.641, 3209.598); (497.476, 3206.245); (511.652, 3206.849); (509.097, 3218.310)"
298,"(8040.801, 3221.228); (8050.458, 3210.398); (8059.511, 3214.848); (8061.383, 3219.012); (8055.695, 3223.232)"
299,"(912.708, 3137.524); (914.508, 3140.009); (910.978, 3143.487); (905.398, 3142.538); (910.033, 3139.336)"
300,"(8169.114, 3528.563); (8181.494, 3525.661); (8177.532, 3538.208); (8175.599, 3543.205)"
301,"(6638.963, 4006.988); (6633.001, 3988.044); (6633.836, 3981.787); (6646.497, 3983.545)"
302,"(2008.688, 3654.771); (2018.398, 3660.258); (2012.321, 3668.875); (2009.301, 3671.428)"
303,"(8045.323, 3831.000); (8040.509, 3812.341); (8042.127, 3810.923); (8046.391, 3812.734)"
304,"(3419.322, 3103.858); (3422.790, 3103.983); (3418.161, 3110.429); (3416.647, 3111.252); (3416.901, 3104.287)"
305,"(6714.469, 3469.493); (6716.872, 3470.085); (6715.785, 3477.781); (6712.785, 3478.528); (6712.914, 3472.261)"
306,"(809.463, 3186.899); (814.323, 3175.514); (819.933, 3175.820); (823.858, 3178.461); (814.944, 3190.553)"
307,"(5234.718, 3488.930); (5236.005, 3532.609); (5231.441, 3536.136); (5217.055, 3542.414); (5213.788, 3543.134); (5212.419, 3541.779); (5192.527, 3508.886); (5193.558, 3505.959); (5206.940, 3497.676)"
308,"(2040.541, 3760.608); (2043.954, 3758.108); (2043.776, 3764.345); (2041.259, 3767.494); (2040.760, 3763.402)"
309,"(6949.720, 3668.406); (7030.407, 3661.143); (7095.970, 3666.028); (7132.672, 3706.979); (7142.198, 3722.550); (7142.552, 3724.415); (7123.235, 3745.449); (7115.207, 3751.708); (7074.012, 3766.610); (7071.590, 3766.709); (7045.813, 3767.361); (6965.227, 3760.299); (6950.832, 3758.351); (6937.466, 3753.693); (6925.412, 3719.528); (6921.081, 3703.956); (6926.820, 3694.443); (6942.424, 3673.211)"
310,"(2535.892, 2784.701); (2543.633, 2797.670); (2543.822, 2826.216); (2544.269, 2955.617); (2544.348, 2985.705); (2542.501, 3037.757); (2533.538, 3060.468); (2520.046, 3062.140); (2468.041, 3062.589); (2437.559, 3062.779); (2296.754, 3063.421); (1631.625, 3055.051); (1610.122, 3054.723); (1564.783, 3053.137); (1556.289, 3049.293); (1551.086, 3046.138); (1545.418, 3017.008); (1546.200, 2976.871); (1834.052, 2223.048); (1847.342, 2198.003); (1938.549, 2063.591); (2523.855, 2766.674)"
311,"(2578.086, 2257.858); (3204.331, 2071.656); (3278.711, 2068.399); (3297.663, 2067.909); (3475.018, 2063.871); (3555.032, 2074.043); (3567.815, 2077.115); (3565.934, 2933.333); (3565.162, 3055.023); (3561.930, 3059.753); (3477.716, 3062.329); (3460.374, 3062.460); (3386.759, 3062.906); (2876.814, 3062.841); (2687.940, 3061.998); (2636.154, 3061.221); (2583.322, 3057.505); (2573.268, 3048.649); (2568.879, 2924.676); (2568.565, 2914.098); (2568.632, 2658.459); (2568.691, 2533.747); (2569.017, 2283.249); (2569.889, 2270.181)"
312,"(1865.408, 3501.901); (1900.528, 3461.678); (1913.686, 3462.472); (1947.003, 3470.836); (1906.822, 3511.459); (1900.281, 3510.159); (1866.940, 3502.869)"
313,"(4641.829, 3318.337); (4638.525, 3319.432); (4623.239, 3313.484); (4618.387, 3310.421); (4617.803, 3306.699); (4616.715, 3293.275); (4619.669, 3289.463); (4625.638, 3286.203); (4632.215, 3288.798); (4649.251, 3300.769); (4649.230, 3304.702)"
314,"(866.235, 3244.107); (867.242, 3255.267); (846.071, 3252.854); (841.491, 3250.791); (842.161, 3245.081); (852.797, 3237.755); (861.700, 3240.206)"
315,"(6108.801, 3894.521); (6103.784, 3895.147); (6070.592, 3888.325); (6042.133, 3877.750); (6035.726, 3874.974); (6029.207, 3871.990); (6026.334, 3867.282); (6024.552, 3859.802); (6031.476, 3847.226); (6038.410, 3846.310); (6059.469, 3845.979); (6085.053, 3851.422); (6092.656, 3854.544); (6104.847, 3860.448); (6117.826, 3868.038); (6120.962, 3873.971); (6118.853, 3881.012); (6113.065, 3889.251)"
316,"(5000.654, 3937.188); (5010.181, 3932.264); (5019.903, 3929.693); (5027.809, 3927.763); (5040.383, 3931.139); (5046.629, 3935.552); (5031.648, 3941.936); (5023.887, 3942.526); (5016.477, 3941.342)"
317,"(2512.654, 3542.389); (2505.393, 3530.918); (2508.159, 3529.591); (2519.611, 3527.910); (2541.411, 3526.239); (2543.650, 3528.747); (2536.549, 3540.822); (2528.071, 3542.554)"
318,"(4542.231, 3245.925); (4535.501, 3255.479); (4526.045, 3254.833); (4520.857, 3238.907); (4529.301, 3229.985); (4537.467, 3230.520)"
319,"(4868.992, 3273.830); (4864.911, 3282.193); (4859.409, 3285.214); (4847.878, 3286.631); (4843.075, 3284.167); (4840.991, 3276.618); (4845.046, 3271.614); (4857.374, 3270.284); (4864.233, 3270.550)"
320,"(4009.195, 3887.037); (4023.088, 3877.188); (4076.683, 3880.816); (4067.711, 3886.494); (4042.061, 3893.067); (4023.164, 3894.985); (4011.465, 3892.084)"
321,"(7726.604, 3379.753); (7721.456, 3374.891); (7726.926, 3368.647); (7747.884, 3364.094); (7755.667, 3366.214); (7763.023, 3372.117); (7750.484, 3379.298); (7743.660, 3382.995); (7738.326, 3383.162)"
322,"(7796.422, 3858.076); (7785.161, 3845.479); (7797.981, 3845.076); (7822.244, 3846.120); (7848.670, 3848.216); (7856.944, 3853.107); (7851.724, 3856.872); (7841.839, 3862.525); (7820.814, 3862.571); (7815.864, 3862.319); (7809.871, 3861.867)"
323,"(6088.683, 3332.090); (6115.525, 3327.610); (6120.572, 3331.781); (6127.386, 3339.268); (6125.506, 3347.600); (6112.110, 3351.117); (6093.912, 3345.778); (6090.328, 3337.148)"
324,"(3208.634, 3378.400); (3210.306, 3370.518); (3217.486, 3367.026); (3226.196, 3368.180); (3247.533, 3371.655); (3257.884, 3377.535); (3252.219, 3382.309); (3237.365, 3383.187); (3218.834, 3382.705)"
325,"(5448.842, 4079.343); (5470.462, 4055.647); (5489.310, 4050.627); (5502.449, 4047.193); (5569.425, 4045.648); (5602.926, 4053.823); (5616.064, 4058.741); (5623.056, 4064.593); (5605.595, 4077.722); (5587.383, 4083.534); (5547.044, 4086.270); (5480.627, 4087.156); (5470.216, 4086.663); (5452.508, 4084.589)"
326,"(5348.514, 3280.188); (5339.326, 3286.867); (5334.616, 3285.625); (5325.854, 3281.063); (5321.061, 3275.040); (5325.347, 3270.328); (5339.896, 3271.435); (5347.603, 3274.143)"
327,"(1118.043, 3143.439); (1113.237, 3138.626); (1120.368, 3137.541); (1123.315, 3140.709)"
328,"(2190.436, 3285.690); (2184.791, 3277.213); (2188.874, 3272.441); (2200.156, 3270.316); (2208.675, 3273.240); (2214.126, 3278.535); (2210.534, 3283.884); (2203.119, 3286.470); (2196.252, 3287.323)"
329,"(4008.573, 3943.208); (3993.373, 3938.259); (4000.314, 3932.890); (4006.540, 3928.180); (4014.819, 3928.889); (4021.692, 3932.205); (4025.281, 3936.812); (4017.807, 3942.178)"
330,"(4875.298, 3734.878); (4846.278, 3732.668); (4843.904, 3729.244); (4841.094, 3722.520); (4849.204, 3721.044); (4859.612, 3719.400); (4869.653, 3718.425); (4883.502, 3718.479); (4892.957, 3720.683); (4897.525, 3727.246); (4887.126, 3732.336)"
331,"(2544.780, 3458.094); (2537.579, 3463.007); (2533.653, 3462.208); (2525.121, 3460.170); (2521.066, 3455.682); (2525.883, 3451.472); (2534.489, 3447.773); (2540.876, 3450.921)"
332,"(5589.034, 3372.503); (5589.945, 3379.736); (5574.934, 3381.966); (5563.561, 3383.341); (5555.745, 3380.656); (5550.885, 3378.970); (5545.442, 3376.789); (5549.323, 3372.235); (5552.408, 3368.918); (5555.179, 3366.174); (5561.019, 3363.375); (5566.323, 3361.155); (5571.526, 3361.983); (5581.877, 3365.593); (5585.860, 3367.064)"
333,"(392.716, 4013.801); (428.621, 4008.869); (438.496, 4010.982); (442.355, 4014.718); (430.962, 4020.427); (425.385, 4022.690); (408.075, 4020.477); (400.569, 4018.825)"
334,"(5609.125, 3565.875); (5617.177, 3537.059); (5627.855, 3538.671); (5632.062, 3548.188); (5615.054, 3574.941); (5610.180, 3572.376)"
335,"(4360.963, 3343.432); (4372.039, 3312.947); (4383.163, 3316.852); (4389.686, 3324.341); (4376.644, 3348.121); (4370.144, 3350.706)"
336,"(7937.667, 3959.398); (7929.070, 3954.700); (7952.476, 3947.377); (7955.752, 3947.344); (7959.695, 3947.908); (7960.125, 3954.395); (7954.602, 3957.588)"
337,"(3096.826, 3228.711); (3112.773, 3224.199); (3119.419, 3238.421); (3111.886, 3238.960); (3105.793, 3235.638)"
338,"(1960.994, 3157.325); (1967.606, 3153.352); (1972.627, 3159.170); (1966.203, 3159.225)"
339,"(7361.435, 4087.130); (7246.226, 4086.529); (7097.959, 4081.548); (7080.003, 4073.141); (6699.145, 3889.152); (6684.011, 3880.950); (6678.114, 3870.198); (6676.651, 3861.508); (6665.243, 3792.796); (6673.409, 3784.755); (6744.579, 3751.380); (6759.483, 3746.875); (6771.283, 3743.485); (6777.020, 3743.082); (6866.770, 3767.466); (6893.759, 3776.149); (7004.576, 3813.660); (7435.908, 3967.551); (7526.616, 4032.480); (7559.349, 4061.609); (7558.262, 4073.879); (7558.072, 4074.425); (7487.855, 4080.698); (7486.667, 4080.796); (7460.690, 4082.698); (7450.377, 4083.304); (7395.831, 4085.689)"
340,"(5097.079, 3755.660); (5112.564, 3748.187); (5145.434, 3749.675); (5158.800, 3761.030); (5149.563, 3765.543); (5142.576, 3767.172); (5116.595, 3766.631); (5104.241, 3762.044)"
341,"(6865.878, 3487.826); (6920.891, 3522.414); (6930.289, 3537.665); (6935.812, 3546.779); (6944.523, 3569.582); (6957.131, 3614.451); (6958.126, 3631.427); (6952.131, 3645.378); (6839.817, 3695.281); (6828.301, 3699.145); (6811.229, 3703.464); (6756.060, 3693.911); (6722.005, 3684.538); (6671.379, 3659.877); (6664.879, 3633.840); (6666.827, 3627.663); (6681.066, 3596.033); (6688.333, 3589.178); (6859.412, 3490.702)"
342,"(3032.962, 4081.360); (3044.523, 4072.109); (3072.275, 4072.199); (3084.909, 4073.181); (3100.397, 4075.185); (3080.030, 4086.882); (3065.646, 4087.189); (3047.236, 4085.483)"
343,"(4828.299, 3191.498); (4825.149, 3184.272); (4829.667, 3181.762); (4840.121, 3188.508)"
344,"(6856.887, 3977.686); (6868.485, 3974.302); (6874.083, 3974.480); (6888.209, 3979.179); (6893.367, 3981.667); (6900.811, 3988.130); (6890.802, 3990.985); (6881.491, 3990.347); (6867.308, 3989.191); (6862.312, 3987.463)"
345,"(1161.450, 3347.665); (1169.959, 3343.120); (1178.045, 3347.280); (1169.997, 3350.502)"
346,"(4953.036, 4081.353); (4957.910, 4074.129); (4964.763, 4073.110); (4982.012, 4073.641); (4993.156, 4078.504); (4998.361, 4081.805); (4985.289, 4086.161); (4975.337, 4086.738); (4968.744, 4086.564)"
347,"(1911.225, 3260.326); (1919.250, 3266.383); (1907.054, 3271.368); (1897.456, 3266.847); (1903.983, 3263.006)"
348,"(969.019, 4079.962); (981.151, 4073.857); (1006.986, 4072.849); (1017.562, 4076.102); (1012.176, 4080.689); (1000.271, 4085.544); (984.699, 4086.860); (977.337, 4085.916)"
349,"(1775.954, 3718.071); (1760.329, 3719.278); (1755.176, 3718.156); (1736.520, 3712.686); (1750.207, 3704.896); (1760.638, 3703.606); (1770.087, 3711.113)"
350,"(3337.226, 3373.047); (3342.978, 3364.561); (3350.542, 3364.684); (3369.358, 3366.773); (3376.258, 3367.551); (3383.755, 3376.347); (3368.791, 3382.729); (3355.811, 3383.042); (3345.413, 3379.101); (3341.491, 3376.963)"
351,"(1971.020, 3751.346); (1960.896, 3744.979); (1972.792, 3746.644); (1980.933, 3751.209)"
352,"(7703.011, 3847.031); (7727.492, 3846.080); (7743.302, 3847.033); (7755.713, 3852.160); (7761.917, 3856.561); (7737.907, 3863.138); (7730.691, 3863.294); (7712.682, 3862.606); (7689.150, 3853.821); (7696.080, 3848.761)"
353,"(5350.934, 3701.148); (5337.139, 3695.186); (5343.285, 3689.000); (5357.019, 3689.568); (5367.744, 3690.499); (5370.712, 3697.288); (5366.109, 3702.811); (5359.195, 3703.186)"
354,"(7081.261, 3374.902); (7095.311, 3367.550); (7103.757, 3364.597); (7111.300, 3364.036); (7119.396, 3366.413); (7123.872, 3374.362); (7113.035, 3378.860); (7091.640, 3382.599); (7087.629, 3380.471)"
355,"(4630.885, 3727.536); (4626.639, 3733.462); (4615.717, 3734.614); (4610.708, 3731.383); (4600.687, 3724.240); (4609.556, 3723.000); (4620.316, 3724.379)"
356,"(5374.030, 3174.695); (5368.512, 3169.045); (5373.730, 3164.770); (5382.282, 3167.547)"
357,"(2449.364, 3239.164); (2441.387, 3239.008); (2448.885, 3231.768); (2453.757, 3230.281)"
358,"(7528.999, 3278.964); (7536.216, 3265.671); (7557.408, 3279.900); (7538.739, 3287.332)"
359,"(1100.146, 3175.156); (1096.856, 3169.541); (1101.056, 3166.677); (1105.533, 3167.531); (1111.205, 3170.886); (1105.942, 3173.727)"
360,"(4696.789, 3174.174); (4697.662, 3162.969); (4704.216, 3163.808); (4709.614, 3166.000); (4707.289, 3172.627); (4698.989, 3174.830)"
361,"(4912.980, 3202.298); (4923.399, 3209.216); (4920.032, 3215.419); (4914.086, 3222.696); (4904.903, 3221.473); (4909.377, 3205.675)"
362,"(6894.537, 3686.675); (6888.872, 3680.642); (6905.763, 3678.176); (6911.012, 3680.004); (6902.619, 3686.451)"
363,"(4857.376, 3317.954); (4861.975, 3306.506); (4867.723, 3306.366); (4872.819, 3306.945); (4877.512, 3310.428); (4862.805, 3318.578)"
364,"(2285.926, 3494.960); (2280.758, 3491.599); (2288.090, 3489.749); (2296.765, 3491.532)"
365,"(3762.957, 3322.989); (3773.541, 3334.013); (3765.257, 3334.812); (3757.743, 3333.575); (3752.516, 3331.650); (3753.821, 3327.637)"
366,"(7051.489, 3543.375); (7049.237, 3532.146); (7053.770, 3529.797); (7070.832, 3526.566); (7061.666, 3540.841)"
367,"(5561.881, 3191.143); (5561.047, 3182.208); (5569.112, 3175.856); (5574.665, 3180.900); (5575.457, 3186.149); (5568.311, 3190.886)"
368,"(8153.365, 3294.384); (8171.248, 3287.765); (8178.633, 3287.911); (8179.349, 3294.723); (8173.310, 3302.568); (8165.137, 3302.810); (8158.484, 3302.714); (8155.027, 3299.513)"
369,"(3098.842, 3267.646); (3097.351, 3261.075); (3101.651, 3258.578); (3109.416, 3257.995); (3117.881, 3258.036); (3120.558, 3260.535); (3122.060, 3266.819); (3111.777, 3271.092); (3102.063, 3271.377)"
370,"(5016.529, 3907.386); (5029.556, 3905.086); (5038.596, 3910.447); (5030.934, 3911.494)"
371,"(5370.519, 3239.182); (5369.360, 3230.274); (5378.210, 3226.759); (5383.263, 3225.231); (5388.756, 3225.687); (5389.803, 3232.729); (5384.938, 3237.585)"
372,"(845.916, 3158.557); (840.852, 3155.652); (845.750, 3153.889); (851.650, 3153.890)"
373,"(7705.310, 3181.213); (7719.996, 3186.516); (7714.026, 3190.958); (7707.932, 3187.090)"
374,"(7821.342, 3216.251); (7809.508, 3223.244); (7803.894, 3219.683); (7800.614, 3212.480); (7806.152, 3209.600); (7814.988, 3210.777)"
375,"(7624.689, 3383.223); (7631.215, 3378.495); (7640.442, 3379.137); (7631.800, 3383.167)"
376,"(3215.366, 3271.154); (3209.328, 3268.855); (3218.449, 3261.926); (3223.726, 3262.966); (3219.818, 3267.804)"
377,"(3685.809, 3478.534); (3673.361, 3473.055); (3678.741, 3468.130); (3692.526, 3473.098)"
378,"(1022.009, 3206.640); (1016.698, 3203.566); (1022.346, 3197.411); (1029.570, 3195.863); (1035.955, 3196.473); (1032.101, 3204.366)"
379,"(4092.246, 3742.150); (4100.063, 3740.962); (4102.564, 3750.792); (4103.699, 3764.106); (4095.026, 3766.771); (4089.261, 3757.858); (4089.541, 3750.211)"
380,"(6066.156, 3479.261); (6025.142, 3457.022); (6025.890, 3446.949); (6037.381, 3446.197); (6081.531, 3456.567); (6090.654, 3460.192); (6089.816, 3470.815); (6087.986, 3476.045); (6077.142, 3479.386)"
381,"(1778.850, 3142.680); (1769.366, 3139.023); (1777.706, 3137.357)"
382,"(1672.814, 3253.243); (1677.245, 3239.276); (1689.805, 3238.224); (1693.905, 3239.679); (1698.648, 3250.279); (1693.524, 3255.260); (1679.092, 3254.327)"
383,"(7713.221, 3121.732); (7704.699, 3126.574); (7705.533, 3120.386); (7709.708, 3118.614)"
384,"(4669.465, 3206.631); (4665.296, 3194.100); (4678.941, 3196.464); (4682.954, 3201.399)"
385,"(2169.217, 3156.597); (2170.495, 3148.142); (2174.920, 3150.593); (2180.726, 3154.081); (2174.840, 3158.950)"
386,"(5386.304, 3862.578); (5384.520, 3851.405); (5391.392, 3844.300); (5396.170, 3855.165)"
387,"(2264.916, 3382.869); (2251.679, 3375.827); (2249.686, 3373.957); (2248.540, 3367.580); (2252.712, 3362.527); (2256.481, 3358.083); (2273.056, 3349.891); (2287.440, 3352.798); (2298.281, 3361.088); (2296.559, 3369.447); (2289.167, 3377.491); (2271.774, 3382.190)"
388,"(2233.458, 3172.463); (2241.494, 3162.647); (2247.261, 3168.058); (2239.955, 3175.199)"
389,"(232.739, 3191.188); (233.286, 3179.482); (234.213, 3171.407); (252.067, 3174.816); (252.929, 3179.548); (252.277, 3184.570); (250.113, 3187.500); (236.880, 3190.742)"
390,"(4026.406, 3963.111); (4012.457, 4023.323); (4011.201, 4007.920); (4010.369, 3997.023); (4009.338, 3965.395); (4012.400, 3962.552)"
391,"(2283.453, 3206.647); (2280.650, 3194.734); (2284.633, 3190.438); (2289.314, 3189.280); (2293.451, 3197.448)"
392,"(3096.702, 3167.950); (3105.540, 3164.202); (3111.397, 3171.132); (3106.223, 3174.741)"
393,"(5304.647, 3445.654); (5324.830, 3434.105); (5321.365, 3438.147); (5309.615, 3446.968)"
394,"(5525.693, 3350.648); (5522.924, 3382.943); (5499.049, 3378.467); (5491.962, 3377.026); (5484.017, 3371.469); (5481.248, 3367.119); (5482.731, 3361.458); (5500.315, 3342.104); (5504.643, 3342.332)"
395,"(7151.461, 3401.738); (7142.238, 3447.278); (7140.221, 3446.501); (7129.735, 3435.120); (7114.518, 3416.340); (7113.413, 3412.823); (7114.169, 3406.644); (7119.305, 3399.972); (7136.229, 3392.883); (7142.039, 3393.519); (7146.298, 3397.063)"
396,"(4417.703, 3446.964); (4392.675, 3417.723); (4427.979, 3402.732); (4433.893, 3401.694); (4443.723, 3401.757); (4447.132, 3403.553); (4452.518, 3429.188); (4451.795, 3434.915); (4445.187, 3437.979); (4420.977, 3446.726)"
397,"(2124.732, 3314.194); (2120.381, 3319.224); (2091.970, 3317.196); (2091.518, 3314.457); (2088.790, 3294.520); (2093.902, 3293.462)"
398,"(5000.643, 3300.775); (5003.158, 3294.227); (5017.253, 3296.775); (5019.625, 3300.310); (5003.660, 3302.936)"
399,"(6128.240, 4069.760); (6120.982, 4028.945); (6128.259, 4026.203); (6131.732, 4028.397); (6133.801, 4039.712); (6133.945, 4051.632); (6133.395, 4082.916); (6132.178, 4087.226)"
400,"(5622.829, 3990.948); (5609.413, 3933.426); (5615.439, 3930.675); (5621.588, 3933.239); (5625.902, 3935.347); (5626.901, 3954.164); (5626.079, 3976.499)"
401,"(6919.939, 3763.560); (6918.071, 3766.857); (6905.130, 3754.663); (6904.630, 3747.429); (6907.907, 3750.280)"
402,"(9.100, 3168.857); (23.937, 3170.569); (23.322, 3173.515); (16.419, 3174.682)"
403,"(5442.087, 3142.992); (5433.136, 3142.981); (5438.169, 3137.950)"
404,"(4568.825, 3181.428); (4584.200, 3185.420); (4576.813, 3191.063); (4571.252, 3189.363)"
405,"(5086.722, 3174.761); (5080.985, 3168.387); (5087.967, 3163.874); (5094.470, 3170.292)"
406,"(4205.866, 3469.060); (4195.533, 3476.954); (4186.570, 3478.512); (4168.626, 3477.786); (4174.367, 3468.141); (4184.920, 3465.083); (4193.325, 3462.675); (4203.175, 3466.059)"
407,"(6012.952, 3221.522); (6012.263, 3885.189); (6009.819, 4057.035); (5997.362, 4073.020); (5979.360, 4085.246); (5846.734, 4086.631); (5645.699, 4086.961); (5641.055, 4084.547); (5641.331, 4064.031); (5641.681, 4038.044); (5643.393, 3910.829); (5653.826, 3135.544); (5654.148, 3111.635); (5654.290, 3101.120); (5691.502, 3089.478); (5728.390, 3087.550); (5970.240, 3088.892); (6003.278, 3101.951); (6008.042, 3155.266)"
408,"(3987.076, 3365.516); (3990.587, 3380.126); (3981.111, 3382.765); (3964.968, 3381.598); (3944.594, 3372.325); (3950.823, 3361.911); (3955.343, 3361.332); (3973.618, 3363.424)"
409,"(320.046, 3143.313); (313.263, 3137.819); (320.389, 3133.643); (324.444, 3136.517); (322.861, 3139.014)"
410,"(585.097, 3276.645); (594.077, 3257.319); (606.330, 3270.453); (603.267, 3282.913); (592.880, 3287.005)"
411,"(8105.227, 3386.043); (8109.276, 3369.770); (8114.478, 3365.645); (8123.919, 3370.184); (8130.241, 3376.363); (8140.115, 3387.623); (8142.516, 3398.490); (8126.306, 3412.059); (8122.569, 3415.023); (8116.348, 3413.895); (8111.638, 3406.353); (8107.723, 3396.445); (8105.552, 3390.813)"
412,"(4171.316, 3220.841); (4168.903, 3212.126); (4174.959, 3207.419); (4190.209, 3210.884); (4186.693, 3218.724); (4180.064, 3222.616); (4175.022, 3222.492)"
413,"(5386.930, 3204.928); (5368.832, 3207.459); (5369.942, 3200.562); (5382.662, 3196.271)"
