NO,Polygon Points
453,"(1070.235, 3549.570); (1220.187, 3557.397); (1221.679, 3559.359); (1232.011, 3636.188); (1224.697, 3637.147); (1215.671, 3638.132); (1083.886, 3638.903); (1044.294, 3634.988); (1043.118, 3633.353); (1033.009, 3594.288); (1034.629, 3567.244); (1038.379, 3561.461)"
454,"(249.849, 5746.368); (253.583, 5749.557); (257.342, 5767.602); (259.919, 5782.554); (221.592, 5777.696); (201.146, 5774.852); (201.969, 5771.865); (243.476, 5748.606)"
455,"(5453.656, 5827.197); (5492.836, 5861.666); (5485.921, 5875.257); (5483.823, 5878.910); (5402.241, 5854.793); (5389.190, 5845.770); (5384.674, 5826.563); (5399.470, 5821.926); (5418.065, 5821.989)"
456,"(3540.914, 1454.558); (3528.939, 1438.544); (3535.781, 1437.257); (3547.821, 1439.099); (3611.817, 1494.014); (3615.735, 1500.361); (3613.974, 1513.658); (3612.689, 1518.923); (3604.695, 1527.205); (3598.834, 1521.825); (3593.650, 1516.022)"
457,"(6411.373, 4790.902); (6409.045, 4754.205); (6410.316, 4742.593); (6413.982, 4724.805); (6418.312, 4721.218); (6522.406, 4706.180); (6583.778, 4714.093); (6587.566, 4715.772); (6525.637, 4773.231); (6506.679, 4781.016); (6496.153, 4783.073); (6434.204, 4790.758); (6423.047, 4791.063)"
458,"(8018.997, 6262.681); (8000.289, 6257.519); (7939.366, 6234.788); (7813.763, 6186.133); (7799.886, 6176.752); (7688.826, 6101.292); (7691.785, 6085.233); (7694.536, 6075.948); (7696.727, 6071.170); (7707.915, 6047.181); (7727.568, 6053.770); (7765.849, 6069.315); (7806.868, 6087.534); (7983.268, 6168.917); (8000.075, 6176.685); (8047.323, 6204.668); (8051.670, 6208.938); (8056.187, 6222.925); (8051.544, 6233.656); (8047.192, 6242.046); (8038.203, 6248.786)"
459,"(6157.443, 3030.771); (6152.840, 3025.815); (6161.141, 3004.338); (6163.716, 3000.757); (6177.171, 2997.294); (6181.980, 2996.323); (6195.752, 2993.655); (6211.146, 2992.597); (6243.314, 2998.649); (6251.981, 3003.059); (6278.768, 3027.889); (6291.832, 3043.751); (6295.877, 3057.296); (6296.481, 3063.260); (6287.406, 3062.964); (6274.513, 3060.707)"
460,"(7624.765, 556.506); (7629.150, 500.049); (7635.020, 497.812); (7648.587, 495.179); (7755.944, 493.027); (7757.416, 513.061); (7759.947, 567.268); (7711.356, 567.153); (7683.631, 566.516); (7631.512, 564.894); (7626.710, 560.244)"
461,"(2230.060, 3205.008); (2226.263, 3237.220); (2091.474, 3254.499); (2074.742, 3255.485); (2070.338, 3254.883); (2057.431, 3252.533); (2057.475, 3245.657); (2058.684, 3227.058); (2063.223, 3214.458); (2088.280, 3200.455); (2135.260, 3182.391); (2154.563, 3180.907); (2173.454, 3185.227); (2229.816, 3202.567)"
462,"(6344.894, 2862.677); (6364.580, 2783.792); (6376.996, 2776.709); (6396.639, 2776.004); (6441.392, 2784.674); (6469.113, 2797.110); (6500.772, 2843.591); (6499.671, 2857.324); (6498.716, 2865.581); (6495.136, 2868.685); (6491.169, 2871.047); (6355.325, 2867.190); (6346.491, 2865.119)"
463,"(5705.482, 3104.793); (5735.850, 3098.457); (5847.438, 3100.922); (5936.959, 3105.318); (5965.260, 3107.607); (5966.863, 3110.896); (5976.106, 3190.170); (5968.941, 3191.063); (5918.536, 3190.807); (5824.852, 3189.309); (5791.324, 3188.628); (5730.248, 3186.813); (5712.494, 3184.970); (5711.018, 3181.801); (5709.593, 3175.402); (5705.518, 3109.221)"
464,"(6408.970, 5131.866); (6428.553, 5124.485); (6490.204, 5119.293); (6495.560, 5119.503); (6512.455, 5120.959); (6515.210, 5124.756); (6518.722, 5130.573); (6518.989, 5167.973); (6505.193, 5171.150); (6481.592, 5174.127); (6469.472, 5175.087); (6463.149, 5175.235); (6414.412, 5147.953); (6410.914, 5138.485)"
465,"(5462.590, 4305.038); (5472.002, 4320.558); (5466.717, 4328.773); (5461.899, 4333.916); (5450.821, 4342.366); (5431.371, 4342.921); (5411.199, 4342.897); (5391.844, 4341.906); (5386.477, 4312.692); (5385.278, 4303.923); (5400.112, 4298.596); (5424.310, 4298.225)"
466,"(5032.743, 7263.378); (5032.533, 7258.087); (5038.162, 7256.705); (5053.343, 7255.658); (5061.330, 7257.873); (5074.515, 7262.422); (5095.195, 7274.536); (5106.274, 7281.174); (5106.306, 7286.959); (5100.057, 7286.944); (5089.723, 7283.523); (5047.724, 7268.970)"
467,"(254.498, 5209.935); (308.582, 5200.186); (314.814, 5213.578); (314.992, 5235.400); (298.694, 5236.692); (248.566, 5238.925); (237.990, 5237.682); (233.345, 5236.508); (232.993, 5231.368); (236.497, 5223.748); (239.319, 5219.098); (242.373, 5216.732)"
468,"(438.359, 1207.264); (329.462, 1205.938); (341.438, 1118.652); (347.651, 1116.416); (367.951, 1116.879); (407.650, 1118.770); (425.985, 1124.896); (427.915, 1132.356); (441.035, 1206.053)"
469,"(285.885, 8183.063); (268.642, 8183.053); (267.521, 8180.636); (264.788, 8148.416); (269.809, 8145.383); (309.254, 8139.904); (346.038, 8138.375); (522.443, 8135.503); (598.020, 8134.707); (635.337, 8139.268); (645.210, 8141.876); (642.996, 8168.587); (625.087, 8173.590); (622.154, 8173.757); (609.493, 8174.365)"
470,"(6545.690, 5237.657); (6536.687, 5236.179); (6537.020, 5154.013); (6542.455, 5150.976); (6552.652, 5146.833); (6564.765, 5143.612); (6841.404, 5137.371); (6866.729, 5139.981); (6868.642, 5142.973); (6868.249, 5148.166); (6863.827, 5172.407); (6844.348, 5226.188); (6780.935, 5237.439); (6673.181, 5239.110)"
471,"(5474.021, 5895.394); (5474.116, 5901.402); (5473.105, 5908.536); (5466.404, 5911.389); (5450.640, 5909.028); (5425.260, 5902.482); (5421.318, 5900.648); (5416.979, 5888.589); (5423.457, 5885.401)"
472,"(1032.978, 141.093); (1044.338, 126.287); (1065.945, 116.655); (1091.452, 105.853); (1098.030, 108.111); (1117.602, 145.354); (1118.719, 151.052); (1114.770, 154.323); (1096.538, 165.771); (1066.362, 183.327); (1053.800, 178.753); (1035.755, 156.538)"
473,"(90.989, 6062.644); (107.010, 6061.202); (111.028, 6061.416); (116.614, 6070.480); (118.397, 6075.684); (127.066, 6112.037); (126.778, 6118.662); (119.811, 6131.516); (108.282, 6133.195); (76.142, 6134.873); (73.348, 6126.978); (79.325, 6101.917)"
474,"(6089.311, 3738.299); (6100.879, 3687.004); (6116.339, 3683.583); (6126.819, 3681.342); (6137.633, 3685.265); (6139.404, 3689.629); (6153.307, 3763.682); (6145.725, 3765.368); (6126.023, 3766.940)"
475,"(3291.970, 4886.512); (3272.646, 4877.252); (3289.873, 4831.312); (3293.989, 4828.574); (3301.102, 4828.242); (3308.227, 4842.215); (3310.028, 4866.506); (3301.927, 4876.573); (3297.554, 4881.589)"
476,"(3272.925, 3326.449); (3278.728, 3325.914); (3335.795, 3383.280); (3319.538, 3370.501); (3273.661, 3334.304)"
477,"(1164.142, 2030.931); (1161.253, 2027.721); (1162.513, 2006.005); (1168.504, 1999.226); (1195.969, 1985.103); (1204.047, 1981.753); (1208.230, 1985.073); (1243.999, 2038.642)"
478,"(4562.703, 1527.223); (4104.795, 1263.456); (4105.644, 1255.984); (4123.987, 1206.366); (4125.252, 1203.075); (4127.379, 1203.081); (4189.327, 1203.273); (4464.550, 1204.126); (4648.348, 1204.696); (4680.131, 1204.794); (4689.735, 1204.824); (4693.646, 1204.836); (4694.659, 1207.602); (4646.576, 1347.717); (4574.529, 1505.051)"
479,"(5129.195, 1007.247); (5129.438, 946.350); (5142.512, 944.515); (5253.450, 957.685); (5255.215, 966.311); (5258.083, 987.438); (5255.960, 1007.359); (5253.147, 1015.014); (5209.978, 1014.328); (5131.954, 1010.830); (5129.277, 1010.458)"
480,"(5006.323, 5495.478); (5000.821, 5492.844); (5002.158, 5487.265); (5016.124, 5453.905); (5063.197, 5354.363); (5095.910, 5290.461); (5100.432, 5281.808); (5109.756, 5269.682); (5117.816, 5261.280); (5123.771, 5260.677); (5132.023, 5261.953); (5138.299, 5264.239); (5154.815, 5271.564); (5209.803, 5296.665); (5238.754, 5313.426); (5245.128, 5317.547); (5248.591, 5321.162); (5251.685, 5326.105); (5246.372, 5333.535); (5242.426, 5336.902); (5022.070, 5494.205); (5016.515, 5495.028)"
481,"(589.755, 5153.391); (585.390, 5141.299); (587.089, 5135.109); (588.689, 5131.090); (592.490, 5128.501); (604.826, 5126.659); (634.757, 5125.656); (700.974, 5128.992); (705.318, 5132.057); (703.724, 5158.957); (703.182, 5167.563); (700.447, 5172.377); (669.145, 5173.374); (614.573, 5174.789); (609.505, 5172.916)"
482,"(9.318, 638.530); (12.007, 635.584); (46.374, 617.501); (52.438, 614.534); (68.399, 648.917); (71.229, 668.237); (71.588, 676.109); (68.753, 680.164); (42.276, 694.968); (22.434, 685.025); (18.323, 682.169); (15.879, 674.105); (12.900, 658.666)"
483,"(4318.334, 926.059); (4319.996, 942.308); (4318.794, 963.573); (4316.419, 971.520); (4313.643, 979.029); (4311.987, 983.078); (4270.364, 975.916); (4264.941, 973.354); (4264.611, 966.862); (4264.654, 947.472); (4270.139, 929.561); (4272.581, 924.193); (4280.545, 920.286); (4287.286, 918.229); (4292.021, 919.040)"
484,"(6278.618, 8009.780); (6341.213, 8012.244); (6344.106, 8014.019); (6344.332, 8020.021); (6342.239, 8027.843); (6340.322, 8033.882); (6338.844, 8037.023); (6336.350, 8041.626); (6333.577, 8043.759); (6320.891, 8045.409); (6244.512, 8051.035); (6194.066, 8054.602); (6188.462, 8052.996); (6184.509, 8051.310); (6191.250, 8027.538); (6195.368, 8024.057); (6241.254, 8012.666)"
485,"(3211.289, 304.594); (3208.533, 260.513); (3220.936, 260.972); (3248.503, 277.642); (3270.993, 294.919); (3268.568, 299.113); (3264.573, 303.409); (3258.336, 308.273); (3238.419, 311.163); (3217.784, 308.279)"
486,"(2091.870, 3695.340); (2057.066, 3591.036); (2235.881, 3156.900); (2250.104, 3127.482); (2264.881, 3127.102); (2320.447, 3144.696); (2336.184, 3151.108); (2487.663, 3217.899); (2898.980, 3401.011); (3044.178, 3469.378); (3048.923, 3474.253); (3055.768, 3505.628); (3056.461, 3520.733); (3055.376, 3741.752); (3054.596, 3794.521); (3036.048, 3894.018); (3025.223, 3923.695); (2966.023, 4048.857); (2954.725, 4063.428); (2908.651, 4086.892); (2877.089, 4079.613); (2132.003, 3717.237); (2130.401, 3716.421)"
487,"(1034.152, 8150.748); (1033.374, 8098.625); (1036.254, 8085.950); (1053.779, 8032.306); (1060.003, 8024.874); (1084.360, 8012.828); (1135.188, 8024.537); (1133.747, 8031.621); (1125.338, 8053.293); (1104.716, 8096.191); (1064.711, 8164.717); (1055.096, 8178.474); (1047.473, 8183.128)"
488,"(2326.021, 5770.732); (2332.835, 5813.167); (2332.281, 5815.181); (2077.235, 5810.116); (2062.471, 5808.635); (2058.414, 5793.796); (2056.784, 5778.632); (2059.956, 5729.184); (2060.632, 5723.805); (2061.986, 5720.616); (2103.518, 5719.789); (2114.365, 5719.716); (2216.704, 5720.317); (2234.935, 5722.644); (2258.023, 5726.288); (2265.492, 5727.517); (2268.920, 5728.628)"
489,"(1140.924, 118.645); (1114.395, 92.129); (1099.097, 73.004); (1096.680, 67.451); (1102.380, 61.591); (1107.359, 59.061); (1112.131, 57.908); (1138.641, 59.090); (1144.744, 61.300); (1148.091, 62.755); (1146.697, 95.671); (1146.339, 102.837); (1144.519, 109.706)"
490,"(1150.001, 7782.468); (1121.144, 7785.126); (1130.144, 7777.988); (1146.743, 7773.412)"
491,"(2057.195, 5551.455); (2057.706, 5513.458); (2087.567, 5507.677); (2118.572, 5506.394); (2135.912, 5506.151); (2147.522, 5509.377); (2179.955, 5528.724); (2176.153, 5538.478); (2170.159, 5551.556); (2161.176, 5556.094); (2155.420, 5558.537); (2059.633, 5553.739)"
492,"(7345.969, 8055.054); (7167.790, 8055.221); (6767.882, 8053.973); (6699.353, 8053.654); (6684.223, 8052.376); (6675.349, 8048.877); (6669.379, 8046.052); (6664.968, 8030.139); (6666.941, 8025.405); (6677.504, 8011.843); (6762.543, 8010.968); (7162.743, 8009.271); (7372.172, 8008.664); (7399.049, 8012.455); (7411.046, 8014.520); (7422.039, 8020.301); (7421.627, 8026.164); (7414.425, 8048.638); (7410.277, 8049.966); (7401.754, 8051.316); (7359.028, 8054.525)"
493,"(4666.788, 5024.976); (4687.268, 5052.905); (4681.356, 5097.128); (4677.637, 5106.207); (4299.409, 5111.356); (4296.729, 5109.782); (4301.398, 5061.187); (4303.223, 5044.018); (4304.293, 5040.775); (4307.397, 5037.438); (4325.693, 5029.716); (4386.082, 5025.020); (4486.571, 5022.775); (4580.905, 5021.623); (4601.950, 5021.522); (4643.513, 5021.766)"
494,"(7514.364, 7985.529); (7495.803, 7991.296); (7453.683, 7990.360); (7385.770, 7987.626); (7177.914, 7968.858); (7177.340, 7962.099); (7177.278, 7944.636); (7214.028, 7933.797); (7215.578, 7933.417); (7456.403, 7958.314); (7489.620, 7962.187); (7503.981, 7964.030); (7523.251, 7969.462); (7526.899, 7974.017); (7521.284, 7979.741)"
495,"(5050.111, 656.320); (5032.525, 634.085); (5036.708, 628.789); (5068.265, 626.678); (5085.550, 632.597); (5089.106, 637.243); (5090.066, 645.680); (5087.513, 651.464); (5081.228, 660.588); (5077.713, 663.287)"
496,"(5704.541, 5318.276); (5717.802, 5296.566); (5727.532, 5291.263); (5797.834, 5336.348); (5803.228, 5339.889); (5803.727, 5345.479); (5801.935, 5351.898); (5797.411, 5360.504); (5791.339, 5364.351); (5784.943, 5367.412); (5713.229, 5327.464); (5705.428, 5319.570)"
497,"(4327.109, 1162.451); (4321.634, 1171.335); (4266.199, 1174.806); (4265.422, 1172.267); (4268.836, 1164.962); (4274.782, 1153.756); (4282.114, 1147.400); (4292.090, 1139.813); (4307.573, 1131.564); (4311.899, 1131.712); (4317.524, 1132.464); (4322.634, 1136.196); (4326.366, 1140.250); (4327.008, 1147.610)"
498,"(6121.022, 8181.196); (6135.378, 8140.578); (6174.382, 8136.259); (6182.728, 8137.699); (6184.380, 8140.478); (6190.993, 8162.829); (6181.704, 8174.717); (6142.510, 8181.179); (6130.631, 8183.003)"
499,"(4787.271, 7310.965); (4705.244, 7342.407); (4689.905, 7347.894); (4680.704, 7350.932); (4689.504, 7343.223); (4696.242, 7338.191); (4767.291, 7298.188); (4775.531, 7293.744); (4781.650, 7292.522); (4787.152, 7302.411)"
500,"(1328.018, 5942.513); (1336.910, 5944.447); (1335.977, 5951.183); (1333.060, 5964.100); (1326.152, 5979.324); (1322.052, 5986.817); (1317.257, 5994.905); (1311.369, 5998.361); (1292.715, 6006.704); (1289.308, 5994.821); (1288.739, 5989.038); (1288.691, 5983.756); (1290.065, 5979.833)"
501,"(1791.898, 7926.801); (1700.401, 7921.541); (1683.782, 7919.596); (1673.245, 7915.542); (1674.333, 7894.061); (1676.653, 7888.909); (1683.970, 7888.006); (1708.376, 7888.799); (1806.355, 7895.763); (1802.127, 7919.658); (1800.868, 7925.636)"
502,"(297.402, 243.182); (300.525, 208.738); (354.622, 198.286); (355.252, 216.440); (355.353, 226.237); (352.094, 236.841); (302.316, 246.671)"
503,"(910.875, 7966.673); (912.993, 7991.250); (827.084, 7977.978); (820.954, 7975.442); (816.456, 7970.042); (810.137, 7961.357); (809.218, 7956.731); (811.462, 7955.725); (834.681, 7954.461); (845.463, 7955.376); (903.205, 7964.116); (906.852, 7964.918)"
504,"(3155.878, 6966.542); (3080.587, 6928.506); (3088.978, 6887.802); (3207.751, 6599.822); (3208.878, 6597.121); (3254.833, 6507.307); (3264.491, 6498.265); (3272.931, 6490.854); (3516.242, 6326.969); (3520.985, 6326.983); (3567.377, 6327.127); (3757.061, 6327.715); (3927.783, 6328.244); (4040.395, 6328.593); (4068.777, 6328.682); (4079.825, 6340.150); (4080.092, 6504.534); (4080.055, 6694.877); (4079.412, 6715.223); (4076.428, 6742.842); (4074.308, 6747.820); (4064.913, 6763.583); (3653.087, 7149.412); (3645.555, 7153.418); (3632.883, 7158.694); (3543.455, 7125.226); (3423.183, 7079.158); (3239.731, 7003.806)"
505,"(1572.923, 1557.649); (1575.712, 1585.367); (1570.424, 1589.707); (1529.298, 1590.907); (1523.040, 1590.986); (1513.961, 1586.838); (1512.963, 1583.731); (1514.602, 1565.537); (1538.871, 1555.159); (1551.904, 1552.503); (1563.298, 1554.666)"
506,"(4497.068, 7935.713); (4531.373, 7935.928); (4540.974, 7939.987); (4561.761, 7954.376); (4541.454, 7959.249); (4503.159, 7952.824); (4494.888, 7950.553); (4488.601, 7947.418); (4492.222, 7940.479)"
507,"(5514.626, 2389.124); (5511.925, 2407.420); (5460.036, 2442.759); (5353.901, 2514.575); (5294.991, 2548.593); (5289.972, 2551.157); (5276.507, 2551.297); (5267.998, 2550.297); (5261.284, 2548.379); (5257.898, 2517.233); (5257.240, 2510.856); (5263.792, 2500.380); (5297.516, 2465.883); (5301.960, 2462.365); (5463.417, 2370.730); (5470.263, 2368.122); (5492.362, 2361.536); (5500.813, 2359.052); (5511.323, 2381.759)"
508,"(2078.293, 5363.082); (2105.512, 5412.765); (2077.035, 5427.909); (2065.744, 5430.686); (2056.508, 5419.887); (2056.773, 5410.668); (2064.384, 5364.469)"
509,"(3912.675, 294.164); (3915.276, 265.790); (3929.199, 254.604); (3939.811, 252.483); (3955.445, 255.709); (3966.298, 258.231); (3968.282, 259.565); (3965.918, 265.985); (3949.145, 294.899); (3938.111, 307.889); (3931.647, 310.739); (3925.639, 310.687); (3918.662, 310.619); (3914.818, 308.111); (3913.089, 304.816)"
510,"(2281.456, 6665.472); (2290.807, 6661.428); (2323.725, 6650.780); (2337.849, 6660.079); (2344.144, 6665.988); (2334.425, 6678.149); (2316.486, 6679.176); (2310.591, 6679.481); (2298.688, 6678.099); (2290.568, 6674.577); (2285.898, 6671.927)"
511,"(5027.795, 3348.158); (4948.103, 3283.729); (4938.523, 3268.721); (4936.817, 3266.005); (4938.311, 3249.883); (4948.429, 3228.425); (4954.689, 3217.828); (4963.503, 3206.060); (4967.701, 3204.851); (4976.233, 3207.141); (5322.069, 3364.963); (5552.772, 3486.397); (5561.534, 3491.921); (5576.653, 3504.447); (5591.552, 3523.610); (5595.805, 3541.121); (5599.778, 3558.960); (5597.172, 3574.310); (5585.070, 3624.647); (5578.979, 3631.999); (5575.940, 3633.989); (5567.594, 3635.359); (5515.246, 3639.418); (5499.359, 3637.726); (5482.823, 3630.205); (5465.409, 3621.793)"
512,"(3092.364, 3740.321); (3081.276, 3674.237); (3088.616, 3260.297); (3092.158, 3225.096); (3095.389, 3200.156); (3103.116, 3197.536); (3830.810, 3092.859); (3900.236, 3088.114); (3965.550, 3088.017); (4072.458, 3089.931); (4079.970, 3091.779); (4080.421, 3117.741); (4080.322, 3700.421); (4080.226, 3985.433); (4077.921, 4030.807); (4075.501, 4065.411); (4072.600, 4079.667); (4063.935, 4085.650); (3990.524, 4086.827); (3835.663, 4087.373); (3782.500, 4087.231)"
513,"(164.873, 6045.366); (400.243, 6010.644); (410.752, 6011.822); (456.439, 6097.802); (454.021, 6104.793); (196.246, 6134.210); (173.423, 6135.214); (163.450, 6129.744); (143.921, 6091.715); (137.297, 6078.130); (152.378, 6049.848)"
514,"(7554.692, 7009.614); (7550.226, 7010.975); (7434.555, 7031.288); (7373.893, 7029.288); (7196.615, 7023.107); (7193.359, 7021.284); (7186.981, 7012.574); (7184.309, 6999.237); (7176.961, 6951.055); (7176.893, 6946.168); (7180.531, 6943.829); (7201.775, 6940.949); (7208.056, 6940.252); (7252.026, 6939.959); (7437.488, 6944.892); (7491.443, 6946.687); (7521.779, 6948.089); (7532.002, 6949.855); (7536.814, 6953.058); (7542.898, 6961.947); (7546.564, 6971.027); (7551.266, 6983.740)"
515,"(5129.277, 5103.877); (5135.326, 5030.207); (5138.258, 5028.376); (5151.627, 5025.102); (5254.855, 5021.337); (5274.546, 5020.894); (5300.165, 5023.237); (5321.544, 5027.636); (5325.407, 5035.159); (5336.258, 5067.992); (5337.515, 5081.071); (5340.174, 5110.452); (5337.277, 5111.111); (5146.903, 5107.503); (5136.827, 5106.647)"
516,"(3081.474, 2843.732); (3084.849, 2449.296); (3414.931, 2071.005); (3435.775, 2064.568); (3494.839, 2064.130); (3636.541, 2063.863); (4063.383, 2064.637); (4074.164, 2071.010); (4078.880, 2095.567); (4080.477, 2201.784); (4080.358, 2909.579); (4080.030, 2998.695); (4073.784, 3025.077); (4061.761, 3031.173); (3293.385, 3062.772); (3097.458, 3031.811); (3087.280, 3018.507)"
517,"(4220.271, 3889.174); (4105.082, 3097.372); (4107.406, 3089.495); (4114.610, 3088.516); (4223.983, 3087.626); (4319.856, 3087.963); (4447.681, 3089.171); (4460.261, 3090.288); (4835.963, 3196.419); (4895.550, 3215.470); (4901.869, 3221.155); (5047.618, 3417.811); (5053.750, 3429.874); (5055.921, 3438.634); (5060.698, 3458.713); (5079.183, 3638.026); (5068.287, 3941.477); (5064.260, 4027.758); (5061.105, 4041.616); (5053.453, 4062.053); (5027.280, 4086.933); (4977.483, 4087.137); (4851.644, 4087.386); (4591.127, 4086.904); (4580.817, 4084.354); (4573.829, 4081.164)"
518,"(431.662, 1335.837); (428.844, 1363.550); (415.652, 1367.095); (407.101, 1366.594); (398.373, 1365.297); (381.955, 1362.621); (361.290, 1359.058); (364.045, 1307.084); (365.506, 1302.548); (367.867, 1301.813); (416.048, 1306.188); (425.435, 1308.659); (430.358, 1316.822)"
519,"(1124.110, 988.483); (1033.208, 886.836); (1034.826, 881.599); (1071.512, 796.516); (1074.613, 791.952); (1100.606, 754.272); (1160.567, 728.145); (1173.797, 728.123); (1292.244, 784.417); (1408.936, 839.941); (1488.302, 879.186); (1515.228, 897.033); (1519.809, 900.990); (1550.264, 929.879); (1580.432, 963.501); (1569.057, 991.152); (1565.117, 1000.110); (1531.871, 1073.099); (1519.144, 1099.931); (1511.263, 1113.164); (1491.068, 1142.675); (1437.644, 1141.822); (1434.632, 1141.264); (1406.199, 1128.672); (1157.777, 1011.475); (1146.885, 1004.907); (1130.753, 994.448)"
520,"(1610.359, 2034.369); (1609.455, 1993.508); (1609.884, 1986.933); (1621.964, 1982.312); (1629.026, 1981.680); (1640.920, 1981.987); (1698.029, 1985.850); (1704.728, 1993.605); (1707.467, 2008.829); (1708.190, 2023.960); (1707.851, 2037.055); (1704.064, 2039.243); (1688.064, 2039.423); (1644.722, 2039.000); (1636.467, 2038.093)"
521,"(170.388, 5624.513); (192.425, 5662.988); (191.519, 5665.791); (190.496, 5668.774); (182.712, 5674.632); (93.903, 5686.736); (16.452, 5676.779); (8.552, 5675.406); (10.227, 5672.642); (28.825, 5642.715); (51.813, 5626.354); (85.216, 5618.635); (143.049, 5616.542); (154.166, 5619.029); (158.645, 5620.459)"
522,"(5872.248, 199.073); (5974.724, 424.269); (5973.311, 432.460); (5935.881, 503.416); (5924.393, 499.081); (5816.840, 448.657); (5763.946, 423.178); (5666.240, 375.714); (5649.309, 364.085); (5641.177, 357.829); (5645.214, 341.636); (5737.315, 151.952); (5743.692, 142.613); (5750.108, 137.790); (5767.442, 145.335); (5842.296, 180.705)"
523,"(7208.146, 7766.414); (7614.632, 7784.950); (7620.413, 7795.602); (7624.494, 7823.842); (7632.210, 7925.480); (7624.247, 7926.812); (7178.403, 7908.537); (7176.828, 7905.307); (7182.490, 7794.602); (7184.997, 7769.874)"
524,"(4848.423, 2329.003); (4861.097, 2419.945); (4856.497, 2421.929); (4852.634, 2423.313); (4696.357, 2414.840); (4683.459, 2413.216); (4680.559, 2411.427); (4691.222, 2337.244); (4695.515, 2336.620)"
525,"(5065.498, 2350.792); (5077.547, 2297.735); (5156.951, 2292.842); (5166.847, 2293.253); (5186.051, 2295.089); (5203.479, 2298.229); (5206.083, 2305.193); (5207.537, 2318.498); (5203.739, 2348.733); (5201.464, 2352.422); (5191.807, 2356.247); (5175.027, 2358.078); (5170.636, 2358.518); (5091.757, 2356.464); (5071.858, 2353.357)"
526,"(3080.650, 6255.599); (3109.265, 6184.964); (3146.777, 6174.586); (3364.580, 6171.637); (3386.072, 6171.576); (3427.244, 6173.881); (3468.328, 6177.243); (3478.942, 6179.923); (3483.299, 6189.343); (3490.790, 6240.189); (3487.596, 6242.190); (3474.843, 6244.802); (3209.751, 6262.754); (3083.545, 6261.851)"
527,"(329.065, 6992.051); (350.509, 6951.701); (381.568, 6931.153); (391.224, 6925.022); (404.485, 6922.504); (480.554, 6926.531); (586.680, 6933.795); (643.615, 6942.099); (697.105, 6952.884); (702.167, 6955.384); (722.799, 6967.552); (747.177, 6996.925); (749.812, 7022.712); (749.054, 7029.115); (739.322, 7030.524); (335.225, 6995.590)"
528,"(1147.833, 3915.876); (1033.024, 3958.592); (1034.853, 3944.758); (1077.935, 3849.727); (1122.521, 3763.614); (1130.239, 3750.698); (1165.741, 3765.512); (1193.112, 3777.127); (1206.069, 3784.230); (1207.519, 3787.913); (1205.508, 3797.968); (1150.594, 3910.272)"
529,"(5464.354, 4598.656); (5391.043, 4599.025); (5385.066, 4596.163); (5384.999, 4547.045); (5393.468, 4545.868); (5446.458, 4540.965); (5460.503, 4540.291); (5464.935, 4541.625); (5509.111, 4565.943); (5498.837, 4578.707)"
530,"(1470.574, 233.372); (1471.924, 243.344); (1462.478, 245.772); (1457.401, 246.526); (1404.383, 245.829); (1377.587, 245.194); (1354.835, 244.393); (1353.647, 244.143); (1353.607, 243.424); (1353.490, 240.667); (1354.707, 164.417); (1355.151, 141.038); (1361.741, 139.021); (1364.946, 138.279); (1423.011, 138.931); (1438.095, 144.070); (1452.469, 157.639)"
531,"(841.479, 6766.237); (843.662, 6721.781); (860.912, 6709.590); (867.681, 6705.897); (901.504, 6723.346); (902.339, 6731.599); (888.998, 6797.970); (885.829, 6813.000); (884.350, 6818.660); (878.672, 6839.228); (869.758, 6838.480); (864.800, 6837.670); (860.768, 6834.932); (859.005, 6830.506); (841.789, 6770.550)"
532,"(1702.425, 3969.268); (1702.274, 3970.512); (1662.403, 4077.626); (1658.660, 4086.975); (1649.302, 4083.652); (1522.309, 4036.405); (1423.268, 3999.441); (1417.575, 3997.207); (1416.769, 3992.360); (1424.458, 3969.738); (1425.218, 3968.408); (1439.750, 3968.453); (1468.136, 3968.541); (1675.196, 3969.183)"
533,"(7176.566, 8102.232); (7644.153, 7439.198); (7974.320, 7328.401); (8069.813, 7352.642); (8172.187, 7406.395); (8175.846, 7501.131); (8176.174, 7641.315); (8176.174, 7906.660); (8175.447, 8046.521); (8174.792, 8078.052); (8030.719, 8104.910); (7815.003, 8139.621); (7750.596, 8149.119); (7680.002, 8159.425); (7497.199, 8176.034); (7202.271, 8183.361); (7187.486, 8182.055); (7183.849, 8177.107)"
534,"(4495.280, 3062.937); (4488.790, 3059.280); (4492.948, 3035.173); (4495.513, 3026.744); (4508.801, 3007.098); (4552.953, 3002.503); (4590.581, 3003.031); (4595.207, 3005.814); (4595.470, 3010.793); (4596.157, 3024.406); (4596.619, 3055.098); (4593.303, 3058.771)"
535,"(2398.092, 6708.319); (2471.744, 6761.248); (2469.054, 6767.375); (2465.548, 6770.691); (2458.641, 6771.937); (2435.907, 6774.935); (2428.206, 6775.079); (2401.984, 6775.300); (2366.683, 6774.686); (2326.522, 6773.234); (2317.485, 6759.644); (2313.009, 6727.833); (2314.234, 6715.320); (2318.203, 6708.630); (2321.543, 6704.119); (2333.366, 6701.038); (2354.252, 6698.627); (2367.267, 6697.389)"
