NO,Polygon Points
446,"(1721.158, 1698.433); (1722.232, 1693.849); (1729.081, 1696.961); (1734.281, 1701.308); (1729.635, 1703.315)"
447,"(4072.143, 3623.303); (4057.376, 3612.989); (4067.932, 3608.703); (4073.164, 3610.283); (4080.537, 3612.889); (4078.266, 3618.075)"
448,"(681.058, 683.664); (685.743, 668.465); (691.394, 667.176); (701.826, 668.246); (709.649, 671.144); (712.687, 674.520); (715.433, 680.322); (710.285, 690.569); (692.843, 694.521); (682.434, 687.630)"
449,"(572.726, 494.021); (567.569, 502.915); (560.532, 497.867); (553.126, 484.327); (553.072, 482.216); (567.551, 482.083); (569.626, 486.861)"
450,"(3049.031, 1644.435); (3054.873, 1639.590); (3073.969, 1634.067); (3086.537, 1646.565); (3087.988, 1649.935); (3083.973, 1653.460); (3081.114, 1654.300); (3056.023, 1654.956); (3052.197, 1652.076)"
451,"(2220.943, 717.918); (2215.994, 726.948); (2194.074, 715.798); (2184.654, 702.132); (2190.810, 701.242); (2199.247, 700.458); (2214.068, 702.736); (2216.910, 708.410)"
452,"(3068.810, 1240.414); (3073.916, 1249.048); (3070.536, 1262.527); (3067.597, 1268.292); (3054.341, 1270.835); (3049.208, 1267.714); (3048.551, 1260.455); (3064.977, 1243.544)"
453,"(1320.854, 579.734); (1339.381, 577.410); (1346.508, 580.126); (1349.252, 582.370); (1343.336, 592.426); (1339.426, 594.992); (1329.671, 599.476); (1325.546, 593.027)"
454,"(3868.533, 661.605); (3877.562, 669.659); (3877.558, 678.596); (3871.271, 690.327); (3853.770, 695.325); (3849.971, 693.986); (3848.846, 688.736); (3850.090, 681.974); (3854.028, 673.569)"
455,"(3637.394, 4012.477); (3642.742, 4040.244); (3640.926, 4050.847); (3636.362, 4054.611); (3626.196, 4045.383); (3624.877, 4028.928); (3624.912, 4019.255); (3626.611, 4017.165); (3631.319, 4014.312)"
456,"(3685.743, 3199.720); (3682.558, 3207.027); (3676.924, 3206.373); (3656.779, 3197.616); (3664.520, 3192.167); (3671.983, 3192.529); (3684.086, 3194.708)"
457,"(2200.921, 2052.292); (2207.754, 2042.635); (2223.418, 2054.448); (2219.563, 2055.222)"
458,"(976.931, 918.488); (968.764, 909.221); (975.370, 899.656); (984.495, 893.098); (1010.271, 887.151); (1012.627, 887.847); (1011.883, 892.490); (1011.146, 896.639); (1001.220, 909.025); (991.464, 918.918)"
459,"(3624.747, 2194.253); (3645.296, 2175.929); (3651.116, 2173.490); (3664.301, 2168.248); (3678.058, 2164.783); (3679.980, 2170.108); (3679.972, 2184.816); (3677.386, 2191.154); (3672.582, 2192.770); (3644.610, 2199.132); (3630.269, 2198.284)"
460,"(1758.723, 528.140); (1756.141, 535.241); (1751.171, 534.036); (1746.807, 528.204); (1741.329, 520.458); (1737.276, 513.920); (1743.581, 510.559); (1754.536, 511.619); (1756.309, 517.402)"
461,"(225.139, 2494.523); (224.542, 2500.432); (218.151, 2503.452); (211.374, 2500.811); (203.104, 2495.797); (200.973, 2491.974); (204.537, 2491.772); (224.654, 2491.336)"
462,"(3072.820, 2231.956); (3073.465, 2244.210); (3070.018, 2246.084); (3039.185, 2262.605); (3036.343, 2262.966); (3017.060, 2262.123); (3020.496, 2247.163); (3046.608, 2234.575)"
463,"(2638.113, 1551.902); (2633.268, 1543.185); (2634.712, 1539.771); (2637.972, 1533.537); (2650.725, 1529.405); (2687.671, 1519.633); (2691.334, 1520.731); (2690.312, 1529.282); (2682.270, 1544.489); (2678.795, 1549.839); (2673.421, 1554.234); (2663.323, 1557.921); (2648.845, 1559.005)"
464,"(3694.509, 407.459); (3689.354, 405.774); (3693.122, 401.317); (3694.872, 401.979)"
465,"(1970.023, 909.298); (1962.302, 939.467); (1954.873, 942.200); (1946.202, 944.283); (1915.896, 951.062); (1905.180, 950.308); (1901.290, 949.038); (1881.760, 936.664); (1868.251, 909.876); (1864.672, 902.165); (1865.702, 892.835); (1870.188, 888.938); (1922.777, 876.774); (1932.427, 876.436); (1939.032, 876.540); (1967.420, 888.794); (1968.463, 896.777)"
466,"(1126.846, 1158.245); (1140.877, 1157.300); (1144.851, 1159.153); (1147.664, 1161.172); (1152.011, 1166.328); (1146.671, 1188.293); (1142.639, 1198.392); (1135.494, 1200.509); (1111.367, 1207.301); (1097.450, 1203.605); (1102.711, 1189.031); (1108.477, 1180.660); (1119.053, 1167.019)"
467,"(264.586, 1090.087); (277.610, 1082.566); (281.289, 1087.094); (279.006, 1093.929); (273.153, 1094.909); (267.842, 1093.498)"
468,"(578.520, 1916.356); (598.383, 1915.184); (608.632, 1919.055); (615.759, 1924.478); (616.854, 1933.609); (616.099, 1938.662); (613.442, 1940.419); (591.042, 1943.258); (581.607, 1940.836); (564.969, 1934.285); (552.686, 1929.385); (558.102, 1923.464)"
469,"(1385.893, 1294.601); (1385.361, 1288.731); (1385.627, 1283.395); (1386.866, 1278.813); (1425.213, 1270.131); (1438.190, 1275.635); (1436.156, 1281.684); (1428.104, 1296.933); (1415.380, 1302.712); (1406.087, 1303.248)"
470,"(2904.702, 1385.651); (2901.392, 1399.012); (2890.526, 1393.387); (2888.755, 1385.667); (2900.423, 1385.648)"
471,"(215.395, 1687.443); (204.333, 1683.643); (201.771, 1679.189); (200.957, 1673.510); (203.485, 1665.264); (227.068, 1651.613); (238.610, 1646.741); (244.321, 1647.038); (248.160, 1649.078); (251.018, 1660.803); (249.953, 1665.197); (245.468, 1668.347); (219.343, 1686.125)"
472,"(3756.874, 2548.252); (3752.883, 2546.172); (3753.139, 2535.761); (3762.348, 2519.512); (3773.411, 2509.384); (3780.599, 2504.176); (3785.701, 2510.256); (3785.111, 2522.523); (3776.388, 2543.320); (3772.744, 2548.902); (3767.996, 2551.082)"
473,"(3349.313, 3351.017); (3337.149, 3343.763); (3344.782, 3336.875); (3363.381, 3334.867); (3371.988, 3338.954); (3366.710, 3345.461); (3361.001, 3350.167)"
474,"(3465.038, 1558.775); (3497.566, 1522.057); (3502.768, 1519.732); (3509.011, 1519.444); (3539.967, 1519.038); (3546.698, 1519.036); (3568.747, 1520.870); (3587.906, 1532.378); (3614.095, 1569.487); (3599.690, 1580.946); (3582.154, 1588.859); (3559.072, 1590.939); (3541.087, 1591.269); (3507.365, 1584.962); (3501.878, 1583.773); (3480.795, 1570.071)"
475,"(1385.811, 587.762); (1384.768, 581.622); (1392.338, 576.107); (1401.418, 572.770); (1406.032, 571.391); (1410.169, 572.694); (1409.899, 579.463); (1404.128, 599.344)"
476,"(1165.997, 2359.293); (1160.660, 2353.250); (1160.808, 2345.622); (1173.985, 2306.870); (1184.030, 2305.371); (1194.079, 2305.099); (1192.338, 2309.954); (1179.949, 2339.277); (1176.026, 2347.757)"
477,"(972.764, 1068.025); (972.009, 1103.352); (966.805, 1107.582); (951.254, 1111.217); (946.588, 1111.270); (944.100, 1108.347); (941.316, 1103.879); (938.222, 1094.177); (937.135, 1063.251); (951.169, 1062.113); (958.596, 1061.706); (964.290, 1063.221)"
478,"(4073.284, 2742.825); (4083.146, 2734.063); (4084.597, 2738.288); (4085.033, 2744.035); (4085.137, 2750.397); (4079.268, 2758.996); (4073.674, 2747.828)"
479,"(350.827, 902.802); (356.292, 913.170); (355.288, 917.122); (349.547, 918.793); (345.284, 915.049); (345.799, 912.032); (346.692, 909.209)"
480,"(17.811, 1462.929); (15.356, 1459.257); (9.596, 1418.821); (9.020, 1413.474); (11.007, 1410.939); (18.071, 1408.513); (27.806, 1408.163); (31.895, 1409.367); (43.732, 1416.691); (55.426, 1424.541); (59.079, 1431.213); (58.937, 1442.940); (58.258, 1449.305); (56.482, 1452.959); (42.539, 1459.206); (29.819, 1461.572)"
481,"(3113.923, 567.082); (3113.427, 558.426); (3119.309, 547.715); (3128.196, 542.410); (3133.540, 551.749); (3134.902, 554.219)"
482,"(2504.745, 625.905); (2514.850, 606.527); (2526.878, 602.297); (2528.983, 609.727); (2523.816, 623.834); (2519.380, 631.288); (2512.369, 628.946)"
483,"(3081.132, 2503.077); (3080.799, 2485.089); (3083.454, 2478.600); (3089.103, 2487.697); (3090.708, 2491.138); (3088.662, 2495.015)"
484,"(2346.698, 3347.045); (2345.321, 3336.447); (2354.567, 3306.482); (2358.209, 3302.466); (2361.250, 3300.555); (2363.088, 3299.732); (2369.041, 3304.894); (2371.337, 3309.989); (2369.137, 3334.515); (2367.725, 3343.600); (2365.085, 3350.563)"
485,"(16.848, 1295.216); (16.201, 1302.819); (10.851, 1298.754); (9.177, 1291.404); (12.564, 1286.310)"
486,"(2285.032, 1750.770); (2281.370, 1747.538); (2283.111, 1744.328); (2285.642, 1740.831); (2290.756, 1737.269); (2299.622, 1735.152); (2302.647, 1737.428); (2301.295, 1744.997)"
487,"(425.835, 1929.159); (425.196, 1922.876); (427.290, 1919.257); (433.243, 1916.978); (438.387, 1920.545); (442.491, 1932.127); (440.039, 1940.872); (435.983, 1942.832); (432.288, 1940.135)"
488,"(1125.404, 593.569); (1118.902, 598.541); (1112.002, 595.483); (1099.655, 584.819); (1097.266, 581.421); (1102.732, 576.388); (1114.893, 571.019); (1120.628, 573.542)"
489,"(2538.970, 567.107); (2536.790, 556.068); (2540.407, 549.569); (2552.162, 545.939); (2561.831, 547.221); (2559.200, 550.919); (2543.965, 564.066)"
490,"(2863.087, 535.213); (2856.958, 527.637); (2860.180, 523.487); (2869.742, 512.265); (2873.888, 512.018); (2874.174, 520.176); (2869.655, 531.662)"
491,"(1166.153, 438.537); (1161.021, 436.535); (1166.657, 431.204); (1170.507, 433.484)"
492,"(978.927, 2150.922); (969.351, 2140.189); (969.646, 2133.019); (978.057, 2129.086); (982.383, 2134.210); (984.293, 2138.042); (982.494, 2144.901)"
493,"(3896.717, 2561.502); (3898.207, 2554.387); (3901.374, 2560.031); (3901.639, 2562.669); (3900.823, 2567.195)"
494,"(765.930, 863.689); (763.604, 887.055); (751.420, 877.648); (745.330, 870.997); (761.170, 857.613)"
495,"(2377.040, 3225.049); (2379.780, 3216.599); (2383.070, 3222.009); (2384.591, 3229.589); (2383.901, 3237.066); (2379.937, 3239.341); (2378.622, 3234.481)"
496,"(981.790, 1797.394); (1000.742, 1812.905); (974.727, 1815.262); (968.987, 1807.208); (970.239, 1799.461); (974.405, 1797.475)"
497,"(3465.458, 2607.582); (3465.387, 2598.760); (3466.763, 2591.236); (3468.095, 2584.548); (3473.282, 2569.015); (3488.755, 2567.948); (3491.032, 2573.485); (3488.718, 2596.609); (3485.546, 2603.307); (3482.201, 2608.411); (3472.421, 2614.789); (3469.349, 2612.042)"
498,"(2664.543, 621.025); (2666.982, 615.857); (2673.767, 612.636); (2682.729, 611.440); (2688.492, 611.905); (2692.135, 613.415); (2694.936, 621.743); (2691.576, 631.279); (2683.767, 631.388); (2672.073, 626.130)"
499,"(1163.331, 918.002); (1160.556, 909.239); (1161.916, 899.543); (1165.269, 899.018); (1179.344, 903.684); (1182.629, 908.646); (1175.037, 915.125); (1167.417, 919.422)"
500,"(2632.649, 463.974); (2639.638, 458.381); (2642.257, 466.863); (2632.796, 471.180)"
501,"(688.958, 423.074); (680.747, 418.349); (684.347, 417.168); (689.140, 416.405)"
502,"(1800.222, 640.982); (1801.042, 648.124); (1799.688, 655.483); (1797.662, 663.195); (1788.102, 663.418); (1775.056, 662.693); (1769.185, 654.887); (1778.476, 648.880); (1789.353, 643.541)"
503,"(1777.978, 599.036); (1768.655, 581.842); (1791.389, 581.171); (1797.453, 584.394); (1797.362, 591.081); (1794.819, 597.871)"
504,"(968.905, 480.177); (969.042, 473.490); (981.960, 478.272); (983.122, 484.902); (974.773, 487.300)"
505,"(2536.782, 835.052); (2547.205, 827.722); (2551.858, 830.143); (2554.822, 839.511); (2555.394, 842.342); (2552.510, 854.598); (2548.726, 855.418); (2541.139, 845.473)"
506,"(3467.608, 1755.672); (3470.268, 1762.595); (3459.630, 1766.418); (3454.635, 1766.622); (3450.169, 1762.653); (3448.694, 1758.398); (3456.443, 1753.650)"
507,"(765.642, 517.924); (768.916, 524.944); (766.680, 531.459); (763.873, 534.988); (757.167, 535.443); (750.376, 528.848); (744.513, 519.676); (752.319, 516.652)"
508,"(691.094, 534.526); (683.772, 532.094); (681.860, 526.231); (680.658, 521.706); (682.983, 514.591); (692.332, 511.224); (701.413, 512.738); (702.985, 519.237); (700.391, 523.520)"
509,"(1651.948, 718.423); (1641.219, 697.570); (1643.100, 694.192); (1675.380, 698.899); (1678.368, 702.237); (1677.507, 719.099); (1668.407, 726.795); (1663.729, 726.426)"
510,"(3297.310, 1302.800); (3285.322, 1301.518); (3278.675, 1295.657); (3273.015, 1288.787); (3273.843, 1283.121); (3277.835, 1280.563); (3299.403, 1287.799); (3301.192, 1289.590); (3299.925, 1301.413)"
511,"(3143.205, 876.819); (3143.245, 883.450); (3141.759, 886.918); (3125.878, 884.918); (3117.061, 883.395); (3112.933, 879.761); (3119.454, 870.986); (3129.635, 866.801)"
512,"(2536.587, 790.251); (2537.653, 775.708); (2542.060, 769.673); (2563.973, 749.089); (2568.385, 752.079); (2574.037, 758.472); (2572.629, 770.798); (2567.205, 779.001); (2560.956, 785.934); (2543.159, 791.393)"
513,"(328.672, 720.016); (341.266, 704.167); (351.321, 704.552); (361.936, 705.724); (371.155, 708.850); (373.838, 711.013); (382.500, 724.504); (384.129, 745.803); (380.306, 758.766); (333.286, 752.144)"
514,"(4043.875, 2166.927); (4040.943, 2162.395); (4050.222, 2145.878); (4053.554, 2142.885); (4059.852, 2141.064); (4088.474, 2138.778); (4084.091, 2150.412); (4075.912, 2159.962); (4059.028, 2165.289); (4050.927, 2166.470)"
515,"(29.932, 3724.043); (14.707, 3734.537); (12.775, 3731.356); (9.196, 3711.213); (12.302, 3695.406); (17.111, 3694.686); (28.994, 3705.413); (29.578, 3710.489)"
516,"(536.909, 415.058); (544.451, 419.092); (543.741, 423.211); (540.363, 422.434)"
517,"(2746.222, 523.225); (2745.610, 535.144); (2739.747, 533.900); (2735.676, 531.781); (2728.624, 524.073); (2729.746, 515.187); (2737.289, 512.513); (2742.995, 513.570); (2745.523, 515.877)"
518,"(2200.974, 1825.405); (2209.128, 1819.960); (2214.237, 1820.744); (2220.321, 1825.839); (2203.607, 1830.769)"
519,"(3052.397, 3025.806); (3048.903, 3018.474); (3051.331, 3014.765); (3085.636, 3009.477); (3094.497, 3012.685); (3098.153, 3016.678); (3100.877, 3020.137); (3099.003, 3024.346); (3094.369, 3027.734); (3089.175, 3031.013); (3072.195, 3029.170); (3066.765, 3028.437)"
520,"(448.215, 1878.883); (438.728, 1877.715); (428.475, 1871.943); (424.970, 1868.725); (431.661, 1858.706); (443.145, 1857.611); (456.610, 1857.054); (470.289, 1863.050); (475.607, 1866.067); (472.069, 1871.271); (467.777, 1876.317); (460.690, 1878.576)"
521,"(3861.765, 886.505); (3849.194, 861.504); (3852.354, 836.011); (3854.865, 830.358); (3862.036, 827.759); (3873.409, 825.478); (3890.407, 826.411); (3896.535, 827.171); (3902.639, 831.024); (3906.850, 849.972); (3902.361, 864.646); (3879.542, 882.732)"
522,"(3200.255, 1613.359); (3199.145, 1622.766); (3178.641, 1620.812); (3176.755, 1617.161); (3177.507, 1608.866); (3193.180, 1607.288)"
523,"(2632.780, 1484.055); (2663.017, 1445.166); (2665.969, 1445.196); (2670.490, 1445.536); (2675.790, 1453.159); (2677.590, 1458.876); (2677.773, 1463.891); (2650.820, 1492.625); (2647.015, 1494.770); (2640.653, 1493.687)"
524,"(23.853, 830.150); (19.621, 837.757); (12.219, 839.434); (8.556, 834.939); (12.062, 824.060); (18.633, 820.618); (23.027, 820.878)"
525,"(303.938, 1111.291); (297.012, 1092.106); (298.165, 1088.535); (314.231, 1087.782); (313.454, 1094.642); (312.552, 1101.651)"
526,"(2842.747, 647.401); (2840.794, 632.413); (2847.845, 632.455); (2853.470, 632.539); (2857.406, 640.721)"
527,"(8.987, 1345.258); (10.682, 1337.370); (18.407, 1325.172); (22.569, 1329.601); (27.002, 1335.773); (34.532, 1347.275); (36.339, 1351.402); (38.819, 1362.688); (33.982, 1367.094); (20.529, 1364.310); (10.012, 1353.562)"
528,"(3259.010, 598.908); (3256.509, 594.210); (3259.987, 590.533); (3268.886, 587.312); (3271.327, 591.249); (3265.731, 594.792)"
529,"(4063.997, 3079.076); (4056.913, 3066.463); (4062.883, 3057.257); (4070.835, 3051.921); (4071.209, 3060.959); (4069.124, 3078.313)"
530,"(3096.481, 631.096); (3080.671, 605.603); (3088.441, 601.880); (3105.720, 603.924); (3107.788, 606.026); (3107.288, 617.091); (3103.411, 628.873)"
531,"(2176.372, 529.533); (2172.560, 535.341); (2155.692, 523.218); (2153.522, 516.452); (2152.670, 511.828); (2167.857, 512.004); (2173.017, 518.420); (2175.517, 524.795)"
532,"(3177.133, 558.857); (3187.157, 551.616); (3196.018, 547.888); (3199.114, 552.885); (3201.569, 557.032); (3200.099, 563.448); (3195.372, 566.940); (3190.380, 565.597)"
533,"(1785.779, 498.646); (1780.976, 502.790); (1774.404, 500.561); (1768.922, 493.495); (1770.440, 488.283); (1775.184, 484.691); (1779.519, 481.561); (1783.560, 482.074); (1785.583, 489.134)"
534,"(2099.388, 1175.176); (2089.288, 1166.823); (2089.972, 1159.147); (2096.707, 1157.818); (2100.283, 1157.529); (2113.281, 1156.516); (2111.747, 1162.569)"
535,"(578.792, 562.497); (574.437, 566.998); (564.111, 564.438); (553.268, 561.355); (554.109, 549.410); (559.636, 541.355); (563.673, 542.714)"
536,"(3464.543, 3005.114); (3477.118, 3001.361); (3488.410, 3005.164); (3490.555, 3011.327); (3480.419, 3014.598); (3473.522, 3013.525); (3466.914, 3010.889)"
537,"(185.153, 650.952); (193.356, 652.832); (191.883, 657.643); (185.198, 663.151)"
538,"(3273.107, 1581.118); (3273.969, 1575.204); (3281.896, 1568.535); (3290.563, 1571.200); (3310.981, 1579.770); (3310.942, 1583.649); (3305.621, 1586.594); (3299.274, 1589.690); (3294.344, 1590.898); (3286.457, 1588.905)"
539,"(1469.239, 1626.499); (1468.167, 1648.043); (1464.335, 1653.077); (1458.236, 1655.230); (1456.267, 1653.690); (1453.640, 1648.507); (1448.603, 1637.015); (1455.628, 1629.054); (1466.033, 1623.745)"
540,"(3408.172, 502.595); (3401.430, 494.694); (3403.464, 488.349); (3406.870, 482.689); (3416.399, 482.880); (3421.341, 488.563); (3415.813, 499.320)"
541,"(3624.617, 524.454); (3629.678, 512.877); (3640.246, 517.318); (3641.634, 522.731); (3641.578, 527.583); (3638.862, 529.955); (3632.754, 535.271); (3629.740, 532.083)"
542,"(3176.675, 497.103); (3178.102, 488.731); (3182.314, 482.677); (3187.768, 484.348); (3191.807, 485.749); (3193.753, 490.332); (3192.153, 494.865); (3187.340, 501.648); (3181.649, 503.137)"
543,"(1753.321, 450.848); (1758.026, 444.272); (1762.615, 454.333); (1758.270, 455.237)"
544,"(1833.196, 646.480); (1843.171, 637.480); (1864.994, 642.093); (1854.664, 661.081); (1850.490, 663.024); (1845.052, 663.091); (1838.989, 662.438); (1834.397, 658.302)"
545,"(1560.775, 1725.293); (1581.018, 1723.913); (1573.235, 1734.859)"
546,"(1252.394, 1094.681); (1252.552, 1099.291); (1242.387, 1110.640); (1240.798, 1107.704); (1242.218, 1096.048); (1243.558, 1094.233)"
547,"(2482.793, 1430.714); (2473.272, 1423.096); (2473.599, 1418.775); (2478.520, 1414.714); (2482.048, 1417.800); (2486.540, 1426.362)"
548,"(3688.891, 552.191); (3692.687, 543.105); (3700.261, 544.575); (3710.340, 550.360); (3703.640, 563.011); (3699.939, 566.716); (3692.484, 562.614)"
549,"(3272.806, 619.415); (3286.572, 607.933); (3290.140, 609.780); (3293.753, 612.141); (3301.435, 619.570); (3301.849, 630.671); (3288.057, 628.783); (3280.669, 627.744); (3275.072, 624.366)"
550,"(1874.376, 3067.506); (1891.770, 3074.601); (1890.517, 3078.723); (1880.189, 3078.936); (1869.790, 3074.718); (1864.901, 3069.993); (1869.307, 3067.081)"
551,"(1449.707, 814.971); (1449.191, 807.204); (1449.999, 803.457); (1455.677, 801.376); (1462.952, 802.997); (1465.299, 806.502); (1465.248, 812.325); (1463.707, 819.580); (1461.082, 823.097)"
552,"(3568.411, 2807.112); (3561.429, 2794.604); (3570.098, 2787.449); (3574.241, 2795.918)"
553,"(805.856, 1166.449); (796.745, 1174.634); (794.508, 1170.765); (793.233, 1163.034); (800.891, 1159.133); (805.522, 1159.074)"
554,"(595.929, 511.200); (606.560, 527.432); (603.865, 534.529); (594.226, 535.390); (591.914, 532.774); (585.070, 523.594); (585.789, 514.666)"
555,"(1045.440, 534.640); (1032.716, 518.917); (1035.668, 515.833); (1042.007, 513.326); (1047.757, 513.638); (1054.062, 516.446); (1050.349, 526.374)"
556,"(1274.402, 1943.341); (1262.592, 1942.670); (1259.546, 1938.894); (1256.634, 1933.442); (1263.059, 1925.121); (1277.080, 1918.720); (1284.510, 1918.148); (1289.986, 1919.358); (1281.519, 1938.435); (1279.639, 1942.079)"
557,"(2841.293, 495.312); (2855.330, 494.060); (2851.572, 499.848); (2845.445, 502.758); (2841.718, 500.298)"
558,"(4079.543, 1350.442); (4073.369, 1342.702); (4078.374, 1341.645); (4083.658, 1341.380); (4088.099, 1344.421); (4087.905, 1345.595); (4086.984, 1349.478); (4086.588, 1350.678)"
559,"(3349.958, 1278.779); (3346.523, 1286.647); (3342.615, 1283.816); (3338.361, 1277.807); (3337.351, 1271.783); (3340.431, 1269.397); (3345.362, 1267.307); (3349.347, 1274.938)"
560,"(4080.557, 1394.795); (4087.772, 1401.662); (4085.103, 1406.306); (4078.258, 1415.053); (4074.307, 1411.323); (4073.275, 1403.044); (4075.200, 1398.106)"
561,"(1352.553, 1288.593); (1365.900, 1280.453); (1368.867, 1289.177); (1365.613, 1300.993); (1361.771, 1303.481); (1355.225, 1297.910)"
562,"(2033.542, 1846.978); (2025.395, 1832.392); (2027.457, 1827.752); (2033.317, 1827.852); (2053.612, 1832.688); (2058.340, 1837.519); (2051.806, 1845.690)"
563,"(137.411, 560.500); (143.468, 547.545); (155.713, 546.177); (162.405, 545.584); (163.729, 549.054); (156.198, 565.335); (150.873, 567.117); (141.087, 566.898)"
564,"(1483.863, 1745.346); (1480.736, 1735.874); (1481.636, 1731.508); (1484.189, 1726.744); (1488.402, 1727.102); (1492.918, 1731.519); (1498.418, 1737.593); (1495.785, 1744.533); (1489.564, 1750.977)"
565,"(1960.529, 490.868); (1964.280, 481.638); (1972.656, 482.815); (1980.232, 488.494); (1981.910, 497.806); (1978.227, 503.276); (1970.616, 503.410); (1963.129, 497.059)"
566,"(4083.628, 1495.054); (4073.352, 1479.122); (4077.686, 1476.572); (4085.584, 1479.544); (4087.431, 1484.444); (4086.778, 1490.570)"
567,"(2618.407, 694.845); (2600.895, 687.677); (2604.763, 681.906); (2620.719, 674.088); (2628.608, 673.862); (2635.466, 675.453); (2629.318, 690.154); (2625.358, 693.160)"
568,"(1281.045, 528.283); (1272.508, 535.302); (1272.926, 529.565)"
569,"(3660.130, 534.708); (3657.485, 514.858); (3664.071, 511.908); (3669.767, 513.231); (3675.201, 519.429); (3675.480, 528.348); (3672.141, 534.371)"
570,"(363.404, 439.177); (360.994, 436.362); (361.944, 433.832); (370.620, 432.823); (370.326, 437.178)"
571,"(3065.023, 3255.138); (3070.802, 3268.136); (3067.679, 3271.041)"
572,"(33.231, 525.156); (32.108, 535.339); (9.092, 531.624); (9.044, 523.135); (11.368, 515.282); (12.939, 511.254); (25.502, 516.229); (31.899, 520.198)"
573,"(4079.559, 1206.873); (4072.885, 1199.173); (4076.018, 1189.554); (4081.651, 1189.376); (4083.912, 1191.273)"
574,"(3848.659, 467.599); (3850.218, 464.609); (3860.562, 463.859); (3859.178, 467.155); (3854.743, 471.372); (3851.277, 469.733)"
575,"(745.061, 1241.076); (756.477, 1239.832); (760.930, 1241.777); (765.068, 1244.293); (768.798, 1267.997); (767.766, 1271.459); (763.151, 1269.624); (745.926, 1247.915)"
576,"(26.557, 570.270); (35.987, 581.904); (31.381, 592.984); (26.716, 598.850); (20.632, 599.279); (8.798, 593.002); (10.143, 585.877); (13.990, 578.793); (18.560, 573.568)"
577,"(2379.332, 3379.794); (2379.119, 3382.790); (2374.330, 3383.229); (2367.220, 3382.722); (2361.100, 3380.184); (2365.433, 3378.216); (2371.845, 3378.837)"
578,"(681.093, 1418.484); (691.957, 1413.367); (705.908, 1420.086); (707.617, 1422.113); (708.466, 1426.050); (702.615, 1429.361); (698.825, 1430.684); (689.302, 1428.522); (683.538, 1424.744)"
579,"(2025.029, 494.764); (2035.832, 482.084); (2045.261, 494.878); (2038.354, 502.513)"
580,"(1544.598, 400.163); (1552.201, 399.863); (1549.324, 403.777); (1545.309, 406.929)"
581,"(297.219, 1387.933); (312.939, 1386.369); (310.016, 1391.450); (301.968, 1399.365)"
582,"(1295.761, 470.956); (1289.261, 463.824); (1290.140, 460.875); (1296.490, 457.246); (1301.746, 456.926); (1301.391, 469.640)"
583,"(561.300, 454.826); (553.181, 446.680); (557.601, 445.225); (563.807, 444.205); (562.886, 449.388)"
584,"(3816.725, 2921.307); (3828.053, 2909.491); (3833.960, 2923.062); (3834.469, 2930.394); (3834.085, 2934.599); (3827.275, 2935.211)"
585,"(1688.793, 2706.114); (1688.936, 2691.764); (1695.528, 2694.737); (1695.606, 2699.946); (1694.164, 2706.506); (1689.737, 2711.467)"
586,"(2457.451, 1652.202); (2465.825, 1665.186); (2464.674, 1670.518); (2460.877, 1666.520); (2458.581, 1660.329)"
587,"(1384.543, 488.807); (1401.020, 481.950); (1405.322, 488.138); (1406.364, 492.806); (1404.860, 498.527); (1399.763, 502.832); (1391.363, 500.800)"
588,"(3910.397, 2232.590); (3913.452, 2255.516); (3912.298, 2262.836); (3904.183, 2255.541); (3889.169, 2240.639); (3885.886, 2236.097); (3883.622, 2231.681); (3881.073, 2225.198); (3881.092, 2220.883); (3890.807, 2216.011); (3906.238, 2225.396)"
589,"(3673.088, 2470.945); (3673.962, 2452.461); (3685.764, 2447.427); (3684.823, 2462.086)"
590,"(2201.183, 639.812); (2212.753, 637.583); (2217.156, 645.757); (2217.495, 650.438); (2215.700, 655.261); (2210.936, 659.029); (2197.430, 662.765); (2192.232, 658.971); (2185.343, 653.627); (2193.184, 645.447); (2197.152, 642.226)"
591,"(2408.937, 1120.667); (2414.622, 1109.478); (2430.908, 1116.267); (2434.628, 1118.927); (2427.018, 1135.344); (2421.725, 1143.449); (2415.230, 1135.241); (2411.471, 1128.715)"
592,"(73.305, 582.992); (78.151, 577.884); (85.185, 576.514); (91.437, 575.915); (101.822, 576.862); (101.013, 582.451); (99.280, 591.621); (91.890, 597.814); (84.835, 598.755); (81.429, 596.815); (78.506, 591.917)"
593,"(3581.208, 571.864); (3583.675, 577.068); (3581.163, 588.552); (3576.816, 592.434); (3570.812, 597.775); (3566.163, 598.951); (3561.209, 596.745); (3562.434, 589.345); (3563.764, 582.735); (3574.795, 572.477)"
594,"(449.738, 554.273); (450.992, 561.546); (441.716, 566.522); (440.993, 561.785); (442.503, 556.073)"
595,"(300.405, 471.142); (297.264, 465.322); (301.553, 455.502); (307.906, 452.088); (312.389, 453.717); (315.940, 456.128); (311.392, 463.947)"
596,"(1556.369, 3698.469); (1551.129, 3702.556); (1548.199, 3698.820); (1544.607, 3694.199); (1547.458, 3691.031); (1560.105, 3684.148); (1559.565, 3691.342)"
597,"(506.926, 481.407); (510.824, 492.009); (510.552, 495.484); (508.931, 497.070); (504.093, 501.515); (496.037, 502.765); (489.389, 502.945); (491.314, 493.641); (502.150, 484.121)"
598,"(19.370, 452.331); (27.084, 452.745); (26.089, 455.340); (23.107, 460.970); (16.612, 466.682); (10.131, 470.714); (8.845, 466.510); (8.577, 461.916); (12.199, 456.435)"
