NO,Polygon Points
144,"(1359.752, 192.953); (1366.052, 223.546); (1359.073, 237.820); (1355.959, 241.537); (1340.910, 247.055); (1321.784, 235.815); (1321.489, 228.811); (1336.820, 197.635); (1337.805, 196.204); (1343.248, 195.188)"
145,"(200.869, 607.665); (203.859, 607.392); (216.129, 607.531); (224.024, 623.888); (230.806, 649.570); (231.604, 654.072); (231.804, 663.100); (226.615, 662.510); (207.483, 651.340); (201.489, 637.359)"
146,"(1449.449, 146.443); (1468.117, 145.200); (1475.698, 146.313); (1479.267, 149.422); (1478.528, 165.975); (1475.487, 176.415); (1472.039, 182.706); (1465.679, 179.368); (1450.596, 161.278); (1449.759, 157.945)"
147,"(1399.048, 226.600); (1405.820, 238.412); (1400.735, 244.940); (1393.115, 246.798); (1387.040, 246.575); (1385.427, 240.552); (1391.999, 227.974)"
148,"(937.184, 452.240); (944.911, 454.126); (939.580, 454.942)"
149,"(1788.632, 791.207); (1785.314, 777.077); (1786.163, 770.384); (1792.227, 770.589); (1791.275, 788.857)"
150,"(808.556, 1015.277); (823.378, 1012.870); (814.089, 1015.189)"
151,"(952.515, 127.016); (960.714, 134.858); (958.104, 134.157)"
152,"(1688.780, 164.486); (1696.878, 161.603); (1691.609, 166.831)"
153,"(90.182, 935.395); (73.221, 931.153); (82.295, 932.689)"
154,"(700.182, 1015.226); (681.119, 1014.571); (690.740, 1013.173)"
155,"(1016.890, 883.689); (1022.762, 886.256); (1019.214, 886.637)"
156,"(1341.794, 855.037); (1337.246, 855.020); (1340.908, 853.691)"
157,"(1928.881, 950.920); (1950.514, 947.599); (1940.497, 949.827)"
158,"(62.810, 933.217); (41.073, 934.767); (49.935, 933.659)"
159,"(1087.005, 102.552); (1081.225, 99.364); (1086.881, 97.078)"
160,"(17.025, 623.495); (9.252, 595.551); (13.551, 589.756); (72.098, 581.072); (88.160, 580.036); (138.122, 580.524); (141.887, 581.052); (142.455, 607.890); (142.037, 613.199); (140.216, 616.798); (134.359, 618.972); (107.713, 622.941); (38.885, 630.969); (26.453, 630.052); (21.445, 627.999)"
161,"(1952.738, 790.827); (1945.103, 788.985); (1946.666, 781.003); (1950.485, 775.994); (1954.176, 781.362); (1956.927, 787.297); (1954.958, 789.739)"
162,"(1047.211, 775.072); (1042.708, 791.416); (973.590, 775.223); (969.577, 766.384); (968.891, 760.781); (981.496, 751.655); (1045.294, 760.972)"
163,"(1969.749, 309.166); (1965.843, 311.295); (1961.824, 309.906); (1960.530, 307.494); (1961.663, 305.227); (1968.067, 306.401)"
164,"(2027.075, 812.148); (2030.804, 871.021); (2030.300, 876.785); (2028.683, 880.306); (2025.386, 886.912); (1994.076, 877.588); (1993.238, 872.191); (2002.566, 828.090); (2010.263, 805.681); (2013.053, 804.495); (2021.547, 803.650)"
165,"(885.299, 311.114); (875.137, 304.994); (874.274, 301.252); (873.104, 294.902); (874.568, 286.722); (895.922, 280.869); (903.916, 281.288); (924.796, 284.891); (921.643, 295.366); (906.706, 307.660)"
166,"(911.833, 529.855); (921.928, 530.942); (950.125, 561.917); (950.867, 566.993); (935.823, 559.020); (911.854, 545.683); (907.334, 541.720); (904.937, 539.215); (905.800, 535.844)"
167,"(8.891, 907.083); (13.718, 900.911); (35.495, 883.474); (85.879, 889.138); (91.499, 890.277); (95.127, 901.104); (97.311, 909.791); (96.231, 912.006); (89.893, 912.848); (56.373, 916.583); (15.499, 918.667); (9.406, 913.741)"
168,"(1807.991, 457.380); (1801.453, 446.530); (1802.315, 440.790); (1840.608, 432.358); (1847.248, 437.660); (1859.310, 448.248); (1860.011, 452.579); (1859.552, 455.277); (1853.461, 470.890); (1846.638, 470.718); (1817.046, 461.563)"
169,"(2032.841, 938.261); (2019.588, 951.316); (1995.736, 948.607); (1993.479, 947.145); (1993.332, 943.243); (1995.815, 937.557); (2000.497, 934.549); (2008.162, 932.329); (2023.427, 933.676)"
170,"(1353.587, 678.632); (1353.383, 657.228); (1357.608, 654.756); (1363.533, 662.284); (1360.646, 671.445)"
171,"(1120.619, 127.602); (1111.718, 151.175); (1103.569, 144.621); (1099.951, 138.123); (1097.194, 128.309); (1097.064, 119.554); (1099.628, 117.457); (1114.467, 120.035)"
172,"(862.007, 451.130); (868.941, 453.185); (866.781, 461.513); (854.333, 494.319); (781.888, 502.996); (777.399, 500.937); (777.484, 496.826); (798.674, 456.731); (811.825, 452.722)"
173,"(968.912, 939.785); (971.245, 900.747); (972.309, 892.788); (974.898, 887.224); (991.766, 887.767); (998.288, 903.042); (1033.332, 994.173); (1004.810, 1015.020); (980.826, 1013.268); (971.104, 1011.648); (970.040, 982.678)"
174,"(2024.941, 542.865); (2017.404, 562.289); (2010.715, 564.845); (1984.328, 567.245); (1977.334, 566.821); (1963.011, 555.427); (1961.067, 546.665); (1963.081, 541.702); (1969.679, 538.940); (1990.674, 540.013); (2016.969, 541.536); (2020.641, 542.095)"
175,"(765.214, 452.324); (761.265, 444.561); (764.305, 442.392); (773.697, 440.067); (779.406, 442.452); (780.260, 446.917); (776.044, 452.705); (772.299, 455.089)"
176,"(1193.093, 646.974); (1195.535, 627.693); (1200.910, 623.635); (1203.754, 621.560); (1199.341, 638.811)"
177,"(937.055, 258.236); (944.855, 260.032); (940.736, 263.349)"
178,"(817.791, 68.082); (826.803, 75.076); (824.746, 83.195); (819.676, 87.094); (813.179, 85.649); (809.048, 80.654); (810.288, 76.100); (812.472, 72.532)"
179,"(9.453, 138.144); (9.115, 123.936); (13.188, 119.605); (21.909, 116.252); (28.248, 126.986); (29.196, 136.890); (26.037, 148.267); (19.625, 150.585); (14.542, 151.263)"
180,"(1960.506, 431.672); (1961.236, 425.045); (1964.913, 392.205); (1991.503, 393.592); (2001.038, 394.478); (2012.097, 399.839); (2018.391, 410.147); (2008.113, 424.789); (2005.427, 427.552); (1988.864, 438.309); (1979.416, 439.332); (1961.718, 435.497)"
181,"(661.773, 119.377); (649.488, 109.740); (655.951, 99.546); (667.019, 94.947); (668.196, 102.532); (664.437, 119.266)"
182,"(1421.478, 815.163); (1420.148, 822.228); (1416.344, 823.291); (1380.519, 817.265); (1375.224, 816.278); (1371.383, 815.270); (1358.480, 802.307); (1353.436, 794.040); (1365.348, 795.551); (1398.249, 803.574); (1411.619, 808.157); (1417.011, 810.794)"
183,"(12.566, 711.079); (24.804, 706.536); (33.487, 707.498); (43.326, 722.012); (33.684, 749.891); (30.261, 753.341); (26.953, 755.963); (22.426, 758.656); (12.549, 753.355); (9.006, 746.857); (9.054, 731.122)"
184,"(156.613, 689.196); (86.536, 694.550); (29.082, 688.640); (23.916, 685.800); (14.685, 668.474); (9.481, 656.717); (16.547, 646.267); (166.547, 636.980); (180.380, 639.937); (182.799, 641.361); (180.996, 646.134)"
185,"(1832.494, 639.238); (1840.388, 647.588); (1839.381, 655.794); (1812.430, 686.635); (1803.026, 694.778); (1800.958, 693.225); (1806.707, 649.258); (1815.913, 642.028)"
186,"(57.274, 354.181); (65.256, 357.880); (60.381, 358.596)"
187,"(1017.183, 451.688); (1020.923, 448.746); (1024.454, 449.146); (1028.751, 455.421); (1022.614, 455.165)"
188,"(157.546, 742.667); (153.343, 740.297); (155.214, 739.777)"
189,"(1177.320, 741.347); (1178.328, 724.581); (1182.541, 738.016); (1180.633, 743.072)"
190,"(223.617, 946.525); (213.176, 950.048); (219.079, 940.520)"
191,"(751.476, 626.774); (745.065, 621.523); (751.899, 602.265); (756.322, 596.891); (762.980, 591.244); (767.121, 593.516); (767.937, 600.421); (767.787, 607.342); (766.610, 625.620); (765.629, 630.373); (763.488, 631.218)"
192,"(712.895, 1006.365); (732.406, 1007.613); (741.346, 1014.508); (720.360, 1014.343); (713.208, 1013.892)"
193,"(2009.623, 150.848); (2009.396, 147.332); (2013.769, 142.985); (2015.617, 144.654)"
194,"(2024.586, 905.299); (2033.458, 910.871); (2029.068, 918.620)"
195,"(1612.711, 109.073); (1608.855, 102.873); (1614.779, 97.237); (1621.965, 94.029); (1628.437, 95.961); (1631.598, 102.468); (1632.978, 108.271); (1632.958, 108.310); (1624.411, 119.295)"
196,"(1960.915, 163.144); (1961.941, 149.611); (1969.610, 147.735); (1976.267, 146.262); (1990.336, 155.139); (1980.166, 176.081); (1975.633, 182.528); (1968.777, 177.390); (1965.789, 172.209)"
197,"(216.982, 821.338); (224.187, 816.292); (230.173, 817.200); (241.575, 820.031); (226.868, 822.896)"
198,"(1997.309, 221.137); (1992.768, 205.241); (2012.390, 203.915); (2026.234, 203.270); (2029.813, 217.545); (2030.875, 222.967); (2032.147, 242.424); (2025.342, 247.261)"
199,"(1785.191, 863.627); (1786.723, 862.620); (1788.950, 870.910); (1786.471, 869.291)"
200,"(1385.700, 115.942); (1385.361, 99.629); (1389.312, 98.467); (1397.716, 98.083); (1410.946, 98.064); (1411.953, 101.777); (1410.941, 109.938); (1409.565, 116.417); (1405.930, 118.568)"
201,"(1212.541, 151.391); (1230.482, 150.109); (1231.064, 154.627); (1232.994, 180.229); (1223.988, 183.401); (1201.967, 177.026); (1198.072, 175.592); (1194.860, 167.334); (1193.145, 160.830); (1202.191, 155.329)"
202,"(1852.005, 147.798); (1859.544, 173.425); (1858.678, 179.131); (1846.795, 183.470); (1840.332, 172.549); (1836.221, 161.516); (1835.224, 156.449); (1833.395, 146.402); (1839.886, 146.544)"
203,"(1289.286, 548.756); (1294.304, 546.501); (1313.507, 559.247); (1313.503, 563.705); (1309.903, 566.904); (1292.466, 555.615)"
204,"(2020.017, 677.777); (2004.167, 694.123); (2003.271, 695.017); (1984.245, 684.961); (1973.564, 678.515); (1956.430, 667.659); (1953.563, 665.740); (1948.717, 662.460); (1944.064, 659.231); (1938.545, 655.037); (1930.034, 648.384); (1928.866, 647.287); (1930.200, 645.287); (1939.261, 641.540); (1950.231, 641.811); (1955.834, 642.673); (2003.175, 656.236); (2010.753, 658.994); (2016.750, 665.597); (2018.799, 671.756)"
205,"(1369.151, 133.325); (1374.293, 132.869); (1371.207, 135.270)"
206,"(952.852, 1013.751); (960.963, 1006.989); (953.302, 1014.503)"
207,"(1016.528, 652.993); (1030.921, 663.375); (1023.467, 659.057)"
208,"(160.954, 550.899); (153.256, 551.137); (157.059, 548.169)"
209,"(1624.578, 241.507); (1632.752, 243.124); (1627.759, 246.608)"
210,"(56.512, 230.573); (66.340, 223.833); (62.558, 231.150)"
211,"(985.713, 214.612); (984.681, 204.423); (992.606, 204.954); (995.950, 211.235); (988.844, 214.178)"
212,"(953.007, 870.542); (964.698, 869.442); (958.930, 871.130)"
213,"(1193.434, 271.671); (1206.213, 271.021); (1205.173, 279.448); (1199.095, 276.575)"
214,"(1353.121, 98.779); (1358.466, 97.467); (1357.647, 103.290)"
215,"(1247.279, 439.198); (1279.476, 485.187); (1274.507, 498.733); (1263.343, 502.909); (1257.718, 503.445); (1256.040, 503.168); (1231.451, 482.349); (1226.037, 472.267); (1224.708, 469.014); (1244.072, 440.362)"
216,"(1417.023, 178.730); (1391.476, 182.511); (1389.193, 178.991); (1385.959, 165.542); (1384.916, 160.063); (1385.943, 155.290); (1406.052, 143.789); (1419.503, 148.648); (1421.075, 152.529); (1420.980, 172.105); (1419.551, 176.039)"
217,"(1193.258, 781.096); (1197.460, 741.584); (1201.353, 739.506); (1212.160, 738.978); (1214.478, 741.883); (1212.467, 759.813); (1210.770, 764.913); (1201.740, 785.199); (1198.309, 790.335); (1196.494, 791.432); (1194.563, 790.005)"
218,"(12.027, 822.500); (8.923, 810.654); (13.673, 807.524); (21.446, 805.428); (21.926, 807.458); (18.262, 814.270)"
219,"(725.813, 67.807); (729.812, 81.065); (727.350, 86.608); (717.460, 86.543); (713.677, 85.023); (712.859, 80.740); (717.740, 69.495)"
220,"(1784.757, 470.653); (1786.433, 464.461); (1789.342, 467.785); (1787.406, 470.307)"
221,"(1048.692, 740.332); (1055.325, 741.965); (1053.034, 743.308); (1050.837, 742.421)"
222,"(53.113, 457.036); (60.919, 463.385); (55.509, 471.102); (41.032, 467.598); (41.946, 463.591)"
223,"(1338.378, 621.776); (1336.620, 629.558); (1280.013, 631.351); (1225.259, 627.064); (1225.691, 583.547); (1225.744, 581.713); (1225.822, 579.083); (1242.654, 577.309); (1258.923, 576.460); (1289.148, 579.731); (1322.303, 584.359); (1328.756, 595.228)"
224,"(1784.985, 101.550); (1791.271, 98.693); (1788.591, 103.451)"
225,"(1856.392, 631.161); (1800.642, 493.244); (1803.895, 484.482); (1949.510, 468.530); (1982.677, 478.936); (2010.721, 497.078); (1943.119, 601.466); (1929.823, 608.145); (1866.712, 628.450)"
226,"(1641.310, 221.194); (1676.636, 204.325); (1686.627, 222.004); (1690.276, 242.834); (1678.298, 246.732); (1667.785, 241.832); (1653.133, 233.134)"
227,"(1909.476, 896.787); (1914.360, 928.762); (1912.115, 939.443); (1909.744, 948.353); (1909.127, 950.055); (1905.884, 951.253); (1903.651, 950.028); (1900.557, 940.821); (1897.439, 920.603); (1899.391, 899.574); (1905.059, 897.806)"
228,"(85.396, 342.970); (78.159, 339.651); (76.078, 334.381); (73.161, 324.981); (79.956, 320.241); (87.252, 323.071); (89.660, 327.340); (90.735, 332.549); (89.761, 339.646)"
229,"(759.051, 118.621); (745.226, 108.700); (747.519, 101.328); (748.656, 97.768); (760.278, 98.577); (772.667, 99.445); (774.229, 108.013); (773.628, 115.479); (767.640, 117.778)"
230,"(1643.701, 276.047); (1640.709, 267.211); (1645.586, 262.218); (1653.922, 260.090); (1658.819, 259.646); (1662.831, 270.008); (1662.928, 276.063); (1654.812, 279.234)"
231,"(634.426, 86.846); (617.425, 81.821); (623.135, 69.994); (624.622, 67.145); (631.708, 72.320)"
232,"(1195.086, 694.632); (1193.059, 676.887); (1194.982, 668.604); (1207.271, 666.584); (1210.808, 667.284); (1210.355, 673.220); (1207.905, 677.691); (1201.219, 687.924)"
233,"(1210.446, 836.720); (1209.179, 887.475); (1205.713, 887.259); (1202.631, 880.700); (1193.457, 856.443); (1194.114, 838.646); (1196.819, 833.609); (1202.710, 831.204); (1210.114, 831.756)"
234,"(845.360, 181.462); (840.960, 178.798); (844.785, 170.249); (850.621, 161.699); (856.474, 155.024); (862.815, 148.051); (869.102, 142.018); (876.402, 141.358); (881.505, 143.882); (877.645, 152.006); (872.757, 159.409); (868.116, 165.501); (856.692, 177.198); (849.955, 183.382); (845.954, 181.721)"
235,"(1053.814, 962.480); (1058.560, 1002.982); (1056.190, 1012.858); (1054.326, 1014.769); (1050.730, 1013.496); (1048.804, 1012.087); (1050.015, 970.965); (1050.561, 963.733)"
236,"(1562.547, 103.278); (1560.717, 99.195); (1564.874, 96.966); (1566.834, 97.871); (1566.817, 99.843)"
237,"(1784.957, 319.975); (1787.965, 320.364); (1787.872, 327.107)"
238,"(1844.830, 404.123); (1839.153, 407.216); (1833.058, 405.979); (1832.664, 390.696); (1836.525, 389.024); (1841.565, 389.570); (1843.206, 394.767)"
239,"(1241.126, 412.260); (1245.840, 405.012); (1252.275, 416.942); (1248.624, 422.988)"
240,"(1097.094, 256.229); (1108.436, 260.683); (1097.984, 262.678)"
241,"(1727.051, 103.294); (1721.318, 99.451); (1724.673, 99.335)"
242,"(1308.961, 199.238); (1305.026, 196.167); (1311.800, 188.706); (1313.356, 191.198)"
243,"(2027.762, 726.855); (2025.001, 718.104); (2027.593, 705.544); (2031.323, 702.348); (2035.381, 703.891); (2031.366, 724.321)"
244,"(982.172, 90.178); (988.031, 91.979); (989.819, 95.820); (995.429, 114.906); (992.180, 116.742); (982.542, 119.260); (969.121, 110.978); (968.687, 107.780); (968.769, 99.012); (970.235, 92.678); (975.650, 91.210)"
245,"(2002.396, 375.349); (1964.854, 369.858); (1963.324, 366.238); (1961.078, 345.382); (1960.974, 339.535); (1963.700, 334.178); (1973.285, 330.703); (1987.664, 331.557); (2006.464, 336.951); (2013.644, 358.764); (2014.620, 365.061); (2007.803, 371.534)"
246,"(974.349, 169.079); (969.417, 162.396); (979.670, 156.623); (987.781, 154.240); (1006.676, 159.281); (1011.151, 163.797); (1004.613, 178.649); (1002.611, 182.599); (995.773, 183.385)"
247,"(1964.085, 112.105); (1960.910, 103.211); (1963.189, 101.281); (1978.846, 93.665); (1982.004, 97.400); (1985.116, 103.735); (1974.376, 117.201); (1967.276, 118.857)"
248,"(930.495, 117.835); (932.024, 124.246); (929.139, 133.751); (927.134, 137.319); (914.302, 147.012); (908.042, 150.606); (905.104, 150.159); (904.805, 139.590); (904.746, 131.190); (904.736, 116.149); (909.792, 115.368); (921.553, 115.741)"
249,"(1161.000, 109.790); (1167.648, 94.254); (1178.471, 89.876); (1183.741, 93.678); (1186.758, 99.175); (1177.605, 111.842); (1171.074, 118.137); (1167.492, 119.331); (1162.859, 115.011)"
250,"(1305.742, 92.896); (1310.674, 93.855); (1306.569, 113.806); (1304.395, 117.936); (1293.066, 119.255); (1288.751, 117.700); (1295.114, 99.812); (1300.226, 93.193)"
251,"(1648.558, 183.079); (1640.808, 175.319); (1643.896, 150.938); (1648.577, 146.766); (1653.822, 145.289); (1660.922, 146.784); (1660.818, 156.839); (1660.020, 170.622); (1657.978, 177.018); (1656.333, 180.745)"
252,"(1315.493, 352.568); (1310.436, 371.824); (1307.330, 375.076); (1301.840, 370.755); (1296.862, 363.777); (1292.307, 356.584); (1289.278, 347.257); (1297.618, 344.194); (1308.917, 345.565); (1313.311, 348.205)"
253,"(1165.787, 278.510); (1161.490, 276.286); (1167.761, 270.253); (1171.468, 268.982); (1173.822, 269.222); (1172.802, 273.311); (1169.834, 277.886)"
254,"(9.232, 465.968); (23.964, 472.637); (20.787, 481.921); (16.215, 487.104); (11.311, 483.976)"
255,"(1183.977, 903.306); (1176.829, 887.377); (1181.834, 885.094); (1183.098, 889.547)"
256,"(9.772, 246.897); (8.771, 241.696); (12.235, 239.722); (15.853, 239.031)"
257,"(762.403, 1015.278); (760.542, 1001.160); (762.457, 1003.040); (763.718, 1007.930)"
258,"(120.531, 410.767); (133.021, 405.453); (130.071, 419.416); (126.590, 422.538); (123.805, 421.451); (121.595, 416.539)"
259,"(1384.666, 836.210); (1395.954, 839.170); (1389.684, 838.732)"
260,"(40.853, 164.258); (44.813, 161.127); (43.449, 166.841)"
261,"(1795.084, 535.174); (1784.735, 533.604); (1791.691, 531.419)"
262,"(859.269, 119.467); (857.436, 115.523); (860.211, 114.038); (864.212, 115.428)"
263,"(1789.682, 814.599); (1790.267, 823.071); (1787.528, 822.114); (1784.643, 818.681); (1785.079, 814.604); (1787.600, 811.864)"
264,"(792.597, 101.405); (795.592, 100.048); (797.683, 102.149); (796.247, 102.588)"
265,"(1066.667, 166.977); (1065.084, 162.121); (1072.041, 159.490); (1072.869, 163.983)"
266,"(1715.304, 257.481); (1705.416, 262.789); (1710.000, 251.996)"
267,"(1395.068, 1015.329); (1385.072, 1001.903); (1385.489, 999.838); (1433.643, 978.760); (1450.062, 976.327); (1457.194, 976.118); (1473.387, 979.693); (1482.962, 982.543); (1465.463, 990.721); (1406.374, 1013.081); (1401.197, 1014.340)"
268,"(8.736, 547.445); (8.527, 536.971); (9.274, 522.259); (10.527, 516.530); (14.639, 511.944); (21.344, 509.502); (112.243, 485.990); (138.175, 480.961); (145.800, 483.139); (138.341, 518.224); (122.916, 540.579); (54.699, 559.919); (24.235, 567.208); (12.749, 567.493)"
269,"(1133.386, 102.996); (1129.430, 97.854); (1132.377, 96.056); (1135.984, 96.492)"
270,"(115.652, 722.085); (104.951, 716.769); (109.037, 713.540); (122.304, 704.889); (141.779, 708.888); (143.852, 714.686); (138.461, 722.325); (126.171, 726.585)"
271,"(1097.245, 185.721); (1099.109, 178.819); (1115.323, 188.733); (1133.946, 200.259); (1139.051, 206.727); (1142.376, 211.391); (1136.585, 215.334); (1121.891, 215.033); (1107.330, 203.200); (1101.856, 195.686)"
272,"(9.154, 82.277); (13.249, 82.918); (10.061, 87.184)"
273,"(143.722, 390.520); (136.687, 388.024); (140.731, 386.902)"
274,"(245.872, 964.000); (298.499, 972.643); (296.944, 990.701); (289.524, 1010.642); (287.600, 1014.654); (267.710, 1014.696); (141.617, 1014.372); (14.621, 1003.264); (13.501, 1000.050); (10.740, 990.669); (8.511, 963.009); (10.755, 957.604)"
275,"(1051.430, 390.895); (1108.237, 386.019); (1111.193, 389.670); (1114.705, 394.964); (1121.872, 434.945); (1119.230, 437.346); (1111.723, 439.083); (1061.343, 439.319); (1043.638, 437.150); (1041.316, 433.302); (1036.997, 422.226); (1032.559, 394.241); (1035.756, 393.554)"
276,"(1661.169, 119.029); (1657.268, 112.478); (1660.901, 111.795); (1664.015, 114.263)"
277,"(960.863, 191.683); (967.318, 230.350); (946.170, 236.957); (913.938, 246.857); (909.075, 242.320); (905.073, 226.383); (912.172, 206.104); (930.063, 192.994)"
278,"(798.672, 614.929); (793.440, 611.463); (800.331, 612.072); (803.916, 613.519)"
279,"(977.926, 566.846); (968.630, 560.869); (976.407, 564.588)"
280,"(457.246, 77.620); (458.431, 66.091); (463.532, 64.088); (467.608, 63.168); (472.336, 63.825); (475.912, 67.708); (473.896, 79.887); (469.970, 87.095); (463.255, 86.962)"
281,"(1264.337, 119.334); (1257.129, 116.599); (1261.675, 115.391)"
282,"(144.206, 806.948); (137.292, 805.214); (138.930, 804.557); (141.632, 804.680)"
283,"(176.016, 807.484); (169.199, 806.163); (173.326, 804.673)"
284,"(115.189, 935.067); (105.215, 931.440); (118.206, 927.875); (123.898, 929.941); (118.592, 933.356)"
285,"(1360.251, 166.821); (1352.904, 165.982); (1356.582, 164.027)"
286,"(1800.506, 751.243); (1801.781, 733.375); (1812.703, 733.440); (1851.860, 738.195); (1861.388, 739.424); (1866.396, 743.776); (1858.242, 750.732); (1826.032, 759.080)"
287,"(53.972, 204.967); (31.447, 214.965); (10.095, 204.656); (8.810, 197.999); (15.202, 192.801); (33.599, 190.832); (47.113, 191.952); (51.820, 197.757)"
288,"(1273.344, 1014.299); (1273.418, 1008.686); (1282.000, 1007.091); (1304.775, 1007.564); (1310.553, 1007.799); (1316.674, 1009.177); (1328.983, 1014.224); (1280.697, 1015.077)"
289,"(969.347, 687.569); (971.076, 682.115); (987.663, 682.073); (1025.722, 682.521); (1045.457, 686.565); (1045.328, 711.224); (1045.004, 720.350); (1043.006, 723.156); (1037.619, 724.906); (987.325, 727.492); (978.923, 722.320); (973.805, 707.086)"
290,"(1145.234, 387.513); (1150.492, 379.094); (1159.096, 383.683); (1160.977, 389.298); (1154.034, 390.591)"
291,"(1802.638, 421.248); (1792.473, 423.321); (1787.828, 420.981); (1784.558, 416.089); (1791.888, 413.330); (1796.175, 413.444)"
292,"(1139.696, 256.308); (1129.198, 262.668); (1133.219, 255.207)"
293,"(112.425, 806.688); (105.143, 806.208); (108.237, 805.048)"
294,"(2016.221, 116.177); (2009.122, 118.829); (2011.860, 114.789)"
295,"(153.098, 464.455); (156.377, 458.611); (169.162, 468.640); (165.684, 470.734)"
296,"(137.044, 947.850); (149.617, 938.281); (147.454, 944.441); (141.043, 950.547)"
297,"(1017.210, 375.423); (1016.943, 369.315); (1020.011, 365.528); (1033.072, 365.653)"
298,"(1790.955, 291.507); (1785.233, 295.021); (1788.814, 285.723); (1792.308, 285.366)"
299,"(1464.624, 944.652); (1482.267, 950.552); (1473.465, 948.451)"
300,"(983.363, 806.718); (968.629, 803.372); (975.057, 800.148); (978.478, 798.449); (984.970, 798.584); (991.162, 799.742); (993.786, 801.579); (989.953, 806.128)"
301,"(893.438, 86.700); (888.514, 85.942); (890.893, 84.427)"
302,"(921.452, 86.447); (923.131, 84.821); (924.408, 86.731); (922.824, 86.733)"

