NO,Polygon Points
266,"(3991.415, 1650.015); (3988.913, 1654.535); (3985.742, 1652.374); (3983.230, 1649.047); (3977.151, 1639.954); (3982.681, 1639.582); (3989.230, 1640.935)"
267,"(4108.330, 3622.827); (4105.045, 3602.985); (4108.608, 3604.343); (4113.274, 3612.753)"
268,"(4105.075, 3439.220); (4110.274, 3431.407); (4113.474, 3442.604); (4113.271, 3446.946); (4110.049, 3444.902)"
269,"(6153.399, 1169.905); (6163.318, 1165.759); (6160.984, 1174.765); (6153.592, 1171.594)"
270,"(2066.221, 1974.617); (2057.351, 1966.465); (2064.266, 1962.528); (2071.966, 1958.709); (2076.929, 1966.625); (2069.386, 1972.558)"
271,"(5961.074, 2670.644); (5964.863, 2660.646); (5971.423, 2661.789); (5971.466, 2663.750); (5971.512, 2666.763); (5971.549, 2671.926); (5971.571, 2675.771); (5971.569, 2676.774); (5971.563, 2679.067)"
272,"(392.642, 2550.675); (377.298, 2544.876); (343.902, 2523.764); (329.092, 2513.146); (340.935, 2490.031); (353.347, 2470.562); (371.914, 2454.013); (379.122, 2453.262); (385.944, 2453.501); (389.056, 2456.373); (393.193, 2460.698); (395.464, 2464.817); (420.473, 2530.896); (423.053, 2539.782); (420.761, 2542.472); (414.152, 2549.161)"
273,"(3979.945, 2142.029); (3976.881, 2113.316); (3978.313, 2100.468); (3984.088, 2095.940); (4010.650, 2075.671); (4016.157, 2072.590); (4021.438, 2072.316); (4032.593, 2076.091); (4095.256, 2101.451); (4097.565, 2110.595); (4094.554, 2114.333); (4089.162, 2120.039); (4020.167, 2164.103); (4012.565, 2167.499); (3997.891, 2161.750); (3992.823, 2157.300); (3983.562, 2147.441)"
274,"(16.711, 1887.613); (26.153, 1892.825); (25.147, 1899.677); (24.656, 1902.282); (23.398, 1908.316); (20.002, 1911.306); (14.616, 1909.486); (13.420, 1909.023); (12.858, 1907.851); (11.278, 1902.630); (9.117, 1891.053); (10.594, 1889.490)"
275,"(5695.285, 3925.325); (5916.237, 3870.009); (5939.179, 3870.314); (5941.513, 3880.461); (5927.815, 3886.847); (5876.415, 3903.947); (5829.478, 3918.101); (5682.333, 3955.939); (5664.871, 3959.258); (5652.558, 3958.900); (5640.589, 3956.194); (5641.772, 3945.856); (5649.168, 3940.303)"
276,"(1582.191, 3669.059); (1576.604, 3648.422); (1584.476, 3645.341); (1600.433, 3641.940); (1682.560, 3638.514); (1705.224, 3638.245); (1733.706, 3643.172); (1746.546, 3649.194); (1747.203, 3655.292); (1745.470, 3661.957); (1740.792, 3667.698); (1705.578, 3670.391); (1647.923, 3671.035); (1632.630, 3671.127); (1604.943, 3670.880); (1585.582, 3669.829)"
277,"(7176.668, 1094.266); (7179.841, 1089.060); (7184.365, 1090.991); (7178.439, 1095.203)"
278,"(6797.131, 2806.069); (6787.057, 2807.239); (6780.408, 2806.831); (6776.952, 2797.367); (6780.732, 2793.256); (6788.725, 2792.103); (6802.855, 2793.342); (6802.608, 2798.144)"
279,"(5648.349, 3860.019); (5641.272, 3853.302); (5644.779, 3847.946); (5648.373, 3843.974); (5659.581, 3844.410); (5688.011, 3850.144); (5682.127, 3856.850); (5654.532, 3863.012)"
280,"(658.024, 4029.948); (646.246, 4037.723); (640.290, 4038.118); (609.789, 4038.641); (602.922, 4034.578); (601.181, 4028.248); (621.350, 4023.850); (654.248, 4026.251)"
281,"(8072.737, 2333.712); (8092.245, 2225.318); (8096.512, 2219.495); (8105.841, 2214.803); (8115.554, 2215.048); (8121.799, 2223.598); (8147.825, 2267.938); (8159.693, 2290.916); (8166.098, 2315.343); (8170.926, 2343.189); (8143.472, 2355.197); (8124.592, 2357.738); (8094.286, 2359.244); (8080.438, 2357.432)"
282,"(4697.154, 1158.895); (4700.180, 1153.470); (4701.583, 1154.653); (4705.520, 1158.671); (4703.974, 1159.005)"
283,"(7849.314, 3135.085); (7849.332, 3135.070); (7861.659, 3138.906); (7866.520, 3153.452); (7867.559, 3160.821); (7867.836, 3170.391); (7867.036, 3186.992); (7864.707, 3191.401); (7853.626, 3188.976); (7848.614, 3187.104); (7848.801, 3173.239); (7849.139, 3148.131); (7849.229, 3141.458)"
284,"(7537.952, 2412.976); (7529.051, 2423.331); (7536.351, 2410.914); (7546.670, 2400.929)"
285,"(5193.367, 2633.868); (5198.576, 2632.546); (5207.525, 2638.547); (5214.048, 2647.391); (5203.281, 2647.086); (5194.858, 2642.878)"
286,"(6895.750, 2407.271); (6903.360, 2411.593); (6898.036, 2416.839); (6888.883, 2422.803); (6891.723, 2413.324)"
287,"(5051.539, 3142.471); (5012.758, 3158.627); (5003.686, 3156.417); (5000.551, 3149.263); (5016.029, 3140.519); (5016.798, 3140.333); (5037.085, 3140.768); (5048.990, 3141.636)"
288,"(4936.698, 1026.528); (4941.372, 1026.322); (4939.995, 1031.016); (4938.090, 1029.114)"
289,"(7083.241, 2167.472); (7080.768, 2159.366); (7081.771, 2155.117); (7091.757, 2150.987); (7105.362, 2157.725); (7102.458, 2160.905); (7094.916, 2165.095); (7091.347, 2166.318)"
290,"(5034.292, 1538.435); (5033.415, 1534.871); (5034.300, 1531.734); (5036.691, 1527.908); (5057.714, 1535.525); (5066.000, 1539.964); (5069.751, 1544.148); (5076.322, 1552.253); (5066.931, 1557.591); (5042.541, 1558.675); (5040.229, 1553.737)"
291,"(5968.649, 4085.305); (5961.172, 4078.486); (5966.988, 4065.711); (5975.439, 4061.454); (5980.169, 4059.213); (6036.377, 4048.825); (6319.763, 4006.543); (6336.461, 4004.923); (6349.326, 4006.337); (6357.508, 4009.607); (6364.345, 4017.537); (6363.680, 4017.953); (6354.884, 4022.455); (6347.360, 4026.158); (6314.800, 4036.524); (6141.687, 4082.920); (6127.602, 4086.587); (6124.579, 4086.756); (5980.150, 4085.846)"
292,"(1161.269, 3629.457); (1217.350, 3606.562); (1244.097, 3600.287); (1295.172, 3590.893); (1313.712, 3593.814); (1326.635, 3596.421); (1337.566, 3605.223); (1317.194, 3614.191); (1291.985, 3624.435); (1222.777, 3635.728); (1174.965, 3638.916); (1169.655, 3638.984)"
293,"(6912.912, 3148.066); (6906.130, 3158.707); (6902.228, 3157.058); (6895.736, 3151.317); (6888.776, 3143.778); (6902.658, 3139.636)"
294,"(2299.467, 3692.144); (2309.791, 3701.599); (2298.651, 3703.441); (2287.821, 3702.919); (2281.018, 3700.490); (2284.876, 3695.371); (2290.552, 3692.250)"
295,"(1266.087, 3700.985); (1252.052, 3702.979); (1235.377, 3700.938); (1176.566, 3686.967); (1167.166, 3679.339); (1160.962, 3673.640); (1165.951, 3663.493); (1201.632, 3660.150); (1246.780, 3666.509); (1271.448, 3676.588); (1271.445, 3676.674); (1267.920, 3693.353); (1267.302, 3696.079)"
296,"(8179.819, 3989.696); (8179.566, 4008.116); (8172.530, 4015.979); (8156.639, 4022.894); (8133.450, 4021.219); (7977.905, 3996.129); (7904.748, 3973.791); (7886.716, 3960.362); (7881.303, 3947.142); (7897.667, 3946.760); (8039.230, 3960.520); (8082.814, 3964.847); (8139.847, 3971.376); (8174.462, 3985.246)"
297,"(6172.747, 3860.964); (6164.480, 3881.467); (6143.099, 3886.820); (6044.546, 3894.941); (5984.693, 3889.064); (5970.493, 3878.416); (5960.977, 3862.242); (5983.917, 3846.575); (5989.664, 3846.478); (6076.991, 3845.247); (6122.948, 3847.379); (6151.827, 3853.877)"
298,"(3080.872, 2443.589); (3099.223, 2438.773); (3106.790, 2441.409); (3114.884, 2449.317); (3109.686, 2452.532); (3104.868, 2455.269); (3086.153, 2454.446); (3083.333, 2449.336)"
299,"(4696.558, 1092.954); (4696.636, 1088.294); (4702.573, 1092.411); (4699.414, 1095.246)"
300,"(3528.579, 2431.985); (3541.126, 2425.950); (3547.582, 2433.666); (3536.483, 2439.123); (3531.368, 2436.673)"
301,"(3301.668, 3127.315); (3297.684, 3123.891); (3276.901, 3091.326); (3272.934, 3083.046); (3276.377, 3078.464); (3291.208, 3074.886); (3305.899, 3075.655); (3316.277, 3076.526); (3343.335, 3080.357); (3351.199, 3084.570); (3365.378, 3092.211); (3367.044, 3099.340); (3362.370, 3104.486); (3314.887, 3123.593)"
302,"(3518.070, 2326.986); (3512.774, 2318.555); (3519.098, 2317.316); (3527.646, 2316.037); (3533.055, 2319.313); (3536.085, 2323.227); (3532.159, 2326.630)"
303,"(5213.208, 2197.957); (5192.567, 2185.916); (5203.344, 2181.835); (5223.015, 2178.942); (5224.852, 2181.831); (5226.077, 2184.030); (5227.690, 2188.299); (5229.187, 2193.834); (5229.808, 2196.730); (5227.662, 2198.895)"
304,"(31.783, 1329.796); (37.082, 1332.632); (40.632, 1338.462); (40.936, 1343.033); (40.153, 1358.065); (39.101, 1359.391); (38.534, 1359.724); (34.971, 1361.206); (17.153, 1366.739); (14.916, 1366.155); (12.545, 1360.381); (10.457, 1355.220); (9.232, 1350.989); (9.175, 1340.913); (10.396, 1335.855); (12.433, 1334.314); (22.394, 1330.398)"
305,"(5352.886, 1875.939); (5357.214, 1841.572); (5377.441, 1851.503); (5383.889, 1866.020); (5378.622, 1872.307); (5373.301, 1875.626); (5357.646, 1878.514)"
306,"(5704.794, 1109.664); (5707.385, 1105.295); (5713.182, 1107.379); (5710.449, 1111.282)"
307,"(9.235, 3603.096); (8.582, 3595.001); (9.575, 3588.175); (13.381, 3586.489); (19.959, 3599.944); (21.365, 3607.250)"
308,"(2651.084, 3767.368); (2633.231, 3760.309); (2653.366, 3758.948); (2660.734, 3761.338); (2654.936, 3765.194)"
309,"(3289.162, 2437.852); (3288.988, 2435.541); (3302.291, 2433.635); (3303.279, 2433.601); (3303.262, 2434.364); (3297.407, 2438.546)"
310,"(6127.714, 3590.723); (6135.809, 3586.653); (6133.356, 3597.763); (6131.270, 3606.854); (6121.413, 3606.924); (6122.589, 3601.884)"
311,"(6318.100, 1590.988); (6311.834, 1591.241); (6304.507, 1589.681); (6282.817, 1576.271); (6282.404, 1573.061); (6280.833, 1559.067); (6292.862, 1554.786); (6297.863, 1553.194); (6312.577, 1550.291); (6317.935, 1552.714); (6325.399, 1567.649); (6323.884, 1580.170)"
312,"(7368.682, 1290.568); (7389.483, 1284.205); (7394.095, 1286.761); (7394.549, 1300.390); (7391.495, 1303.207); (7379.330, 1302.872); (7371.927, 1301.302)"
313,"(1035.788, 2996.282); (1032.522, 2999.211); (1032.840, 2992.957); (1035.207, 2992.291)"
314,"(3733.375, 1270.562); (3720.716, 1263.839); (3721.343, 1253.043); (3729.486, 1250.705); (3737.644, 1250.700); (3738.219, 1254.861); (3738.604, 1260.138)"
315,"(7343.023, 2167.013); (7336.576, 2165.439); (7345.257, 2152.937); (7352.988, 2147.739); (7352.136, 2156.628); (7348.495, 2163.108)"
316,"(3144.830, 1746.425); (3145.860, 1739.233); (3153.552, 1732.978); (3157.364, 1732.245); (3162.441, 1744.856); (3164.305, 1751.155); (3152.287, 1750.711); (3147.187, 1749.741)"
317,"(6744.841, 3576.937); (6742.636, 3605.705); (6740.061, 3606.703); (6734.902, 3604.364); (6731.648, 3600.216); (6729.798, 3588.334); (6729.199, 3582.628); (6730.265, 3577.229); (6735.237, 3571.454); (6743.623, 3570.005)"
318,"(2060.860, 3221.080); (2057.218, 3200.599); (2058.260, 3189.264); (2059.238, 3181.683); (2060.728, 3178.249); (2063.838, 3173.674); (2073.027, 3170.055); (2075.155, 3182.545); (2075.691, 3188.523); (2070.694, 3208.936); (2063.817, 3223.393)"
319,"(7699.608, 3958.759); (7695.454, 3957.843); (7689.679, 3925.223); (7689.308, 3917.364); (7691.844, 3898.728); (7694.578, 3891.661); (7701.790, 3893.021); (7703.415, 3915.535); (7703.751, 3929.975); (7702.836, 3938.976)"
320,"(7063.829, 2842.443); (7062.369, 2871.458); (7017.515, 2862.399); (7016.895, 2859.456); (7040.098, 2800.958); (7044.622, 2800.838); (7054.576, 2806.736); (7060.557, 2823.199); (7063.346, 2835.406)"
321,"(4492.329, 3991.241); (4489.221, 3974.618); (4491.853, 3972.546); (4494.672, 3982.642)"
322,"(6987.382, 1519.088); (6989.182, 1533.005); (6987.345, 1544.807); (6983.488, 1554.011); (6980.428, 1558.925); (6973.752, 1556.125); (6965.031, 1551.606); (6956.140, 1536.232); (6953.348, 1529.189); (6955.619, 1521.331); (6962.939, 1518.967); (6968.803, 1517.803)"
323,"(7912.611, 1166.480); (7920.468, 1172.370); (7915.287, 1174.648); (7912.747, 1169.668)"
324,"(8168.893, 3844.207); (8171.895, 3827.401); (8176.147, 3829.271); (8177.867, 3830.839); (8180.964, 3870.375); (8181.438, 3879.480); (8174.050, 3876.784); (8173.089, 3871.117)"
325,"(5099.126, 1589.295); (5096.880, 1580.274); (5102.573, 1583.581); (5104.462, 1591.352)"
326,"(7877.904, 3220.716); (7869.895, 3283.586); (7866.446, 3285.103); (7859.433, 3287.437); (7854.058, 3287.385); (7852.416, 3282.431); (7849.491, 3270.240); (7871.886, 3221.575)"
327,"(7028.642, 1782.782); (7017.472, 1778.772); (7018.339, 1772.831); (7027.750, 1766.204); (7034.812, 1775.484); (7036.793, 1778.550); (7036.368, 1781.074)"
328,"(13.321, 3270.837); (8.536, 3270.727); (15.302, 3258.188); (17.816, 3256.265); (17.881, 3259.379); (17.468, 3265.461)"
329,"(3065.108, 3654.499); (3073.106, 3683.937); (3072.396, 3694.430); (3070.140, 3698.291); (3060.871, 3702.917); (3054.442, 3701.347); (3049.019, 3692.862); (3049.608, 3688.657); (3050.489, 3683.322)"
330,"(2812.693, 3702.022); (2792.996, 3702.509); (2800.541, 3699.343)"
331,"(4664.877, 2015.381); (4670.791, 2009.904); (4674.574, 2012.364); (4672.951, 2021.301); (4670.741, 2023.373); (4666.975, 2023.222)"
332,"(6701.518, 2272.834); (6696.787, 2262.640); (6697.795, 2260.048); (6701.588, 2254.517); (6711.567, 2249.602); (6717.720, 2250.627); (6719.287, 2251.414); (6720.318, 2262.773); (6722.829, 2294.537)"
333,"(6685.975, 3796.815); (6669.782, 3799.270); (6666.348, 3775.040); (6665.653, 3765.565); (6665.109, 3748.541); (6667.831, 3752.444)"
334,"(7746.444, 3552.555); (7755.700, 3556.180); (7737.594, 3559.323); (7736.577, 3557.987); (7738.959, 3555.149)"
335,"(3774.987, 1473.524); (3775.058, 1494.991); (3770.494, 1494.474); (3757.657, 1487.852); (3752.809, 1484.743); (3760.048, 1479.863); (3766.862, 1476.855)"
336,"(2378.833, 1907.964); (2378.433, 1921.086); (2375.830, 1928.341); (2367.752, 1936.661); (2357.100, 1942.103); (2354.429, 1942.683); (2352.400, 1941.426); (2349.766, 1938.326); (2348.164, 1932.964); (2347.329, 1927.589); (2344.783, 1900.530); (2357.785, 1897.930); (2361.016, 1898.253); (2373.900, 1901.581); (2375.526, 1902.157); (2377.454, 1904.858)"
337,"(1097.452, 1701.549); (1097.727, 1700.051); (1102.468, 1690.923); (1106.922, 1687.600); (1109.887, 1687.369); (1115.411, 1689.222); (1117.181, 1690.361); (1119.593, 1694.177); (1120.550, 1696.184); (1121.056, 1703.305); (1121.332, 1707.260); (1119.488, 1713.395); (1118.770, 1715.112); (1116.156, 1718.774); (1113.612, 1718.169); (1104.591, 1714.669); (1102.820, 1713.651); (1100.105, 1710.761); (1097.803, 1705.884)"
338,"(8.930, 4087.225); (9.084, 4086.501); (17.659, 4086.659); (10.141, 4087.370)"
339,"(5356.426, 1385.942); (5353.218, 1382.567); (5355.138, 1380.755); (5362.342, 1375.883); (5374.869, 1370.641); (5375.945, 1370.305); (5377.607, 1370.345); (5379.812, 1370.474); (5389.640, 1383.691); (5382.668, 1397.017); (5379.823, 1399.106); (5376.214, 1399.149)"
340,"(1031.260, 3110.893); (1030.838, 3127.018); (1027.174, 3124.870); (1017.384, 3118.888); (1020.228, 3116.050); (1027.221, 3111.082)"
341,"(1785.052, 4043.067); (1792.616, 4044.243); (1792.154, 4045.259); (1786.150, 4054.596)"
342,"(537.243, 2270.771); (543.807, 2265.987); (543.395, 2279.211)"
343,"(5232.796, 1366.024); (5224.603, 1356.422); (5231.436, 1351.100); (5239.586, 1350.166); (5240.358, 1350.270); (5240.738, 1358.208); (5239.815, 1364.734); (5237.759, 1366.824)"
344,"(1017.399, 2838.525); (1022.632, 2826.206); (1044.457, 2827.310); (1035.068, 2838.160)"
345,"(109.474, 2406.845); (104.844, 2404.807); (112.490, 2398.618); (122.834, 2396.333); (115.343, 2405.539)"
346,"(7065.180, 1105.699); (7072.499, 1108.864); (7068.960, 1111.106)"
347,"(5448.865, 1227.993); (5456.262, 1224.863); (5460.499, 1226.437); (5460.707, 1236.875); (5457.181, 1239.029); (5451.324, 1236.751)"
348,"(6422.010, 1250.301); (6430.032, 1260.640); (6427.751, 1269.009); (6422.344, 1270.870); (6415.878, 1270.890); (6411.911, 1263.135); (6408.810, 1254.342); (6413.882, 1249.284)"
349,"(7850.329, 3991.205); (7848.778, 3988.010); (7859.915, 3920.957); (7863.778, 3915.607); (7858.579, 3963.582)"
350,"(6441.441, 3872.649); (6440.926, 3862.729); (6442.314, 3856.802); (6446.978, 3844.979); (6451.315, 3843.243); (6453.428, 3845.431); (6454.695, 3873.417); (6453.685, 3878.584)"
351,"(6926.672, 3126.980); (6921.436, 3125.797); (6922.648, 3107.057); (6929.229, 3084.367); (6939.848, 3077.807); (6941.765, 3077.375); (6934.255, 3104.541)"
352,"(3033.407, 3350.609); (3032.821, 3344.241); (3035.264, 3338.756); (3037.807, 3340.439); (3036.300, 3346.868)"
353,"(5309.008, 1078.535); (5305.298, 1075.059); (5308.195, 1074.814); (5311.573, 1076.551)"
354,"(6737.085, 1142.430); (6736.120, 1142.641); (6729.374, 1139.709); (6729.094, 1139.485); (6729.145, 1139.391); (6736.036, 1141.070)"
355,"(4395.092, 3052.810); (4390.688, 3063.322); (4380.521, 3060.628); (4364.749, 3055.155); (4361.085, 3050.897); (4363.596, 3047.368)"
356,"(5936.305, 4087.339); (5928.520, 4087.095); (5934.306, 4066.093); (5940.618, 4053.452); (5944.630, 4055.383); (5943.586, 4072.339)"
357,"(8.676, 3907.737); (9.556, 3891.268); (11.667, 3911.538); (11.958, 3926.946); (8.811, 3914.844)"
358,"(2025.471, 3895.178); (2027.137, 3890.685); (2030.550, 3890.843); (2033.966, 3893.294); (2042.440, 3951.132); (2042.840, 3958.686); (2026.449, 3912.495)"
359,"(5818.866, 1266.917); (5813.867, 1270.806); (5803.541, 1264.694); (5801.133, 1256.021); (5802.505, 1254.734); (5807.099, 1254.410); (5818.214, 1256.281)"
360,"(5912.875, 1165.458); (5922.661, 1172.833); (5920.148, 1175.321); (5915.529, 1171.000)"
361,"(2345.387, 1878.345); (2351.688, 1875.803); (2356.586, 1877.608); (2351.415, 1879.307)"
362,"(6667.101, 3222.938); (6664.826, 3212.241); (6668.680, 3208.272); (6672.934, 3219.859)"
363,"(4746.522, 2843.004); (4742.410, 2848.836); (4673.400, 2870.415); (4666.597, 2871.410); (4657.334, 2869.738); (4650.635, 2868.310); (4629.585, 2862.831); (4623.671, 2859.775); (4617.679, 2815.682); (4617.413, 2809.086); (4643.873, 2806.804); (4671.234, 2808.740); (4739.125, 2814.699); (4746.312, 2819.330)"
364,"(5224.901, 2611.117); (5247.400, 2580.741); (5251.955, 2582.195); (5258.898, 2588.036); (5263.550, 2595.375); (5266.898, 2600.830); (5271.233, 2629.140); (5271.398, 2637.195); (5269.144, 2641.660); (5252.982, 2647.490); (5237.787, 2640.256); (5229.666, 2630.880); (5226.756, 2626.907); (5225.061, 2618.948)"
365,"(7817.953, 1862.210); (7816.584, 1821.046); (7863.121, 1789.016); (7879.832, 1790.624); (7888.662, 1796.243); (7895.436, 1802.324); (7901.017, 1862.573); (7888.786, 1887.484); (7873.242, 1900.836); (7854.874, 1911.104); (7839.258, 1900.716); (7819.912, 1866.655)"
366,"(2921.650, 3420.447); (2947.729, 3415.382); (2950.617, 3418.705); (2959.564, 3444.678); (2958.857, 3451.963); (2951.414, 3471.655); (2947.024, 3479.432); (2942.175, 3478.889); (2930.579, 3469.461); (2927.100, 3465.200); (2920.810, 3453.964); (2921.165, 3425.400)"
367,"(6153.377, 2070.332); (6163.789, 2062.789); (6169.423, 2060.544); (6173.553, 2058.976); (6191.201, 2064.492); (6223.074, 2088.523); (6236.294, 2160.066); (6228.073, 2166.315); (6222.752, 2167.108); (6191.815, 2165.135); (6188.891, 2159.239); (6157.283, 2082.179)"
368,"(7379.463, 2085.693); (7368.845, 2071.078); (7373.489, 2052.198); (7374.647, 2047.811); (7377.708, 2043.592); (7418.083, 2017.959); (7431.808, 2014.647); (7437.258, 2014.705); (7447.200, 2041.324); (7418.093, 2085.289); (7399.929, 2102.323); (7395.767, 2103.448)"
369,"(7100.457, 1366.810); (7092.104, 1361.140); (7081.481, 1346.803); (7081.421, 1342.497); (7086.829, 1333.068); (7097.785, 1336.062); (7104.126, 1340.094); (7112.252, 1359.899); (7106.924, 1366.575)"
370,"(5743.516, 1271.381); (5737.045, 1256.310); (5740.682, 1254.389); (5750.486, 1252.491); (5757.653, 1255.494); (5756.457, 1260.513); (5753.806, 1268.461); (5748.253, 1271.256)"
371,"(4388.487, 2030.571); (4325.215, 2039.026); (4318.924, 2038.356); (4296.546, 1990.220); (4316.635, 1982.142); (4345.246, 1972.057); (4352.082, 1971.125); (4364.403, 1974.338); (4396.283, 1989.870); (4400.014, 1994.657); (4398.093, 2001.359)"
372,"(4842.621, 1738.974); (4865.873, 1730.277); (4875.675, 1730.920); (4881.254, 1736.843); (4895.259, 1763.916); (4898.057, 1773.643); (4897.337, 1795.464); (4896.976, 1805.599); (4892.524, 1820.790); (4844.173, 1846.633); (4835.794, 1845.910); (4808.805, 1828.831); (4813.765, 1801.717)"
373,"(6284.231, 2081.962); (6280.547, 2066.429); (6290.437, 2060.639); (6309.368, 2054.552); (6314.784, 2055.696); (6324.058, 2060.280); (6331.509, 2065.101); (6335.875, 2073.738); (6342.456, 2098.968); (6333.029, 2102.894); (6326.811, 2103.112)"
374,"(184.482, 2106.389); (215.981, 2180.390); (215.318, 2187.423); (163.999, 2230.717); (152.180, 2217.142); (142.573, 2197.682); (139.378, 2185.727); (136.540, 2171.229); (137.341, 2155.670); (142.805, 2122.961); (144.409, 2114.355); (162.332, 2109.836); (174.004, 2107.592)"
375,"(5775.740, 3125.285); (5768.552, 3047.839); (5770.180, 3030.708); (5772.228, 3020.354); (5787.876, 3001.212); (5804.512, 2984.583); (5841.481, 2963.555); (5848.563, 2963.485); (5858.280, 2973.061); (5845.451, 3061.054); (5833.248, 3116.406); (5825.890, 3121.406); (5816.400, 3123.986); (5803.034, 3127.302); (5792.715, 3127.011); (5784.931, 3126.370)"
376,"(6996.330, 2269.679); (6984.585, 2199.926); (6986.436, 2192.889); (6989.937, 2188.906); (6994.311, 2186.437); (7000.003, 2185.762); (7048.069, 2187.354); (7109.628, 2190.535); (7114.776, 2191.436); (7136.465, 2199.106); (7135.139, 2206.961); (7087.968, 2271.845); (7066.320, 2295.072); (7033.324, 2294.062); (7027.617, 2292.416); (7023.360, 2289.476)"
377,"(7311.705, 2821.505); (7306.800, 2826.815); (7260.805, 2863.521); (7255.671, 2866.004); (7237.936, 2871.337); (7229.608, 2871.284); (7191.184, 2842.492); (7184.392, 2829.246); (7177.055, 2813.371); (7184.075, 2807.000); (7236.123, 2794.620); (7277.611, 2792.235); (7320.763, 2796.051); (7316.757, 2809.072)"
378,"(6169.808, 2038.782); (6153.116, 2026.908); (6153.633, 2018.579); (6158.845, 2012.848); (6163.987, 2008.681); (6186.124, 2024.336); (6190.435, 2027.644); (6192.822, 2033.111); (6178.497, 2037.257)"
379,"(4483.896, 2038.242); (4472.387, 2038.555); (4447.442, 2027.358); (4439.529, 2022.867); (4427.050, 2013.114); (4425.084, 2010.366); (4433.340, 1997.351); (4440.275, 1987.139); (4446.550, 1981.029); (4472.993, 1955.641); (4479.498, 1950.156); (4487.245, 1946.545); (4497.692, 1944.578); (4503.759, 1944.467); (4518.718, 1949.395); (4526.187, 1952.132); (4526.626, 1959.849); (4525.082, 1966.482); (4487.725, 2031.716)"
380,"(767.937, 4015.347); (745.615, 4022.903); (730.365, 4019.128); (649.592, 3996.096); (541.049, 3962.412); (530.613, 3958.603); (524.635, 3951.827); (521.423, 3943.466); (526.565, 3942.356); (537.674, 3943.651); (583.713, 3955.377); (689.789, 3984.792); (745.070, 4002.186); (758.755, 4009.109)"
381,"(4625.716, 4052.073); (4617.076, 4029.628); (4637.045, 3805.588); (4647.027, 3698.382); (4943.897, 3191.167); (4948.240, 3187.424); (5146.715, 3087.771); (5500.206, 3087.974); (5584.731, 3089.408); (5608.286, 3090.369); (5612.604, 3112.734); (5616.055, 3279.884); (5616.009, 3723.500); (5615.873, 3905.831); (5612.155, 4024.591); (5607.216, 4086.776); (5606.659, 4086.769); (5605.277, 4086.750); (5540.675, 4085.881); (4943.801, 4077.849); (4702.177, 4074.597); (4642.206, 4073.790)"
382,"(4142.448, 1191.003); (4137.190, 1188.742); (4141.332, 1184.688); (4148.010, 1183.677)"
383,"(8170.004, 1739.297); (8138.463, 1776.650); (8113.850, 1782.626); (8103.122, 1778.847); (8079.895, 1746.125); (8074.416, 1720.814); (8073.301, 1712.108); (8073.209, 1705.086); (8076.831, 1674.092); (8128.968, 1677.066); (8166.197, 1713.047); (8168.703, 1720.144)"
384,"(6802.877, 1956.764); (6792.774, 1948.275); (6794.421, 1942.748); (6799.765, 1928.767); (6802.516, 1923.556); (6807.703, 1920.886); (6814.899, 1919.418); (6825.498, 1919.856); (6854.677, 1933.101); (6860.673, 1937.798); (6872.553, 1954.410); (6872.908, 1959.784); (6872.206, 1963.911); (6849.270, 1972.025); (6845.156, 1973.334); (6835.546, 1975.457)"
385,"(1034.517, 2004.485); (1033.451, 1997.957); (1035.233, 1972.067); (1037.810, 1960.080); (1043.928, 1951.532); (1069.311, 1925.902); (1084.875, 1919.422); (1089.640, 1918.731); (1106.174, 1917.721); (1111.729, 1918.506); (1168.558, 1965.080); (1171.233, 1968.080); (1173.117, 1975.166); (1175.996, 1994.984); (1172.901, 1999.798); (1118.156, 2038.503); (1116.723, 2038.492); (1108.536, 2037.377); (1098.349, 2034.178); (1094.962, 2032.656)"
386,"(3470.016, 1952.743); (3487.997, 1959.250); (3491.160, 1963.361); (3523.549, 2010.808); (3527.323, 2023.698); (3526.988, 2034.689); (3522.103, 2038.283); (3519.143, 2038.556); (3412.683, 2020.434); (3411.847, 2020.256); (3400.991, 1997.953); (3409.006, 1979.092); (3420.388, 1959.014); (3431.436, 1955.430); (3440.873, 1953.819)"
387,"(673.732, 1929.399); (680.452, 2038.170); (675.107, 2038.795); (661.590, 2037.878); (650.146, 2033.412); (635.405, 2027.097); (596.146, 1999.433); (594.250, 1993.854); (592.210, 1987.594); (585.225, 1942.320); (588.215, 1926.946); (589.366, 1921.052); (592.258, 1913.693); (596.351, 1910.891); (633.380, 1912.303); (645.392, 1916.433)"
388,"(3432.703, 1757.668); (3440.451, 1751.042); (3454.149, 1753.202); (3457.484, 1776.016); (3456.357, 1782.906); (3454.382, 1782.640); (3446.800, 1774.829)"
389,"(6021.981, 3614.481); (6008.230, 3638.931); (5968.970, 3631.143); (5961.297, 3623.390); (5967.340, 3615.661); (5973.562, 3611.382); (5984.205, 3608.166); (5994.350, 3607.137); (6010.019, 3608.695); (6019.120, 3612.516)"
390,"(8025.922, 3815.145); (8025.349, 3793.436); (8026.726, 3789.963); (8032.922, 3796.893); (8034.838, 3799.715)"
