NO,Polygon Points
454,"(1316.350, 1994.931); (1313.894, 2007.399); (1307.528, 1998.281); (1305.102, 1993.685); (1313.540, 1987.074)"
455,"(425.202, 346.107); (427.612, 340.891); (434.180, 338.277); (439.166, 340.230); (455.960, 349.643); (460.879, 359.246); (462.132, 367.004); (460.214, 372.913); (457.401, 374.633); (444.249, 369.047); (432.608, 361.906); (428.223, 354.220)"
456,"(357.647, 3934.370); (342.980, 3943.352); (341.431, 3943.268); (333.755, 3939.564); (328.939, 3934.166); (350.256, 3931.899)"
457,"(1350.639, 292.228); (1346.795, 311.229); (1328.986, 307.175); (1321.116, 299.195); (1321.288, 290.496); (1324.377, 283.930); (1345.048, 284.843); (1350.212, 288.172)"
458,"(1448.935, 1264.998); (1458.695, 1258.798); (1466.405, 1265.149); (1452.361, 1270.521)"
459,"(3313.350, 1526.544); (3305.477, 1514.934); (3314.429, 1518.525); (3320.141, 1520.925)"
460,"(1961.581, 2311.694); (1961.190, 2305.377); (1970.788, 2300.473); (1976.910, 2298.401); (1981.892, 2299.805); (1989.664, 2305.122); (2002.890, 2324.546); (2002.275, 2336.212); (2001.572, 2346.453); (1998.005, 2358.812); (1995.258, 2357.915)"
461,"(2359.747, 3031.372); (2364.370, 3047.821); (2362.982, 3061.590); (2358.027, 3063.208); (2353.553, 3057.635); (2346.314, 3046.267); (2345.183, 3036.532); (2348.749, 3030.843); (2353.816, 3028.736)"
462,"(3103.268, 2214.746); (3096.865, 2204.882); (3102.628, 2202.559); (3112.676, 2199.571); (3121.597, 2204.427); (3120.736, 2210.377); (3118.573, 2215.191)"
463,"(3193.406, 1499.084); (3196.426, 1511.816); (3194.105, 1521.082); (3179.132, 1527.477); (3177.331, 1520.817); (3178.120, 1512.729); (3185.896, 1500.100)"
464,"(2153.142, 310.641); (2176.100, 282.526); (2180.935, 286.659); (2181.758, 303.401); (2177.336, 305.560)"
465,"(1767.107, 566.127); (1758.161, 566.567); (1742.609, 551.033); (1739.742, 547.287); (1737.494, 539.520); (1741.049, 537.192); (1762.468, 536.294); (1773.978, 537.721); (1776.171, 543.415); (1774.817, 553.540); (1771.400, 559.180)"
466,"(8.595, 1867.268); (9.352, 1856.564); (18.130, 1859.845); (18.391, 1867.259); (18.548, 1874.293); (13.486, 1878.552); (10.009, 1872.280)"
467,"(751.294, 1927.330); (745.034, 1922.126); (751.506, 1916.445); (759.410, 1917.253); (761.723, 1920.873); (756.389, 1926.471)"
468,"(336.598, 1237.981); (329.301, 1231.611); (334.969, 1225.895); (347.064, 1220.621); (364.526, 1219.264); (366.469, 1220.741); (365.677, 1225.718); (362.705, 1228.869); (359.675, 1231.983); (347.759, 1238.362); (343.409, 1238.949)"
469,"(1277.125, 3868.713); (1276.343, 3879.397); (1273.448, 3873.745); (1272.956, 3865.839); (1273.572, 3863.396)"
470,"(3697.890, 1846.555); (3689.382, 1838.380); (3701.141, 1833.555); (3709.533, 1830.839); (3709.713, 1838.298); (3706.147, 1843.141)"
471,"(2792.675, 1807.975); (2793.577, 1770.312); (2809.813, 1780.006); (2817.205, 1791.466); (2817.025, 1801.146); (2812.136, 1808.733); (2797.878, 1814.991)"
472,"(1695.050, 213.716); (1689.057, 214.657); (1690.725, 208.934)"
473,"(299.117, 2916.511); (296.222, 2919.326); (285.871, 2918.025); (281.149, 2913.030); (296.806, 2914.981)"
474,"(412.856, 231.107); (408.883, 229.852); (413.372, 224.831); (416.135, 226.525)"
475,"(3400.681, 693.600); (3403.403, 685.581); (3414.941, 695.345); (3408.437, 695.092)"
476,"(3868.982, 3410.963); (3865.066, 3414.637); (3866.938, 3407.106); (3870.334, 3402.354)"
477,"(3818.841, 3222.816); (3817.423, 3214.168); (3821.104, 3208.411); (3829.375, 3201.463); (3828.182, 3207.663); (3822.469, 3220.977)"
478,"(3261.696, 396.278); (3259.818, 407.427); (3253.921, 406.668); (3246.651, 403.922); (3240.793, 399.197); (3243.109, 394.836); (3250.268, 385.459); (3255.729, 387.302); (3259.662, 391.359)"
479,"(441.301, 230.573); (440.534, 225.531); (444.818, 225.528); (448.402, 227.840)"
480,"(4056.741, 674.181); (4061.007, 663.802); (4064.880, 665.441); (4068.131, 674.521); (4066.635, 679.363); (4062.249, 677.523)"
481,"(489.425, 356.251); (491.580, 349.197); (500.539, 354.946); (497.140, 359.377)"
482,"(18.985, 609.109); (14.383, 615.009); (10.112, 610.387); (8.965, 604.562); (15.226, 599.830)"
483,"(1784.823, 263.290); (1792.827, 252.523); (1795.368, 254.856); (1794.943, 261.185)"
484,"(1048.791, 400.216); (1057.854, 394.575); (1057.255, 402.342); (1051.907, 406.854)"
485,"(3576.616, 231.220); (3579.399, 225.374); (3580.718, 227.904); (3580.380, 231.391)"
486,"(296.565, 656.112); (304.553, 646.622); (310.554, 649.828); (312.707, 662.595); (306.445, 661.876); (302.251, 660.959)"
487,"(2584.687, 2988.559); (2592.043, 2983.523); (2597.542, 2983.829); (2606.618, 2984.961); (2614.638, 2988.412); (2611.085, 2994.273); (2602.536, 2996.410); (2592.307, 2998.735); (2585.853, 2993.029)"
488,"(1502.226, 263.242); (1497.079, 258.170); (1498.331, 254.773); (1506.617, 258.032)"
489,"(233.294, 471.222); (200.554, 464.494); (201.894, 458.043); (214.023, 447.647); (225.531, 442.410); (229.592, 447.019); (238.146, 464.792)"
490,"(1408.310, 2774.920); (1401.170, 2769.092); (1402.709, 2755.422); (1407.416, 2766.564)"
491,"(888.829, 1712.264); (895.059, 1705.318); (896.228, 1711.811); (890.741, 1718.504)"
492,"(2760.872, 326.587); (2765.307, 321.612); (2769.430, 322.611); (2766.011, 325.304)"
493,"(2018.299, 3398.937); (2009.424, 3381.505); (2010.763, 3373.404); (2013.391, 3368.861); (2018.229, 3370.200); (2024.121, 3379.562); (2022.873, 3386.120); (2020.854, 3393.049)"
494,"(2076.179, 1210.804); (2082.122, 1212.863); (2080.911, 1219.654); (2079.407, 1226.089); (2071.554, 1234.331); (2060.680, 1238.630); (2057.405, 1239.456); (2057.778, 1234.004); (2068.066, 1220.575)"
495,"(1496.757, 694.773); (1498.875, 684.121); (1504.531, 685.150); (1502.121, 688.355)"
496,"(3704.363, 863.685); (3709.336, 865.267); (3707.396, 870.747); (3703.112, 877.974); (3698.542, 883.611); (3693.826, 886.350); (3688.760, 886.775); (3689.273, 882.277); (3698.467, 870.477)"
497,"(1735.096, 511.823); (1727.958, 518.748); (1723.191, 515.134); (1721.067, 508.172); (1729.101, 507.491); (1735.070, 508.382)"
498,"(2425.746, 3207.060); (2424.814, 3195.557); (2428.532, 3183.530); (2432.642, 3192.445); (2432.246, 3201.452)"
499,"(504.610, 1262.758); (507.521, 1252.336); (511.856, 1254.405); (515.586, 1266.851); (514.140, 1271.396); (506.583, 1271.276)"
500,"(8.943, 230.557); (8.763, 225.542); (13.007, 222.861); (16.263, 226.638)"
501,"(3064.790, 261.114); (3067.262, 253.617); (3071.380, 254.260); (3072.775, 258.022); (3069.138, 261.712); (3067.476, 262.724)"
502,"(323.147, 251.989); (323.750, 258.481); (318.012, 263.247); (313.251, 257.718); (316.478, 252.853)"
503,"(3130.424, 529.812); (3118.133, 535.264); (3113.191, 527.912); (3112.673, 516.084); (3128.437, 522.292)"
504,"(712.909, 1712.314); (720.004, 1703.081); (727.172, 1702.361); (741.463, 1703.530); (734.946, 1714.165); (720.025, 1718.750); (716.105, 1717.168)"
505,"(958.173, 615.402); (953.272, 605.290); (960.114, 601.258); (967.784, 601.539); (963.622, 612.101)"
506,"(1542.206, 2118.749); (1545.133, 2125.636); (1535.102, 2132.712); (1528.564, 2134.655); (1518.009, 2134.678); (1512.699, 2128.295); (1530.252, 2119.842)"
507,"(745.494, 560.125); (745.776, 555.017); (756.080, 543.241); (762.999, 547.000); (764.392, 553.226); (763.993, 560.976); (761.616, 566.214); (755.628, 566.964); (750.036, 564.490)"
508,"(3421.959, 416.355); (3429.341, 416.666); (3426.642, 420.375); (3417.287, 422.652); (3418.253, 417.611)"
509,"(1247.470, 262.871); (1241.023, 254.179); (1246.855, 252.960); (1248.358, 255.555)"
510,"(553.280, 407.282); (552.932, 388.485); (558.687, 387.903); (571.359, 389.909); (567.587, 393.941); (557.910, 403.821)"
511,"(2816.780, 2774.827); (2808.961, 2763.239); (2811.222, 2753.663); (2814.510, 2761.635)"
512,"(2582.151, 2107.025); (2584.549, 2123.669); (2584.213, 2128.330); (2580.226, 2135.122); (2572.645, 2129.916); (2569.048, 2115.139); (2576.626, 2107.224)"
513,"(1384.871, 481.804); (1392.893, 472.667); (1394.414, 486.383); (1388.731, 486.965)"
514,"(3449.269, 726.872); (3449.097, 717.791); (3452.250, 715.408); (3455.285, 722.790)"
515,"(2057.326, 1792.046); (2068.944, 1793.928); (2069.955, 1799.401); (2062.172, 1798.070)"
516,"(638.077, 230.645); (632.913, 227.906); (636.719, 224.429)"
517,"(3831.650, 2437.048); (3828.274, 2439.469); (3821.557, 2439.070); (3816.753, 2434.562); (3824.580, 2433.937)"
518,"(1080.531, 1841.256); (1083.340, 1831.998); (1087.604, 1839.310); (1085.558, 1847.205)"
519,"(1276.219, 1062.916); (1268.922, 1062.053); (1265.710, 1061.540); (1260.404, 1059.915); (1256.960, 1047.710); (1267.471, 1049.754); (1273.382, 1058.451)"
520,"(2793.083, 770.969); (2803.497, 770.703); (2809.651, 782.366); (2810.648, 790.578); (2800.535, 789.440)"
521,"(1112.607, 268.628); (1119.801, 273.659); (1114.431, 278.900)"
522,"(2296.781, 1855.823); (2303.490, 1847.235); (2309.903, 1855.811); (2300.438, 1863.347)"
523,"(2240.730, 2119.148); (2233.198, 2104.507); (2240.528, 2111.534)"
524,"(2425.310, 3349.125); (2435.360, 3346.379); (2443.683, 3347.648); (2447.010, 3349.913); (2432.277, 3350.639)"
525,"(2425.396, 3783.012); (2436.754, 3775.847); (2453.645, 3778.309); (2458.044, 3782.874); (2437.050, 3783.116)"
526,"(3853.333, 2663.379); (3849.448, 2657.710); (3854.107, 2655.903); (3865.645, 2654.582); (3873.437, 2657.802); (3858.074, 2662.701)"
527,"(3569.192, 887.491); (3561.353, 885.491); (3566.377, 881.676)"
528,"(995.094, 262.693); (985.422, 257.819); (986.950, 253.018); (990.613, 256.002)"
529,"(888.803, 1783.385); (890.209, 1771.786); (893.682, 1774.937); (893.264, 1779.504)"
530,"(2328.508, 1581.673); (2323.905, 1590.639); (2315.743, 1586.703); (2312.746, 1582.503); (2324.201, 1579.741)"
531,"(3289.061, 228.070); (3294.543, 226.664); (3294.415, 230.831)"
532,"(3321.449, 356.198); (3325.411, 355.205); (3329.122, 357.847); (3327.688, 358.904)"
533,"(895.192, 325.213); (889.432, 326.917); (890.599, 320.171)"
534,"(3480.669, 3473.854); (3484.573, 3464.088); (3492.659, 3464.633); (3502.954, 3467.197); (3513.435, 3471.222); (3520.018, 3474.505); (3515.198, 3478.906); (3503.180, 3478.558)"
535,"(1193.213, 3894.312); (1197.322, 3890.790); (1213.090, 3894.262); (1201.838, 3894.859)"
536,"(229.102, 3995.199); (248.652, 4007.287); (204.249, 4004.018); (193.229, 4002.710); (184.703, 3994.200); (214.412, 3994.445)"
537,"(1640.955, 1314.955); (1654.191, 1308.692); (1659.351, 1313.661); (1647.587, 1318.593)"
538,"(514.006, 1154.838); (510.356, 1160.636); (460.716, 1206.539); (373.614, 1203.095); (342.954, 1199.675); (335.340, 1190.676); (332.387, 1184.082); (330.985, 1179.411); (329.328, 1145.004); (330.281, 1141.344); (373.680, 1131.279); (390.847, 1128.394); (399.469, 1127.439); (404.596, 1126.939); (476.132, 1129.304); (501.607, 1130.452); (508.109, 1135.756); (512.071, 1144.271)"
539,"(1033.927, 2137.440); (1032.996, 1968.576); (1034.355, 1880.375); (1035.341, 1830.991); (1051.958, 1688.438); (1053.940, 1684.758); (1067.304, 1683.604); (1294.783, 1672.729); (1302.365, 1769.565); (1302.642, 1774.668); (1301.663, 1782.805); (1210.919, 2226.485); (1147.806, 2288.273); (1139.964, 2293.742); (1122.132, 2294.779); (1062.655, 2287.692); (1058.488, 2284.351); (1035.053, 2209.754); (1034.494, 2198.986)"
540,"(4067.513, 566.620); (4081.088, 628.437); (4066.514, 631.494); (3988.391, 629.413); (3980.130, 604.694); (3978.371, 595.063); (3976.826, 582.734); (3978.016, 579.397); (3988.518, 564.884); (3996.057, 561.298); (4005.386, 558.260); (4045.785, 554.056); (4057.138, 555.249)"
541,"(744.538, 3915.087); (760.963, 3893.051); (765.985, 3891.950); (820.201, 3882.136); (865.577, 3880.350); (884.525, 3879.733); (917.972, 3884.859); (927.798, 3888.516); (931.650, 3890.213); (935.172, 3892.296); (940.166, 3897.987); (943.643, 3904.475); (947.238, 3919.663); (948.163, 3923.884); (926.023, 3924.639); (803.836, 3926.635); (767.110, 3926.337); (755.541, 3925.533); (747.408, 3923.771); (745.685, 3919.747)"
542,"(2920.687, 277.698); (2923.206, 260.552); (2929.550, 260.985); (2938.558, 263.883); (2938.517, 270.721); (2935.749, 273.835); (2923.412, 279.368)"
543,"(3565.042, 3484.965); (3577.992, 4021.498); (3576.806, 4034.515); (3575.639, 4041.094); (3556.365, 4083.054); (3554.662, 4086.032); (3532.598, 4087.319); (3531.322, 4072.062); (3529.521, 4019.597); (3528.993, 3938.013); (3528.521, 3645.784); (3530.814, 3504.219); (3531.165, 3499.171); (3548.388, 3468.504); (3559.408, 3468.033); (3564.488, 3470.547)"
544,"(3273.623, 545.240); (3273.387, 503.888); (3274.664, 496.610); (3278.294, 481.051); (3282.192, 479.391); (3298.606, 479.874); (3314.002, 482.713); (3326.336, 485.987); (3331.034, 516.200); (3332.387, 532.914); (3332.357, 537.193); (3325.866, 557.481); (3315.471, 564.688); (3295.310, 566.654); (3291.282, 566.714)"
545,"(1217.794, 3193.098); (1359.057, 3229.234); (1353.874, 3235.551); (1343.865, 3246.467); (1217.631, 3255.001); (1214.341, 3254.828); (1161.113, 3238.032); (1161.815, 3226.686); (1163.657, 3220.477); (1171.316, 3211.048); (1200.066, 3193.482)"
546,"(2057.621, 3875.332); (2056.936, 3784.766); (2057.803, 3759.529); (2061.286, 3742.041); (2081.938, 3751.901); (2084.045, 3763.552); (2085.515, 3811.731); (2083.147, 3865.749); (2082.623, 3870.645); (2078.021, 3880.360); (2073.866, 3887.148); (2067.973, 3892.367); (2061.919, 3894.903); (2059.072, 3889.902)"
547,"(3671.174, 3082.350); (3707.328, 3084.327); (3711.260, 3087.262); (3714.770, 3113.382); (3716.091, 3136.202); (3715.732, 3358.968); (3715.275, 3366.598); (3713.822, 3378.559); (3698.769, 3383.115); (3667.306, 3374.904); (3662.038, 3364.300); (3660.579, 3328.918); (3660.114, 3316.673); (3656.832, 3129.831); (3664.628, 3097.098); (3666.630, 3090.195)"
548,"(2264.364, 2971.280); (2293.532, 2960.285); (2298.923, 2963.261); (2305.190, 2971.227); (2307.040, 2977.944); (2307.564, 3110.190); (2300.141, 3122.569); (2295.895, 3127.055); (2250.601, 3123.279); (2249.662, 3119.914); (2248.652, 3110.967); (2248.630, 3094.685); (2250.701, 3044.875); (2252.376, 3022.820); (2253.418, 3011.885); (2256.697, 2996.898)"
549,"(562.350, 1332.573); (537.007, 1335.034); (527.191, 1327.924); (524.039, 1315.123); (523.473, 1297.301); (520.667, 1196.721); (520.881, 1190.045); (526.797, 1186.930); (575.622, 1206.658); (590.023, 1229.875); (591.782, 1236.657); (592.731, 1245.107); (592.976, 1277.986); (588.833, 1290.204)"
550,"(1196.818, 3418.634); (1198.224, 3410.647); (1216.829, 3418.042); (1219.289, 3434.652); (1224.953, 3478.082); (1224.882, 3486.828); (1217.502, 3567.270); (1214.788, 3570.830); (1199.715, 3575.030); (1193.575, 3574.036); (1193.199, 3569.934); (1193.326, 3536.000); (1194.567, 3490.870)"
551,"(1224.554, 2351.530); (1229.571, 2030.965); (1230.698, 2012.032); (1233.850, 2002.967); (1241.587, 2002.415); (1287.085, 2003.816); (1295.466, 2023.715); (1296.036, 2136.754); (1293.769, 2269.085); (1284.135, 2317.133); (1256.319, 2351.180); (1248.014, 2356.542); (1233.134, 2359.071); (1225.242, 2356.572)"
552,"(2852.431, 547.207); (2771.615, 566.670); (2763.650, 558.431); (2761.571, 550.344); (2760.604, 535.031); (2768.212, 521.380); (2814.242, 513.062); (2818.126, 512.624); (2855.058, 521.592); (2854.066, 535.275)"
553,"(2132.424, 4075.994); (2057.000, 3468.138); (2057.539, 3461.176); (2089.499, 3360.549); (2097.465, 3353.131); (2104.844, 3348.736); (2137.828, 3339.364); (2196.848, 3335.688); (2217.449, 3336.199); (2255.435, 3339.213); (2265.021, 3341.994); (2267.551, 3350.412); (2269.758, 3361.337); (2285.526, 3579.455); (2296.385, 4083.444); (2270.856, 4086.495); (2258.660, 4087.162); (2202.642, 4087.057); (2165.128, 4086.799); (2148.174, 4085.181); (2145.171, 4084.280); (2133.391, 4079.133)"
554,"(1760.641, 1747.215); (1697.957, 2289.812); (1692.398, 2294.818); (1641.424, 2273.066); (1611.712, 2196.845); (1608.468, 2186.995); (1597.663, 2144.396); (1545.390, 1728.921); (1551.344, 1719.186); (1560.907, 1715.925); (1604.498, 1706.655); (1616.112, 1704.485); (1644.774, 1702.243); (1748.910, 1709.503); (1757.601, 1716.446)"
555,"(2773.512, 439.483); (2760.806, 427.944); (2766.761, 394.330); (2798.888, 384.264); (2806.800, 381.941); (2818.767, 379.508); (2825.965, 381.331); (2827.438, 386.055); (2821.878, 398.881); (2803.037, 424.991); (2779.005, 436.950)"
556,"(84.818, 695.358); (21.730, 679.791); (14.702, 671.602); (8.976, 658.352); (37.682, 628.287); (49.921, 628.766); (72.284, 634.476); (91.128, 640.353); (97.447, 643.227); (102.335, 650.440); (103.333, 664.485); (101.906, 668.233); (90.099, 693.563)"
557,"(3913.263, 2089.769); (3913.419, 1719.516); (3916.389, 1674.678); (3925.894, 1649.258); (3929.757, 1642.394); (3936.573, 1639.116); (3975.916, 1639.489); (3981.702, 1641.431); (3987.225, 1643.583); (4001.130, 1662.084); (4003.129, 1677.291); (4006.153, 1712.318); (4013.172, 1828.679); (4019.905, 2000.258); (4020.686, 2024.196); (4005.436, 2131.551); (4000.368, 2148.381); (3981.541, 2166.605); (3948.284, 2165.458); (3921.281, 2163.956); (3914.718, 2125.530)"
558,"(13.830, 2614.273); (38.678, 2603.400); (44.024, 2610.594); (55.887, 2628.353); (57.914, 2635.180); (56.327, 2645.155); (41.634, 2677.769); (18.041, 2679.061); (11.438, 2678.919); (8.923, 2677.447); (10.405, 2622.901)"
559,"(596.298, 1622.564); (574.832, 1617.075); (571.479, 1614.164); (554.857, 1595.065); (553.141, 1591.855); (556.469, 1587.414); (569.003, 1585.073); (603.243, 1588.085); (608.387, 1589.634); (615.441, 1594.456); (617.000, 1600.426); (617.127, 1607.692); (612.792, 1613.665)"
560,"(2522.346, 1193.402); (2678.226, 1189.626); (2683.299, 1190.847); (2685.739, 1205.043); (2690.627, 1269.644); (2688.019, 1270.614); (2683.669, 1270.702); (2671.556, 1270.663); (2613.430, 1267.508); (2559.440, 1263.449); (2538.226, 1261.017); (2511.141, 1256.116); (2507.751, 1250.839); (2505.185, 1236.655); (2515.076, 1202.025); (2518.971, 1194.610)"
561,"(4042.048, 3508.992); (4040.969, 3505.528); (4042.433, 3169.415); (4044.046, 3074.827); (4045.226, 3057.594); (4048.919, 3049.466); (4062.299, 3049.540); (4069.897, 3070.325); (4071.353, 3076.904); (4071.999, 3140.347); (4073.151, 3362.855); (4072.635, 3416.506); (4069.877, 3508.461); (4068.450, 3511.142)"
562,"(321.541, 1003.176); (265.331, 850.004); (273.030, 845.190); (285.505, 839.207); (335.876, 822.544); (376.251, 810.050); (411.938, 799.636); (417.409, 798.295); (426.875, 798.469); (434.908, 799.465); (453.592, 811.799); (472.750, 825.818); (479.796, 842.339); (484.427, 854.343); (487.904, 863.490); (495.007, 884.642); (493.674, 892.348); (484.106, 942.631); (477.357, 965.626); (475.883, 969.610); (468.528, 973.223); (346.275, 1011.344); (332.928, 1015.019); (326.556, 1015.453)"
563,"(3117.611, 1224.928); (3112.707, 1218.833); (3120.729, 1214.487); (3126.373, 1215.351); (3155.042, 1226.668); (3157.000, 1231.591); (3154.416, 1235.397); (3151.402, 1238.372); (3143.834, 1238.743); (3127.626, 1230.382)"
564,"(3864.377, 3987.867); (3856.406, 4024.039); (3772.815, 4086.262); (3765.859, 4087.442); (3641.966, 4076.352); (3634.331, 4075.600); (3626.897, 4074.562); (3625.854, 4073.097); (3623.062, 4032.205); (3593.270, 3468.805); (3598.821, 3453.057); (3602.419, 3443.116); (3607.948, 3432.284); (3671.583, 3412.246); (3783.236, 3413.925); (3821.218, 3415.085); (3840.258, 3416.722); (3843.520, 3434.046)"
565,"(2913.587, 3400.758); (3143.197, 3352.751); (3160.159, 3357.637); (3161.814, 3358.257); (3185.676, 3444.313); (3182.463, 3446.121); (3169.119, 3447.156); (3156.166, 3447.427); (3129.570, 3447.183); (2980.913, 3444.997); (2911.799, 3443.457); (2894.212, 3442.662); (2890.983, 3441.178); (2888.836, 3433.988); (2894.620, 3426.133)"
566,"(1993.002, 1030.164); (2021.144, 980.894); (2140.762, 998.141); (2141.435, 1007.560); (2141.338, 1014.216); (2046.810, 1079.118); (2032.480, 1074.312); (2002.960, 1043.781)"
567,"(1409.016, 2610.287); (1516.802, 2637.308); (1515.950, 2660.277); (1511.308, 2665.960); (1454.928, 2677.152); (1438.161, 2678.620); (1345.160, 2669.429); (1338.143, 2668.195); (1289.429, 2632.882); (1290.076, 2624.701); (1291.602, 2621.546); (1364.544, 2613.413)"
568,"(1739.609, 789.542); (1736.926, 782.460); (1741.248, 778.410); (1748.140, 773.716); (1760.790, 766.657); (1766.086, 765.287); (1776.454, 766.800); (1778.354, 771.988); (1771.982, 780.544); (1759.941, 791.307)"
569,"(1385.290, 438.921); (1366.958, 438.856); (1364.266, 433.593); (1353.087, 410.618); (1352.661, 408.283); (1369.610, 382.044); (1377.113, 372.710); (1396.553, 368.223); (1401.989, 367.190); (1410.459, 387.054); (1412.115, 399.255); (1409.101, 408.508); (1397.723, 436.014); (1395.775, 438.368)"
570,"(2509.700, 733.869); (2512.092, 742.950); (2505.636, 748.479); (2481.347, 758.980); (2477.546, 757.152); (2474.909, 749.859); (2473.417, 744.352); (2474.532, 738.746); (2482.736, 726.127); (2493.152, 721.110); (2502.817, 719.569); (2505.143, 723.823)"
571,"(1457.727, 1398.779); (1448.547, 1392.673); (1453.960, 1380.127); (1459.804, 1376.075); (1465.257, 1382.694); (1464.131, 1394.032)"
572,"(585.362, 2452.228); (728.697, 2427.843); (734.021, 2429.245); (739.000, 2430.645); (743.391, 2433.941); (747.057, 2440.847); (746.913, 2445.592); (729.698, 2455.732); (719.744, 2460.372); (707.086, 2464.414); (602.389, 2487.213); (596.816, 2482.961); (592.081, 2477.824); (585.586, 2460.676)"
573,"(3347.425, 3309.598); (3337.367, 2867.021); (3346.207, 2691.728); (3348.367, 2683.700); (3351.757, 2677.577); (3387.686, 2667.302); (3398.378, 2664.423); (3406.358, 2663.736); (3415.737, 2663.376); (3495.521, 2672.656); (3501.219, 2685.201); (3628.297, 3210.891); (3626.379, 3218.580); (3622.111, 3228.057); (3497.614, 3318.866); (3409.134, 3315.817); (3378.510, 3313.893); (3354.687, 3311.234)"
574,"(278.755, 564.152); (356.338, 513.208); (362.532, 514.613); (373.762, 525.478); (377.925, 554.458); (371.699, 596.138); (366.842, 620.424); (363.221, 630.458); (310.685, 631.001); (287.792, 630.376); (268.342, 628.751); (264.624, 628.136); (273.255, 581.578); (274.244, 577.406)"
575,"(153.232, 458.428); (165.178, 469.401); (159.884, 471.322); (153.787, 468.898)"
576,"(3344.069, 3510.963); (3279.535, 3488.770); (3274.674, 3483.738); (3273.134, 3475.359); (3276.801, 3467.787); (3289.449, 3468.512); (3308.856, 3473.323); (3324.205, 3477.290); (3331.422, 3479.329); (3353.423, 3486.514); (3358.562, 3492.570); (3358.175, 3500.999)"
577,"(1033.302, 3236.235); (1102.726, 3211.486); (1106.975, 3210.865); (1133.726, 3212.265); (1137.569, 3212.924); (1143.832, 3214.186); (1144.632, 3220.740); (1136.604, 3225.871); (1098.036, 3243.833); (1084.944, 3248.096); (1072.918, 3250.945); (1049.584, 3254.972); (1044.865, 3254.870); (1039.747, 3251.382); (1036.114, 3247.107)"
578,"(2260.518, 2705.268); (2261.125, 2709.133); (2251.433, 2710.855); (2241.424, 2710.227); (2233.315, 2709.513); (2233.831, 2706.289); (2243.654, 2696.841)"
579,"(3888.246, 2479.560); (3895.731, 2474.052); (3904.652, 2476.006); (3922.854, 2480.461); (3938.949, 2484.990); (3953.983, 2490.561); (3960.356, 2497.057); (3961.226, 2503.556); (3958.485, 2516.683); (3956.971, 2518.789); (3944.361, 2518.943); (3882.756, 2503.811); (3880.639, 2501.084); (3881.007, 2494.797)"
580,"(3946.355, 2297.540); (3952.459, 2303.634); (3946.834, 2308.876); (3942.364, 2311.008); (3928.891, 2307.685); (3931.293, 2301.050); (3941.107, 2298.299)"
581,"(2793.225, 734.248); (2796.660, 725.543); (2807.721, 733.409); (2805.240, 739.504); (2800.687, 742.620); (2796.107, 739.897)"
582,"(1016.509, 1279.061); (1018.350, 1286.978); (1018.245, 1296.633); (1015.955, 1302.417); (1010.956, 1302.563); (1004.384, 1295.581); (1000.633, 1283.434); (1008.080, 1280.381); (1010.449, 1279.463)"
583,"(1050.096, 840.122); (1047.124, 965.797); (1040.330, 970.067); (932.222, 1003.292); (897.372, 1013.677); (893.606, 1014.421); (879.440, 1015.417); (875.349, 1012.590); (870.413, 999.250); (845.812, 925.638); (784.471, 732.931); (777.913, 703.460); (777.202, 696.375); (779.794, 692.116); (798.146, 684.368); (902.195, 651.857); (917.493, 647.300); (939.553, 640.790); (978.014, 630.211); (981.807, 631.182); (990.359, 646.772); (998.100, 667.841); (1004.913, 688.162); (1011.915, 710.576); (1035.608, 786.613)"
584,"(457.051, 1454.904); (486.305, 1366.710); (494.269, 1364.408); (600.786, 1362.405); (623.270, 1363.495); (627.970, 1366.504); (654.803, 1447.937); (656.264, 1454.536); (649.535, 1459.294); (641.577, 1461.124); (629.241, 1462.054); (603.294, 1462.870); (585.376, 1462.762); (469.246, 1460.794); (459.395, 1457.979)"
585,"(2378.803, 945.199); (2378.274, 951.374); (2370.921, 951.265); (2361.217, 947.546); (2360.608, 942.136); (2364.847, 940.428); (2372.179, 939.853)"
586,"(3568.086, 434.818); (3598.800, 448.016); (3600.350, 453.564); (3608.357, 495.456); (3604.906, 502.802); (3598.409, 503.230); (3539.305, 503.170); (3534.790, 502.784); (3528.830, 502.098); (3530.211, 479.879); (3538.143, 464.763)"
587,"(145.320, 2120.797); (143.486, 2133.282); (132.417, 2135.361); (98.238, 2134.018); (73.346, 2130.548); (42.092, 2125.846); (15.640, 2120.030); (9.081, 2116.607); (12.028, 2109.604); (16.566, 2107.221); (22.530, 2106.546); (33.168, 2106.340); (50.028, 2107.582); (138.511, 2117.381)"
588,"(3632.778, 657.965); (3624.720, 662.688); (3602.647, 657.198); (3593.266, 648.700); (3598.082, 640.355); (3603.230, 636.237); (3612.881, 634.585); (3618.790, 640.155); (3622.330, 644.284)"
589,"(2376.602, 2158.653); (2376.607, 1959.110); (2380.306, 1857.885); (2417.209, 1855.303); (2440.403, 1871.599); (2451.146, 1879.521); (2456.663, 1884.960); (2462.766, 1957.654); (2453.650, 2306.529); (2443.769, 2391.987); (2439.321, 2403.774); (2417.625, 2420.107); (2408.104, 2423.147); (2384.052, 2383.654); (2380.235, 2368.617); (2379.842, 2362.232); (2376.858, 2185.132)"
