NO,Polygon Points
313,"(1385.366, 2484.310); (1398.644, 2477.721); (1400.861, 2482.018); (1395.253, 2486.389); (1390.277, 2487.103)"
314,"(2038.376, 1732.933); (2041.628, 1742.407); (2037.095, 1748.956); (2030.311, 1751.492); (2024.867, 1748.291); (2026.954, 1737.553)"
315,"(7268.630, 1135.707); (7258.525, 1142.699); (7256.354, 1142.306); (7246.553, 1133.057); (7241.812, 1125.666); (7241.435, 1119.884); (7243.194, 1114.087); (7245.825, 1114.470); (7254.633, 1119.852); (7260.001, 1123.528)"
316,"(3369.357, 2823.933); (3400.464, 2812.702); (3405.474, 2811.652); (3420.676, 2808.757); (3428.048, 2810.299); (3438.518, 2819.995); (3438.583, 2828.152); (3428.307, 2833.010); (3412.504, 2839.421); (3392.469, 2834.922); (3376.342, 2830.191)"
317,"(7350.575, 3923.221); (7353.295, 3948.098); (7350.523, 3958.732); (7338.063, 3956.192); (7337.092, 3952.589); (7338.214, 3936.968); (7344.740, 3926.926)"
318,"(1865.480, 2127.159); (1881.923, 2116.060); (1890.850, 2125.757); (1884.707, 2130.185); (1879.062, 2132.160); (1870.311, 2134.822); (1867.592, 2133.401)"
319,"(8181.622, 1898.571); (8175.398, 1908.168); (8167.535, 1911.094); (8156.183, 1908.503); (8146.400, 1904.865); (8143.827, 1897.822); (8136.789, 1874.140); (8137.825, 1866.607); (8149.903, 1864.121); (8172.093, 1868.198); (8180.351, 1881.337); (8181.008, 1887.688)"
320,"(5897.177, 1051.545); (5899.719, 1042.131); (5908.830, 1009.772); (5965.790, 1040.376); (5966.589, 1055.990); (5961.643, 1062.019); (5951.641, 1071.675); (5933.771, 1079.313); (5928.867, 1075.733)"
321,"(7957.439, 2179.372); (8048.769, 2135.611); (8072.093, 2157.340); (8074.077, 2179.510); (8070.001, 2185.025); (8065.239, 2191.380); (8053.061, 2205.026); (8048.519, 2209.723); (8036.988, 2216.877); (7995.328, 2226.854); (7985.090, 2229.150); (7977.824, 2230.586); (7949.250, 2217.493); (7944.796, 2214.044); (7945.377, 2194.172); (7949.259, 2186.788)"
322,"(1937.903, 1253.131); (1958.432, 1296.804); (1958.135, 1314.359); (1952.074, 1332.267); (1942.915, 1348.371); (1930.598, 1366.733); (1882.345, 1398.800); (1870.744, 1398.236); (1817.757, 1393.169); (1812.237, 1390.028); (1801.001, 1350.777); (1882.464, 1275.478)"
323,"(7872.209, 982.955); (7865.400, 977.872); (7872.092, 974.835)"
324,"(6642.162, 2023.099); (6632.763, 2022.138); (6640.566, 2017.052); (6646.096, 2014.704)"
325,"(5480.422, 1430.025); (5474.245, 1430.620); (5466.762, 1427.101); (5465.117, 1419.964); (5471.258, 1420.728)"
326,"(6520.645, 885.068); (6527.512, 884.589); (6526.693, 887.224); (6523.066, 887.168)"
327,"(6540.068, 2195.556); (6553.192, 2213.266); (6550.931, 2220.863); (6540.962, 2225.772); (6535.491, 2228.456); (6504.693, 2230.986); (6487.642, 2229.553); (6476.332, 2228.135); (6473.249, 2220.461); (6474.906, 2194.744); (6477.936, 2185.616); (6493.595, 2170.385); (6505.271, 2168.037); (6518.734, 2177.634)"
328,"(6132.011, 4022.819); (6121.224, 4015.757); (6123.578, 4008.688); (6127.897, 4006.857); (6135.739, 4006.983); (6151.304, 4008.542); (6155.521, 4009.233)"
329,"(7795.804, 2070.897); (7784.604, 2064.524); (7802.116, 2052.017); (7819.019, 2055.379); (7815.154, 2063.311); (7805.836, 2068.445)"
330,"(7689.298, 1542.123); (7705.003, 1548.219); (7708.371, 1559.402); (7700.656, 1557.025); (7690.566, 1550.915)"
331,"(6568.615, 2194.976); (6572.603, 2181.176); (6590.132, 2185.073); (6574.648, 2197.750); (6570.767, 2198.563)"
332,"(7372.532, 3575.829); (7381.474, 3584.214); (7371.080, 3588.203); (7361.797, 3590.821); (7353.280, 3582.800); (7360.711, 3576.845)"
333,"(3589.616, 3326.663); (3590.071, 3348.879); (3584.811, 3350.605); (3576.559, 3338.639); (3580.456, 3326.933)"
334,"(5688.562, 1030.706); (5692.201, 1024.524); (5698.723, 1025.058); (5693.547, 1029.365)"
335,"(3081.387, 3070.263); (3099.976, 3075.356); (3091.531, 3079.365)"
336,"(6632.562, 961.076); (6640.848, 963.031); (6636.730, 966.838)"
337,"(1705.284, 3669.961); (1705.464, 3663.852); (1712.813, 3658.568); (1724.375, 3655.332); (1732.902, 3660.106); (1742.434, 3665.888); (1718.741, 3670.183); (1711.384, 3671.362)"
338,"(3624.740, 1544.848); (3626.238, 1538.851); (3633.427, 1540.639); (3646.648, 1545.160); (3649.144, 1558.906); (3644.671, 1558.625); (3632.500, 1551.064)"
339,"(2377.363, 3443.231); (2407.744, 3436.737); (2413.550, 3436.238); (2460.900, 3450.319); (2511.936, 3468.177); (2527.179, 3479.426); (2520.527, 3490.073); (2499.670, 3504.050); (2483.041, 3506.317); (2439.240, 3510.919); (2432.725, 3509.502); (2412.752, 3492.943); (2382.720, 3458.622); (2379.486, 3453.942)"
340,"(2440.592, 3533.394); (2442.774, 3530.342); (2450.605, 3528.129); (2456.524, 3526.471); (2466.812, 3527.130); (2470.793, 3529.362); (2473.194, 3536.625); (2463.021, 3541.785); (2451.322, 3542.888); (2443.630, 3538.523)"
341,"(7259.250, 1264.845); (7241.434, 1232.038); (7250.267, 1204.633); (7253.781, 1197.703); (7266.270, 1180.764); (7274.979, 1184.265); (7281.578, 1189.249); (7300.968, 1207.633); (7309.584, 1216.601); (7312.781, 1253.664); (7308.204, 1262.253); (7301.236, 1271.184)"
342,"(8045.465, 3223.262); (8040.585, 3213.952); (8074.996, 3206.106); (8079.001, 3211.836); (8073.670, 3217.880); (8063.444, 3221.886); (8051.812, 3222.911)"
343,"(3273.111, 2406.942); (3284.223, 2398.055); (3293.858, 2391.718); (3298.859, 2393.991); (3303.591, 2398.451); (3310.320, 2407.456); (3319.704, 2441.650); (3316.738, 2450.056); (3309.132, 2453.796); (3301.940, 2454.613); (3294.241, 2452.935); (3286.672, 2439.975); (3281.274, 2427.305)"
344,"(3370.997, 3218.459); (3368.852, 3211.118); (3369.121, 3208.053); (3369.931, 3202.016); (3371.368, 3196.997); (3374.598, 3192.307); (3379.611, 3186.371); (3384.530, 3187.267); (3388.874, 3193.307); (3391.156, 3210.381); (3392.586, 3222.102); (3381.186, 3223.089); (3375.048, 3221.462)"
345,"(6665.404, 1590.553); (6675.683, 1554.640); (6680.004, 1555.009); (6693.866, 1558.052); (6699.273, 1560.870); (6703.084, 1563.418); (6681.541, 1588.746)"
346,"(1352.956, 2332.302); (1358.079, 2308.972); (1362.645, 2306.485); (1384.624, 2309.091); (1389.114, 2315.711); (1395.005, 2346.885); (1390.175, 2357.471); (1384.736, 2359.015); (1379.786, 2358.426); (1354.975, 2349.959); (1353.255, 2341.490)"
347,"(4048.387, 1556.074); (4060.017, 1555.210); (4086.922, 1558.484); (4087.219, 1564.918); (4081.061, 1585.456); (4076.105, 1589.492); (4067.460, 1590.361); (4059.636, 1590.593); (4043.411, 1589.152); (4040.738, 1584.003); (4042.778, 1569.809)"
348,"(2457.150, 4022.146); (2471.239, 4013.451); (2480.495, 4014.453); (2489.502, 4022.023); (2479.896, 4022.679); (2470.897, 4022.576)"
349,"(5254.046, 3649.680); (5252.251, 3657.436); (5248.660, 3670.508); (5245.141, 3668.946); (5240.417, 3666.695); (5230.737, 3659.767); (5226.239, 3651.418); (5225.467, 3646.526); (5227.205, 3641.119); (5229.710, 3637.953); (5238.029, 3632.646); (5251.274, 3636.370); (5253.219, 3641.732)"
350,"(3185.329, 2717.657); (3180.318, 2727.458); (3172.176, 2724.406); (3161.484, 2718.723); (3165.935, 2715.104); (3170.907, 2711.646); (3180.322, 2713.225)"
351,"(8176.642, 2852.698); (8168.668, 2835.384); (8176.370, 2836.999); (8180.316, 2839.661); (8182.210, 2845.881); (8184.204, 2855.326)"
352,"(6348.634, 4087.330); (6345.415, 4079.352); (6363.046, 4074.557); (6381.919, 4081.355); (6367.629, 4084.816); (6359.955, 4086.020)"
353,"(1912.503, 1888.722); (1918.819, 1882.424); (1931.718, 1889.958); (1927.916, 1894.693); (1919.441, 1891.703)"
354,"(2830.911, 2518.706); (2824.990, 2479.748); (2834.360, 2473.898); (2849.091, 2473.981); (2880.391, 2477.366); (2879.546, 2541.957); (2875.205, 2547.031); (2866.373, 2550.757); (2859.987, 2547.621)"
355,"(3145.230, 2770.825); (3164.963, 2757.098); (3171.972, 2756.197); (3178.319, 2756.253); (3213.753, 2775.807); (3225.115, 2785.936); (3228.060, 2802.301); (3222.927, 2806.947); (3157.970, 2784.623); (3148.536, 2780.473)"
356,"(8137.413, 2550.364); (8145.386, 2541.232); (8154.129, 2536.983); (8166.492, 2551.712); (8172.289, 2558.641); (8178.932, 2567.942); (8180.519, 2572.289); (8180.646, 2579.273); (8176.357, 2581.610); (8163.871, 2582.895); (8137.948, 2555.412)"
357,"(2071.479, 2837.873); (2056.975, 2823.965); (2065.765, 2788.407); (2069.694, 2777.093); (2075.138, 2770.778); (2089.028, 2767.866); (2101.555, 2771.121); (2103.729, 2775.594); (2094.823, 2824.611); (2077.822, 2838.943)"
358,"(2463.574, 3334.975); (2456.787, 3350.569); (2457.414, 3335.772)"
359,"(8144.420, 1969.499); (8136.909, 1951.699); (8137.714, 1948.806); (8156.460, 1932.875); (8180.443, 1940.446); (8183.757, 1946.591); (8183.278, 1956.022); (8180.480, 1963.441); (8169.445, 1970.179); (8158.019, 1975.340); (8149.241, 1973.748)"
360,"(4875.725, 1062.544); (4873.411, 1055.229); (4879.307, 1051.643); (4882.867, 1056.153); (4882.586, 1061.477)"
361,"(1177.386, 1811.882); (1187.120, 1803.418); (1190.928, 1805.889); (1195.597, 1809.536); (1188.431, 1815.122); (1182.156, 1815.368)"
362,"(6297.209, 1026.902); (6299.430, 1021.373); (6306.851, 1030.616); (6299.845, 1029.504)"
363,"(3320.750, 2378.851); (3331.371, 2378.182); (3342.981, 2390.553); (3332.370, 2390.489)"
364,"(2673.277, 2144.696); (2683.479, 2151.547); (2675.068, 2167.472); (2665.168, 2162.693); (2667.822, 2152.278)"
365,"(1648.165, 1350.943); (1641.300, 1342.908); (1650.701, 1340.322); (1656.264, 1346.690)"
366,"(2233.182, 2059.321); (2239.132, 2057.015); (2241.174, 2066.685); (2237.885, 2070.657)"
367,"(1400.535, 2118.994); (1402.619, 2113.318); (1404.413, 2116.379); (1402.632, 2117.632)"
368,"(6753.220, 2720.916); (6762.143, 2724.059); (6751.825, 2727.002); (6745.091, 2726.670); (6748.448, 2721.239)"
369,"(7831.023, 3732.748); (7817.285, 3735.462); (7804.091, 3729.856); (7800.730, 3723.061); (7815.365, 3724.299)"
370,"(8175.232, 2315.102); (8171.069, 2325.431); (8158.982, 2326.724); (8154.179, 2324.901); (8153.339, 2320.350); (8160.472, 2315.379); (8166.171, 2313.364)"
371,"(4089.425, 2365.373); (4098.139, 2374.915); (4094.546, 2375.256)"
372,"(5257.043, 2710.830); (5274.897, 2695.378); (5282.712, 2705.707); (5274.720, 2711.167); (5268.298, 2711.268)"
373,"(1972.483, 3814.545); (1961.009, 3810.580); (1972.742, 3810.138); (1986.641, 3811.043)"
374,"(6312.585, 1600.705); (6316.163, 1594.381); (6323.026, 1598.303); (6327.947, 1601.980); (6319.663, 1606.738)"
375,"(8122.069, 807.209); (8121.272, 803.045); (8125.095, 803.096); (8125.262, 807.295)"
376,"(2566.397, 3469.618); (2562.099, 3478.814); (2554.787, 3477.940); (2553.110, 3471.677); (2564.154, 3462.197)"
377,"(2277.821, 2135.456); (2265.433, 2125.452); (2265.445, 2122.963); (2273.558, 2120.678)"
378,"(6313.583, 3799.076); (6312.704, 3789.496); (6314.283, 3778.934); (6318.442, 3782.515); (6315.985, 3797.749)"
379,"(3304.604, 1212.056); (3317.803, 1209.137); (3313.345, 1222.882); (3306.637, 1222.047)"
380,"(1853.274, 1053.231); (1857.948, 1058.948); (1849.328, 1073.389); (1844.503, 1078.505); (1840.895, 1079.462); (1839.418, 1077.853); (1833.122, 1054.224); (1838.363, 1052.663); (1845.989, 1051.945)"
381,"(6516.434, 1701.913); (6524.580, 1706.580); (6519.259, 1716.423); (6513.986, 1719.328); (6504.691, 1716.673); (6509.234, 1709.692); (6512.874, 1704.631)"
382,"(3481.374, 3926.513); (3480.512, 3914.245); (3483.631, 3901.217); (3486.333, 3909.365); (3484.785, 3916.531)"
383,"(3412.684, 1238.941); (3400.974, 1230.349); (3411.073, 1226.950); (3414.658, 1230.367)"
384,"(1978.157, 1463.383); (1952.331, 1463.014); (1943.838, 1456.613); (1933.282, 1448.111); (1928.530, 1443.020); (1929.074, 1432.568); (1932.587, 1411.244); (1944.993, 1398.485); (1960.096, 1385.837); (1966.536, 1384.282); (1973.994, 1386.370); (2000.974, 1397.371); (2008.244, 1404.426); (2024.004, 1423.773); (2018.542, 1438.887); (2014.600, 1445.676)"
385,"(8136.601, 2980.128); (8138.576, 2974.712); (8153.093, 2967.809); (8159.517, 2965.708); (8166.026, 2968.095); (8180.624, 2981.542); (8183.857, 3011.955); (8182.236, 3025.340); (8177.455, 3030.657); (8171.626, 3031.007); (8153.143, 3014.314); (8142.457, 2999.270); (8139.312, 2994.786)"
386,"(3075.840, 1884.986); (3082.320, 1891.016); (3076.700, 1894.974); (3068.452, 1895.318); (3064.836, 1894.619); (3070.029, 1888.682)"
387,"(2856.963, 2055.291); (2872.045, 2052.703); (2888.938, 2056.490); (2885.437, 2063.136); (2879.814, 2069.535); (2874.794, 2071.497); (2869.181, 2068.552); (2863.028, 2062.751)"
388,"(1033.029, 1432.957); (1032.897, 1416.033); (1034.894, 1410.405); (1052.201, 1405.893); (1095.569, 1402.888); (1105.733, 1403.199); (1118.617, 1409.176); (1094.392, 1450.112); (1082.817, 1463.136); (1072.520, 1463.243); (1044.156, 1444.492)"
389,"(5303.046, 2545.107); (5319.652, 2563.581); (5315.980, 2574.673); (5301.382, 2586.587); (5291.397, 2593.844); (5258.974, 2614.938); (5257.099, 2610.452); (5261.013, 2583.052); (5268.690, 2548.886); (5276.000, 2540.222); (5285.924, 2540.913)"
390,"(2125.446, 2165.466); (2119.935, 2166.686); (2111.769, 2159.450); (2106.151, 2153.125); (2066.039, 2107.916); (2057.047, 2089.342); (2056.540, 2078.170); (2072.376, 2078.753); (2122.418, 2092.432); (2122.724, 2098.866)"
391,"(7491.526, 3729.056); (7474.152, 3734.602); (7469.364, 3732.415); (7465.281, 3730.089); (7472.210, 3723.217); (7482.540, 3720.451); (7487.434, 3720.003); (7490.799, 3725.391)"
392,"(3024.579, 2904.809); (3042.752, 2925.654); (3041.778, 2929.106); (3028.515, 2932.292); (3016.733, 2933.458); (2996.205, 2935.269); (2985.386, 2930.434); (2985.512, 2927.988); (3000.953, 2915.560); (3006.886, 2911.327); (3007.135, 2911.151); (3007.508, 2910.976)"
393,"(2448.678, 3946.820); (2446.186, 3954.033); (2433.634, 3956.156); (2420.515, 3957.864); (2392.507, 3958.933); (2388.233, 3957.125); (2377.094, 3946.814); (2384.814, 3942.524); (2422.737, 3941.436); (2438.475, 3941.262); (2444.294, 3943.677)"
394,"(7741.449, 999.067); (7737.232, 996.990); (7741.333, 990.081); (7744.912, 991.646)"
395,"(7977.234, 4018.507); (7986.087, 4001.877); (8079.207, 3992.603); (8112.271, 3991.947); (8143.419, 3991.706); (8147.602, 3995.568); (8149.716, 3998.982); (8151.716, 4006.475); (8135.311, 4014.568); (8124.327, 4016.735); (8017.832, 4022.902); (8007.003, 4023.349)"
396,"(1257.301, 2373.864); (1260.336, 2367.188); (1277.755, 2369.967); (1291.590, 2378.831); (1287.873, 2390.016); (1279.090, 2390.806); (1270.451, 2388.809)"
397,"(5355.511, 1686.538); (5353.106, 1679.676); (5360.780, 1670.140); (5366.540, 1672.819); (5366.095, 1679.689); (5362.834, 1682.650)"
398,"(3585.316, 3240.401); (3584.080, 3254.123); (3558.885, 3255.322); (3532.891, 3255.266); (3508.908, 3252.325); (3503.681, 3250.363); (3497.425, 3243.649); (3503.197, 3234.591); (3524.896, 3233.021); (3546.915, 3233.057); (3566.009, 3234.006); (3575.594, 3235.522)"
399,"(2121.685, 2068.350); (2116.233, 2071.001); (2110.641, 2069.117); (2104.649, 2064.675); (2114.884, 2060.675); (2124.897, 2058.280); (2124.371, 2063.230)"
400,"(3526.109, 4069.052); (3546.831, 4074.205); (3533.775, 4081.693); (3522.961, 4085.109); (3518.323, 4086.539); (3483.388, 4086.752); (3469.236, 4086.799); (3466.537, 4085.677); (3465.129, 4078.888); (3465.732, 4073.720); (3470.937, 4068.663); (3478.816, 4068.075); (3484.037, 4067.792); (3494.897, 4067.775)"
401,"(3574.833, 1944.215); (3580.218, 1949.129); (3580.154, 1958.251); (3576.594, 1959.432); (3573.533, 1958.359); (3561.188, 1951.271); (3565.814, 1945.772)"
402,"(6285.350, 3671.426); (6281.452, 3658.805); (6285.180, 3656.270); (6294.012, 3653.322); (6293.021, 3664.749)"
403,"(7481.409, 994.243); (7488.543, 991.728); (7489.841, 998.885); (7486.071, 997.711)"
404,"(3089.103, 2775.087); (3080.882, 2765.257); (3086.169, 2763.477); (3094.550, 2768.316); (3096.770, 2772.147)"
405,"(6061.838, 2193.859); (6052.496, 2199.377); (6046.256, 2196.660); (6043.510, 2194.225); (6040.932, 2187.951); (6046.832, 2184.803)"
406,"(1270.125, 1995.716); (1256.643, 1984.694); (1260.242, 1981.118); (1272.254, 1976.507); (1285.053, 1982.851); (1297.608, 1993.633); (1295.742, 2001.137); (1293.628, 2006.073); (1290.195, 2007.373); (1286.559, 2005.547)"
407,"(7425.032, 3575.481); (7401.473, 3572.784); (7409.003, 3568.245); (7412.417, 3566.324); (7417.041, 3567.971)"
408,"(8106.648, 3603.243); (8104.761, 3597.270); (8115.371, 3591.472); (8121.482, 3589.352); (8128.156, 3589.049); (8134.469, 3589.266); (8141.837, 3591.753); (8146.664, 3596.888); (8137.113, 3599.630); (8109.926, 3606.634)"
409,"(6522.815, 2102.874); (6521.112, 2093.670); (6525.859, 2093.114); (6527.311, 2099.108)"
410,"(1728.698, 2564.501); (1722.439, 2567.121); (1713.159, 2564.297); (1704.679, 2559.801); (1709.083, 2553.544); (1714.789, 2551.915); (1727.694, 2558.666)"
411,"(7890.318, 3403.242); (7875.603, 3414.584); (7868.902, 3414.333); (7865.449, 3412.140); (7868.865, 3403.843); (7876.688, 3403.059)"
412,"(8043.031, 2770.385); (8015.662, 2775.093); (8011.125, 2770.454); (8009.049, 2762.554); (8020.206, 2757.665); (8026.884, 2756.799); (8041.528, 2763.944)"
413,"(3482.658, 3460.919); (3481.065, 3451.832); (3485.700, 3448.474); (3502.162, 3448.900); (3509.360, 3453.228); (3508.075, 3460.701); (3501.091, 3462.891)"
414,"(3242.654, 1542.854); (3241.443, 1534.704); (3253.518, 1529.736); (3258.119, 1534.976); (3251.225, 1540.885); (3246.308, 1542.741)"
415,"(1053.582, 1030.572); (1048.602, 1020.474); (1053.171, 1019.843); (1059.345, 1022.129)"
416,"(3489.264, 3430.655); (3480.869, 3420.017); (3488.938, 3416.440); (3501.054, 3417.147); (3509.311, 3424.340); (3498.983, 3429.943)"
417,"(6891.911, 3478.363); (6888.889, 3469.576); (6894.207, 3464.835); (6907.055, 3458.988); (6913.568, 3457.538); (6934.557, 3461.835); (6957.681, 3471.034); (6940.200, 3479.160)"
418,"(6277.099, 3636.281); (6268.821, 3639.308); (6258.885, 3637.839); (6249.050, 3629.442); (6271.166, 3629.537)"
419,"(5240.784, 3491.116); (5249.115, 3482.869); (5270.068, 3481.470); (5264.303, 3490.496); (5253.119, 3495.383); (5245.278, 3494.610)"
420,"(6728.627, 3462.602); (6740.352, 3456.688); (6752.160, 3460.097); (6741.003, 3461.807)"
421,"(6985.178, 3467.643); (6998.000, 3459.877); (7008.786, 3461.388); (7018.339, 3465.072); (7023.580, 3468.883); (7025.607, 3473.798); (7005.234, 3478.755)"
422,"(6232.805, 1267.478); (6241.404, 1264.072); (6246.886, 1269.796); (6238.216, 1271.469)"
423,"(1473.707, 1182.448); (1477.994, 1187.340); (1472.777, 1190.633); (1464.565, 1188.938); (1468.760, 1183.976)"
424,"(1720.953, 1066.518); (1730.981, 1073.147); (1727.288, 1079.082); (1724.245, 1074.427)"
425,"(1464.586, 2466.539); (1473.998, 2461.288); (1483.089, 2470.958); (1475.682, 2470.717)"
426,"(4089.018, 1216.326); (4097.378, 1210.947); (4099.499, 1217.851); (4094.502, 1223.039)"
427,"(2511.016, 3815.271); (2504.610, 3807.854); (2508.076, 3802.691); (2537.984, 3801.157); (2552.566, 3803.767); (2543.930, 3812.008); (2530.425, 3815.163)"
428,"(1432.938, 1167.613); (1433.979, 1162.066); (1439.739, 1163.955); (1445.761, 1174.344); (1442.371, 1175.205); (1437.755, 1172.568)"
429,"(4089.261, 3138.599); (4092.423, 3137.251); (4091.301, 3143.397)"
430,"(5880.886, 1014.900); (5881.977, 1006.568); (5889.576, 1006.610); (5883.026, 1014.712)"
431,"(1824.621, 2279.084); (1816.815, 2269.321); (1827.094, 2268.861); (1839.359, 2269.797); (1834.775, 2277.719)"
432,"(6890.719, 998.858); (6888.779, 995.696); (6892.591, 994.431); (6898.286, 995.760)"
433,"(2457.147, 4081.581); (2465.212, 4072.980); (2480.663, 4072.629); (2491.369, 4074.550); (2498.358, 4078.479); (2493.984, 4081.497); (2488.980, 4084.052); (2479.295, 4086.833); (2474.198, 4086.637); (2469.327, 4086.255)"
434,"(1886.935, 1190.704); (1881.119, 1185.603); (1887.531, 1183.236); (1894.304, 1182.251); (1890.777, 1190.611)"
435,"(1513.075, 3670.890); (1497.033, 3668.956); (1503.351, 3664.581); (1525.121, 3662.967); (1521.446, 3669.829)"
436,"(6506.442, 1757.176); (6507.161, 1765.551); (6501.750, 1766.728); (6495.553, 1765.381); (6489.317, 1763.484); (6494.747, 1757.443)"
437,"(7173.790, 3019.694); (7167.540, 3031.486); (7154.233, 3030.192); (7149.077, 3028.890); (7144.796, 3024.892); (7149.688, 3021.069); (7152.060, 3019.496); (7161.712, 3014.851); (7165.251, 3015.264)"
438,"(5938.750, 2775.046); (5928.607, 2763.380); (5938.391, 2759.378); (5945.578, 2760.226)"
439,"(6789.184, 3257.680); (6786.493, 3266.148); (6776.613, 3269.802); (6770.939, 3271.152); (6762.803, 3267.948); (6760.751, 3262.382); (6778.888, 3259.014)"
440,"(2039.499, 2103.424); (2032.065, 2103.192); (2028.177, 2097.754); (2025.054, 2093.214); (2025.127, 2086.446); (2027.692, 2085.301); (2030.425, 2089.033); (2034.162, 2094.634)"
441,"(3401.447, 2080.086); (3409.400, 2076.176); (3421.462, 2085.801); (3411.908, 2086.757)"
442,"(5790.740, 2319.995); (5787.233, 2326.911); (5775.074, 2324.688); (5768.837, 2318.143); (5777.916, 2312.208); (5783.404, 2315.346)"
443,"(4268.888, 2065.137); (4263.375, 2071.329); (4255.638, 2069.413); (4249.492, 2066.176); (4257.592, 2062.056)"
444,"(5973.140, 2390.594); (5960.947, 2383.902); (5962.639, 2378.351); (5965.511, 2376.036); (5972.118, 2374.299); (5980.436, 2379.905); (5985.728, 2383.762); (5983.906, 2390.198)"
445,"(5064.636, 2067.669); (5073.672, 2055.178); (5079.066, 2057.136); (5085.983, 2061.650); (5077.909, 2071.426)"
446,"(1579.376, 1815.114); (1576.877, 1800.756); (1582.863, 1803.160); (1589.789, 1809.378); (1584.501, 1814.892)"
447,"(984.995, 2053.690); (991.239, 2048.551); (1001.293, 2050.651); (991.455, 2054.660)"
448,"(6248.874, 997.175); (6253.111, 994.664); (6257.986, 996.532); (6253.349, 998.866)"
449,"(6341.917, 3983.854); (6353.720, 3991.591); (6351.986, 4000.898); (6345.179, 3992.872)"
450,"(6585.471, 1378.474); (6587.318, 1372.273); (6593.335, 1374.580); (6599.831, 1380.339); (6595.671, 1382.864)"
451,"(6216.956, 2055.079); (6236.974, 2062.978); (6230.739, 2070.561)"
452,"(2120.770, 3411.128); (2124.378, 3391.646); (2128.536, 3392.903); (2131.543, 3403.028); (2128.717, 3415.110)"
453,"(3649.826, 1577.660); (3651.812, 1584.380); (3645.890, 1589.182); (3641.030, 1591.275); (3644.216, 1584.394)"
454,"(5053.087, 966.668); (5049.053, 963.494); (5051.901, 960.094); (5056.697, 962.951)"
455,"(1336.807, 2373.956); (1347.129, 2368.526); (1355.765, 2372.874); (1347.238, 2375.080)"
456,"(5104.402, 2945.646); (5100.913, 3061.321); (5087.128, 3062.056); (5055.401, 3062.517); (4752.524, 3062.988); (4479.099, 3063.368); (4359.828, 3063.220); (4323.987, 3063.042); (4156.963, 3060.855); (4105.463, 3060.001); (4105.693, 3042.894); (4106.137, 3009.898); (4107.777, 2887.983); (4115.774, 2293.786); (4117.765, 2145.828); (4118.437, 2095.916); (4118.446, 2095.249); (4137.480, 2079.540); (4860.886, 2064.010); (4904.525, 2074.133); (5103.633, 2321.157); (5103.997, 2392.458); (5104.265, 2709.750)"
457,"(5132.014, 1219.178); (5153.932, 1204.508); (5188.362, 1207.297); (5422.143, 1228.038); (5963.013, 1285.685); (6108.106, 1304.749); (6110.795, 1307.690); (6112.905, 1319.714); (6127.046, 1457.780); (6127.417, 1467.309); (6111.442, 1525.891); (6096.828, 1526.804); (6019.730, 1521.492); (5764.852, 1467.430); (5175.288, 1340.621); (5158.990, 1337.028); (5136.853, 1328.457); (5129.222, 1319.633); (5130.975, 1230.390); (5131.686, 1222.164)"
458,"(2536.836, 33.003); (2543.603, 46.528); (2543.713, 64.279); (2544.010, 365.880); (2544.189, 629.576); (2544.048, 967.036); (2541.893, 1007.446); (2529.927, 1013.096); (2521.495, 1015.170); (2517.197, 1015.277); (2510.708, 1015.390); (1965.799, 1015.357); (1615.135, 1015.299); (1599.250, 1014.619); (1584.293, 1013.632); (1546.429, 998.213); (1545.374, 989.622); (1545.225, 965.741); (1545.099, 924.929); (1544.891, 854.590); (1545.003, 824.318); (1550.798, 795.764); (1695.522, 113.976); (1701.359, 107.877); (1785.528, 25.918); (1795.033, 21.393); (1813.937, 18.427); (1872.496, 17.557); (2034.063, 15.723); (2485.939, 19.001); (2525.947, 27.066)"
459,"(1035.534, 1270.648); (1033.458, 1255.560); (1087.152, 1010.154); (1212.108, 442.586); (1245.536, 321.171); (1247.578, 313.802); (1259.558, 294.432); (1269.566, 283.750); (1276.784, 279.237); (1309.258, 271.750); (1325.094, 272.577); (1415.196, 284.746); (1450.955, 331.931); (1454.117, 345.695); (1233.869, 1244.973); (1221.253, 1267.667); (1214.846, 1271.286)"
460,"(3042.658, 2038.647); (2955.042, 2039.157); (2594.196, 2039.424); (2174.643, 2039.454); (2111.076, 2039.030); (2062.824, 2037.816); (2058.508, 2032.800); (2056.908, 1910.018); (2056.775, 1696.909); (2056.878, 1180.562); (2062.184, 1065.753); (2088.976, 1063.166); (2246.471, 1055.679); (2264.441, 1054.982); (2334.397, 1052.910); (2931.343, 1040.414); (3038.506, 1045.241); (3046.698, 1046.377); (3055.904, 1054.380); (3055.812, 1061.169); (3055.746, 1066.108); (3055.269, 1101.546); (3052.913, 1276.610); (3051.125, 1409.492); (3045.917, 1796.476)"
461,"(3593.199, 3903.343); (3603.935, 3115.204); (3609.191, 3104.870); (3625.123, 3092.492); (3642.437, 3088.456); (3917.099, 3090.936); (3959.500, 3094.918); (3975.732, 3149.740); (3965.014, 3986.420); (3964.686, 3998.997); (3960.932, 4085.450); (3820.994, 4087.074); (3653.415, 4086.536); (3628.914, 4085.358); (3614.120, 4081.109); (3605.503, 4060.061)"
