NO,Polygon Points
3055,"(631.139, 4309.994); (626.031, 4311.109); (620.907, 4307.147); (617.368, 4298.840); (626.263, 4293.329); (634.748, 4295.453); (633.623, 4303.518)"
3056,"(3383.449, 4823.439); (3369.345, 4818.881); (3369.356, 4812.160); (3381.359, 4806.208); (3388.852, 4810.618); (3387.815, 4814.648)"
3057,"(6281.895, 7380.423); (6280.684, 7372.586); (6281.716, 7366.099); (6285.147, 7361.139); (6295.441, 7353.677); (6309.913, 7353.300); (6317.061, 7355.446); (6315.952, 7361.127); (6305.334, 7382.837)"
3058,"(2441.131, 6282.865); (2442.171, 6277.103); (2455.143, 6270.735); (2459.037, 6270.635); (2464.148, 6277.759); (2468.624, 6290.878); (2456.419, 6294.879); (2448.090, 6294.943); (2442.645, 6290.729)"
3059,"(2778.113, 6295.239); (2761.427, 6294.251); (2764.391, 6283.328); (2775.664, 6274.032); (2784.665, 6281.471); (2788.800, 6285.347); (2785.554, 6288.507)"
3060,"(3360.593, 4231.072); (3353.322, 4221.462); (3358.976, 4215.017); (3364.428, 4219.044)"
3061,"(6153.180, 3745.715); (6154.038, 3739.115); (6160.596, 3742.436); (6162.041, 3746.234); (6157.846, 3750.744); (6155.585, 3749.987)"
3062,"(1977.089, 3722.948); (1984.072, 3723.405); (1986.328, 3734.605); (1978.369, 3730.983)"
3063,"(1609.296, 4129.124); (1609.374, 4120.788); (1612.257, 4121.046); (1620.058, 4126.864); (1614.204, 4134.679)"
3064,"(4740.993, 4184.396); (4737.896, 4198.719); (4733.281, 4195.451); (4729.245, 4190.965); (4731.085, 4186.065)"
3065,"(152.631, 4498.797); (155.224, 4490.979); (157.116, 4494.975); (156.214, 4502.682); (152.734, 4502.817)"
3066,"(7669.386, 6774.629); (7656.659, 6766.437); (7660.581, 6758.180); (7670.188, 6748.799); (7674.927, 6749.148); (7680.794, 6751.211); (7688.692, 6754.204); (7685.400, 6760.735); (7677.208, 6769.968)"
3067,"(2087.262, 6516.916); (2071.911, 6518.980); (2066.701, 6516.781); (2056.932, 6511.910); (2060.628, 6504.223); (2073.205, 6495.391); (2084.333, 6507.838); (2087.008, 6513.696)"
3068,"(1552.089, 4950.571); (1545.177, 4942.079); (1548.894, 4933.266); (1552.255, 4931.576); (1563.034, 4939.189); (1565.625, 4944.591); (1562.275, 4947.297); (1557.032, 4949.322)"
3069,"(473.456, 4253.226); (473.223, 4246.032); (484.758, 4249.814); (488.292, 4253.788); (483.110, 4259.951); (478.917, 4262.602)"
3070,"(4699.865, 5128.895); (4698.865, 5137.407); (4685.874, 5142.886); (4682.166, 5143.317); (4680.559, 5140.607); (4680.885, 5135.515); (4684.016, 5120.690); (4691.646, 5123.672)"
3071,"(2272.101, 5290.213); (2262.093, 5303.044); (2256.705, 5301.877); (2249.158, 5296.174); (2249.863, 5289.020); (2252.984, 5279.105); (2261.468, 5279.875)"
3072,"(3528.843, 4124.845); (3531.059, 4120.978); (3536.036, 4121.895); (3540.558, 4125.676); (3539.658, 4132.174); (3537.528, 4134.618); (3532.580, 4133.541)"
3073,"(1680.720, 4343.838); (1691.466, 4348.008); (1690.919, 4353.884); (1680.547, 4359.455); (1676.112, 4357.655); (1673.174, 4354.805); (1673.215, 4350.179); (1676.756, 4344.595)"
3074,"(911.415, 3284.421); (905.146, 3286.898); (907.879, 3281.906); (910.858, 3276.835)"
3075,"(1880.869, 4261.453); (1888.074, 4249.297); (1897.688, 4256.811); (1889.141, 4262.838)"
3076,"(692.604, 4263.024); (681.211, 4258.684); (687.032, 4254.143); (692.984, 4250.896); (697.942, 4254.459)"
3077,"(4937.481, 6150.879); (4943.872, 6140.507); (4958.336, 6145.115); (4945.783, 6151.033)"
3078,"(303.919, 3942.777); (296.938, 3938.421); (302.159, 3939.016); (308.536, 3940.945)"
3079,"(4402.588, 4151.161); (4393.355, 4147.200); (4394.479, 4144.549); (4396.762, 4140.201); (4407.625, 4138.131); (4407.278, 4147.866)"
3080,"(1960.792, 3443.144); (1968.217, 3436.373); (1970.390, 3441.722); (1964.995, 3444.907); (1961.223, 3447.011)"
3081,"(8040.877, 7114.793); (8048.127, 7112.210); (8063.800, 7118.399); (8065.369, 7126.864); (8053.067, 7123.219)"
3082,"(125.093, 4677.794); (119.676, 4693.774); (114.740, 4695.285); (111.191, 4694.737); (104.582, 4688.913); (105.126, 4686.733); (119.141, 4680.237)"
3083,"(7757.146, 6191.383); (7753.332, 6186.121); (7755.919, 6178.799); (7759.473, 6177.285); (7768.616, 6176.691); (7776.741, 6177.954); (7779.597, 6184.538); (7774.988, 6198.433); (7770.669, 6198.940)"
3084,"(3656.785, 6773.041); (3659.716, 6745.557); (3673.729, 6750.753); (3680.163, 6753.899); (3689.234, 6758.487); (3676.718, 6772.082); (3663.950, 6774.619); (3659.135, 6774.019)"
3085,"(7070.180, 7591.455); (7065.106, 7584.163); (7067.335, 7581.229); (7072.934, 7578.349); (7090.408, 7583.828); (7096.715, 7587.424); (7086.951, 7590.445); (7076.585, 7591.477)"
3086,"(1441.631, 5393.358); (1435.325, 5398.428); (1429.916, 5399.136); (1423.731, 5397.295); (1418.623, 5393.199); (1417.196, 5385.208); (1417.121, 5379.666); (1421.284, 5374.439); (1430.771, 5378.912); (1436.714, 5386.676)"
3087,"(93.925, 7415.349); (80.450, 7411.687); (74.862, 7404.485); (73.790, 7398.477); (73.041, 7390.399); (91.017, 7386.572); (100.939, 7385.461); (109.091, 7388.410); (108.825, 7394.746); (104.477, 7401.856)"
3088,"(1228.003, 7271.207); (1224.861, 7282.783); (1215.185, 7285.269); (1208.685, 7286.683); (1199.132, 7280.459); (1193.259, 7275.716); (1193.497, 7271.390); (1201.756, 7268.550); (1214.194, 7267.921); (1219.917, 7268.319)"
3089,"(7719.381, 6564.738); (7718.155, 6576.743); (7709.195, 6581.540); (7704.893, 6583.433); (7694.327, 6578.350); (7689.264, 6565.931); (7701.147, 6562.746); (7706.138, 6563.205)"
3090,"(211.696, 5686.926); (201.875, 5679.602); (200.963, 5673.801); (200.646, 5666.270); (201.368, 5664.223); (206.325, 5662.766); (211.602, 5661.457); (217.370, 5662.848); (221.606, 5667.559); (216.400, 5681.511)"
3091,"(2888.737, 5194.106); (2890.457, 5189.214); (2902.456, 5187.358); (2910.605, 5198.620); (2912.116, 5205.956); (2910.079, 5206.665); (2900.311, 5204.374); (2896.500, 5201.380)"
3092,"(8022.681, 5335.329); (8009.470, 5334.632); (8009.264, 5326.413); (8009.103, 5315.086); (8012.886, 5313.343); (8017.979, 5312.968); (8023.593, 5313.516); (8029.468, 5314.714); (8033.259, 5318.094); (8031.161, 5325.054); (8028.616, 5331.315)"
3093,"(8086.029, 5334.776); (8078.249, 5332.210); (8075.137, 5327.397); (8073.191, 5318.022); (8079.604, 5317.560); (8089.477, 5318.617); (8093.207, 5319.672); (8096.816, 5325.402); (8094.418, 5332.949)"
3094,"(6901.892, 7569.440); (6895.881, 7590.519); (6889.221, 7576.267); (6888.691, 7570.689); (6891.212, 7564.773); (6896.993, 7561.986)"
3095,"(115.970, 4662.584); (105.486, 4659.771); (108.385, 4648.163); (119.517, 4647.151); (119.195, 4655.867)"
3096,"(4705.421, 6845.175); (4706.832, 6852.803); (4704.226, 6860.563); (4697.378, 6870.642); (4687.379, 6861.990); (4685.778, 6856.660); (4681.294, 6841.642); (4686.795, 6839.398); (4697.704, 6841.969)"
3097,"(3983.077, 5623.090); (3977.153, 5615.706); (3988.072, 5598.183); (3994.872, 5596.648); (3997.027, 5601.143); (3999.023, 5609.224); (4000.224, 5619.974); (3994.596, 5621.651)"
3098,"(236.116, 3596.284); (243.422, 3605.139); (236.521, 3607.207); (233.432, 3603.842); (233.964, 3602.060)"
3099,"(3435.848, 7358.735); (3420.889, 7382.735); (3404.439, 7371.334); (3401.372, 7366.884); (3403.828, 7357.653); (3408.915, 7352.164); (3415.540, 7347.432); (3424.930, 7347.121); (3434.488, 7349.803)"
3100,"(6537.484, 4129.543); (6548.740, 4120.926); (6550.462, 4130.512); (6546.839, 4134.829); (6542.315, 4132.398)"
3101,"(7694.842, 5178.659); (7694.890, 5184.918); (7684.485, 5189.451); (7678.326, 5191.259); (7673.293, 5186.941); (7677.835, 5182.836)"
3102,"(1671.943, 4277.908); (1672.444, 4286.086); (1669.074, 4290.361); (1662.697, 4293.667); (1657.502, 4295.000); (1656.764, 4291.204); (1662.525, 4279.117); (1667.926, 4278.066)"
3103,"(61.618, 4936.019); (55.842, 4951.110); (50.460, 4947.230); (45.256, 4942.278); (41.408, 4931.455); (52.189, 4932.051)"
3104,"(7179.156, 5142.612); (7176.892, 5140.737); (7180.378, 5124.258); (7184.297, 5120.712); (7190.415, 5121.070); (7195.814, 5124.995); (7189.333, 5131.972)"
3105,"(2205.887, 5492.096); (2191.286, 5495.275); (2187.720, 5491.836); (2186.200, 5483.190); (2185.468, 5478.339); (2189.736, 5473.137); (2195.352, 5468.742); (2199.540, 5470.243)"
3106,"(1332.714, 7190.600); (1320.671, 7184.826); (1326.371, 7174.700); (1330.334, 7171.623); (1339.397, 7172.002); (1346.183, 7173.562); (1349.817, 7176.588)"
3107,"(6699.939, 7367.612); (6695.979, 7380.916); (6691.742, 7383.313); (6678.416, 7383.493); (6672.583, 7380.075); (6665.275, 7366.057); (6697.715, 7362.179)"
3108,"(7055.413, 8029.685); (7045.719, 8049.503); (7039.852, 8054.702); (7028.235, 8051.848); (7024.707, 8050.548); (7019.127, 8042.857); (7017.013, 8037.670); (7017.567, 8030.918); (7029.882, 8021.812); (7051.827, 8023.816)"
3109,"(4117.618, 4006.431); (4112.057, 4006.730); (4107.251, 4005.478); (4105.293, 3997.361); (4112.959, 4000.731)"
3110,"(4206.843, 5151.951); (4203.046, 5157.972); (4198.366, 5159.192); (4185.323, 5158.195); (4187.213, 5152.844); (4192.143, 5145.311); (4198.060, 5145.733); (4202.658, 5146.815)"
3111,"(425.593, 7334.145); (425.074, 7331.960); (425.322, 7328.210); (426.390, 7315.514); (432.146, 7316.462); (452.597, 7324.687); (451.334, 7338.512); (445.657, 7350.372); (437.094, 7350.542)"
3112,"(6246.953, 4232.208); (6241.390, 4247.132); (6234.818, 4242.029); (6232.722, 4234.780); (6244.563, 4231.095)"
3113,"(8166.880, 6499.435); (8167.293, 6512.482); (8163.108, 6515.010); (8152.865, 6518.183); (8148.886, 6518.505); (8143.840, 6515.678); (8136.887, 6510.005); (8138.932, 6501.776); (8151.742, 6492.165); (8161.113, 6494.690)"
3114,"(3593.105, 6198.140); (3602.994, 6174.782); (3617.846, 6185.154); (3620.365, 6192.591); (3611.474, 6195.933); (3605.853, 6197.474); (3599.878, 6198.812)"
3115,"(3498.438, 5034.646); (3497.732, 5041.381); (3483.599, 5046.691); (3481.860, 5042.123); (3480.885, 5038.285); (3484.240, 5033.209)"
3116,"(19.031, 4262.505); (8.868, 4259.245); (11.481, 4254.216); (26.203, 4248.665); (21.055, 4259.519)"
3117,"(913.108, 4230.966); (920.788, 4231.498); (917.186, 4240.853); (904.894, 4246.575); (907.049, 4234.673)"
3118,"(7112.618, 7230.083); (7121.187, 7221.486); (7145.526, 7230.366); (7146.689, 7237.209); (7146.561, 7241.042); (7135.163, 7255.110); (7129.223, 7254.326); (7125.036, 7249.484); (7121.969, 7245.332)"
3119,"(7400.636, 7186.717); (7408.364, 7174.210); (7428.960, 7172.963); (7430.525, 7177.602); (7432.802, 7187.357); (7428.127, 7190.790); (7417.839, 7190.344); (7406.905, 7188.202)"
3120,"(1706.392, 7305.360); (1684.709, 7318.874); (1674.432, 7311.960); (1673.451, 7294.951); (1687.092, 7287.628); (1698.630, 7283.511)"
3121,"(1232.693, 6914.836); (1241.448, 6913.108); (1253.027, 6915.783); (1256.188, 6921.560); (1257.091, 6925.883); (1252.277, 6928.609); (1248.929, 6929.829); (1236.439, 6934.213); (1229.570, 6935.201); (1224.733, 6931.515); (1225.075, 6924.484)"
3122,"(3498.370, 4150.643); (3496.776, 4149.055); (3499.099, 4142.155); (3503.495, 4136.857); (3507.809, 4139.990); (3512.019, 4147.682); (3505.360, 4149.899)"
3123,"(6943.890, 6528.182); (6950.933, 6540.843); (6950.571, 6545.836); (6946.989, 6548.903); (6938.984, 6550.769); (6935.389, 6551.304); (6921.714, 6547.889); (6921.411, 6541.311); (6924.026, 6535.186); (6936.680, 6528.727)"
3124,"(3433.319, 4975.623); (3438.440, 4964.462); (3448.574, 4966.790); (3452.766, 4969.820); (3454.268, 4973.434); (3441.805, 4982.434); (3437.941, 4982.872)"
3125,"(1048.794, 7191.127); (1044.079, 7189.114); (1039.605, 7182.771); (1032.594, 7172.528); (1037.603, 7165.625); (1041.474, 7161.899); (1049.191, 7161.688); (1057.183, 7162.966); (1059.941, 7165.383); (1066.510, 7178.873); (1052.614, 7189.831)"
3126,"(1926.897, 4380.045); (1931.004, 4385.926); (1927.719, 4389.591); (1922.032, 4390.996); (1912.553, 4387.819); (1915.127, 4383.604); (1921.186, 4381.428)"
3127,"(1704.531, 6356.191); (1708.361, 6340.266); (1719.938, 6342.836); (1732.103, 6347.064); (1733.829, 6353.098); (1728.339, 6356.024); (1712.182, 6358.907); (1708.065, 6358.591)"
3128,"(1164.730, 8162.622); (1162.360, 8175.781); (1149.504, 8179.668); (1139.459, 8182.530); (1136.610, 8180.960); (1134.144, 8179.590); (1129.835, 8160.197); (1128.992, 8152.083); (1132.083, 8144.183); (1148.356, 8151.714)"
3129,"(3721.308, 6258.536); (3724.193, 6245.378); (3737.912, 6236.097); (3743.406, 6238.659); (3746.493, 6248.588); (3748.630, 6256.449); (3747.572, 6260.406); (3740.286, 6262.513); (3729.727, 6260.665)"
3130,"(39.346, 6493.952); (39.380, 6499.836); (34.688, 6509.057); (27.862, 6512.502); (14.721, 6518.684); (10.098, 6516.477); (9.330, 6493.604); (9.734, 6490.575); (32.252, 6493.136)"
3131,"(4744.728, 4370.943); (4747.774, 4358.300); (4753.882, 4360.849); (4763.457, 4369.516); (4760.592, 4372.829); (4750.459, 4374.522)"
3132,"(1065.339, 4691.098); (1071.571, 4675.169); (1078.237, 4682.121); (1082.096, 4687.319); (1081.658, 4692.562); (1068.779, 4695.468)"
3133,"(7670.625, 6301.513); (7685.786, 6318.531); (7678.085, 6325.037); (7674.095, 6326.673); (7665.862, 6324.835); (7660.556, 6322.746); (7656.791, 6319.712); (7658.215, 6314.509); (7662.010, 6304.411); (7665.483, 6302.368)"
3134,"(616.627, 4549.359); (624.510, 4548.130); (636.340, 4552.210); (632.763, 4562.228); (628.916, 4566.939); (625.671, 4566.070)"
3135,"(5803.332, 7905.934); (5802.084, 7923.691); (5796.035, 7926.885); (5788.306, 7927.084); (5782.611, 7926.368); (5776.962, 7922.361); (5774.274, 7918.480); (5768.836, 7910.496); (5771.210, 7902.125); (5775.899, 7895.376); (5786.885, 7888.992); (5795.619, 7890.523); (5802.401, 7900.744)"
3136,"(54.243, 6551.250); (41.270, 6531.096); (47.764, 6527.793); (52.736, 6525.747); (58.335, 6526.324); (67.500, 6535.083); (70.753, 6541.261); (57.115, 6550.846)"
3137,"(2327.743, 6839.202); (2312.966, 6831.091); (2319.058, 6823.815); (2330.637, 6821.725)"
3138,"(3033.864, 5121.455); (3037.115, 5132.572); (3033.538, 5137.922); (3027.181, 5143.310); (3024.915, 5143.292); (3019.439, 5134.632); (3017.233, 5129.333); (3027.437, 5122.893)"
3139,"(7678.618, 6653.011); (7686.801, 6663.937); (7680.259, 6673.369); (7671.650, 6678.592); (7664.248, 6677.111); (7657.719, 6666.528); (7657.028, 6651.130); (7665.174, 6648.332)"
3140,"(4950.188, 6076.865); (4956.390, 6080.805); (4953.854, 6094.793); (4945.656, 6103.037); (4942.799, 6102.833); (4940.983, 6100.256); (4937.277, 6094.528); (4940.093, 6087.172)"
3141,"(4046.860, 4342.652); (4040.799, 4340.435); (4042.766, 4334.749); (4047.680, 4332.623); (4052.573, 4333.420); (4059.129, 4336.940)"
3142,"(50.428, 5527.379); (40.705, 5518.205); (47.203, 5512.379); (60.251, 5505.919); (66.851, 5505.421); (67.188, 5509.723); (67.373, 5513.282); (61.157, 5522.830)"
3143,"(1115.216, 5966.991); (1113.350, 5974.561); (1107.271, 5973.378); (1097.218, 5964.906); (1102.641, 5961.754); (1109.183, 5963.701)"
3144,"(3177.202, 5233.978); (3179.869, 5217.924); (3194.123, 5222.497); (3200.242, 5231.290); (3191.149, 5237.641); (3184.685, 5239.035)"
3145,"(1428.786, 4121.986); (1430.797, 4131.936); (1420.094, 4135.007); (1417.238, 4131.647); (1418.871, 4127.548)"
3146,"(3893.903, 7062.901); (3881.381, 7042.671); (3890.583, 7035.071); (3896.013, 7034.143); (3903.084, 7033.371); (3911.222, 7045.262); (3913.765, 7050.433); (3899.383, 7060.469)"
3147,"(1349.674, 6941.688); (1352.124, 6956.173); (1351.224, 6958.056); (1347.724, 6965.350); (1342.990, 6966.736); (1337.632, 6957.603); (1337.031, 6948.062); (1344.802, 6941.658)"
3148,"(3352.945, 4864.044); (3356.901, 4858.923); (3364.251, 4855.525); (3372.011, 4857.189); (3373.371, 4863.960); (3370.293, 4870.466); (3363.249, 4871.012); (3356.093, 4868.909)"
3149,"(7816.698, 6161.812); (7828.739, 6147.410); (7834.620, 6150.550); (7842.818, 6157.883); (7840.689, 6166.969); (7834.215, 6165.971)"
3150,"(3177.960, 4985.518); (3181.707, 4988.060); (3176.656, 4995.842); (3169.233, 4999.012); (3166.484, 4997.740); (3160.600, 4989.138); (3164.362, 4986.895)"
3151,"(6217.414, 7216.397); (6235.237, 7202.227); (6240.743, 7201.958); (6246.156, 7205.466); (6250.717, 7214.812); (6242.260, 7221.329); (6236.772, 7223.235); (6230.623, 7223.209); (6228.071, 7222.429); (6225.022, 7221.124)"
3152,"(6712.346, 6180.559); (6705.212, 6198.620); (6701.367, 6197.923); (6696.501, 6193.118); (6708.951, 6180.383)"
3153,"(1096.514, 3286.625); (1098.466, 3279.313); (1106.527, 3279.679); (1101.868, 3283.736)"
3154,"(5781.075, 5142.556); (5769.084, 5136.346); (5769.654, 5130.993); (5777.630, 5124.443); (5783.627, 5121.073); (5786.792, 5126.909); (5789.389, 5135.304); (5786.842, 5139.431)"
3155,"(5538.908, 6088.650); (5535.238, 6094.938); (5530.375, 6102.639); (5525.713, 6099.138); (5518.425, 6092.383); (5516.263, 6087.886); (5513.026, 6080.766); (5517.511, 6078.320); (5526.215, 6077.157); (5534.116, 6082.575)"
3156,"(1193.162, 3280.365); (1200.772, 3277.056); (1203.404, 3286.475); (1197.438, 3287.375)"
3157,"(5912.953, 5025.545); (5913.435, 5014.815); (5914.567, 5009.709); (5921.685, 5010.317); (5928.020, 5013.445); (5928.018, 5020.404); (5927.034, 5025.082); (5923.933, 5027.819); (5916.571, 5030.940)"
3158,"(7545.116, 6583.827); (7558.415, 6595.588); (7547.285, 6615.032); (7539.019, 6612.811); (7533.128, 6610.711); (7528.915, 6606.570); (7534.200, 6595.232); (7538.828, 6586.021)"
3159,"(3057.622, 3105.699); (3048.514, 3110.637); (3048.723, 3105.615); (3054.077, 3102.000)"
3160,"(2409.100, 3905.843); (2420.988, 3905.966); (2413.560, 3911.176)"
3161,"(100.238, 6767.927); (92.002, 6774.645); (74.658, 6755.947); (73.449, 6748.081); (74.837, 6743.295); (80.321, 6743.255); (95.693, 6757.567)"
3162,"(6057.154, 7875.551); (6064.401, 7858.147); (6067.415, 7860.924); (6079.100, 7887.409); (6071.205, 7895.220); (6061.614, 7894.388)"
3163,"(3846.027, 6538.379); (3846.707, 6546.949); (3839.303, 6550.570); (3817.161, 6548.747); (3820.886, 6537.146); (3825.021, 6534.515); (3837.700, 6535.837)"
3164,"(2260.975, 3905.502); (2260.772, 3911.304); (2252.660, 3908.465); (2249.427, 3904.438); (2259.716, 3901.529)"
3165,"(3070.197, 4982.367); (3056.699, 4983.466); (3052.531, 4977.331); (3048.629, 4970.491); (3053.499, 4965.792); (3061.458, 4966.402); (3065.973, 4968.184); (3068.264, 4975.402)"
3166,"(8009.457, 7147.738); (8025.813, 7133.121); (8042.276, 7142.347); (8039.322, 7150.911); (8038.013, 7151.994); (8024.838, 7158.894); (8022.343, 7159.110); (8019.225, 7158.847)"
3167,"(3209.373, 7725.005); (3216.769, 7711.093); (3223.380, 7702.560); (3242.889, 7703.226); (3246.887, 7715.754); (3243.634, 7726.876); (3234.233, 7733.215); (3228.472, 7733.886); (3216.804, 7734.926); (3209.687, 7732.041)"
3168,"(4810.850, 5168.861); (4809.369, 5167.490); (4810.120, 5166.303); (4817.742, 5159.038); (4819.870, 5157.354); (4825.756, 5153.481); (4828.010, 5153.103); (4830.473, 5159.313); (4830.367, 5166.700); (4829.550, 5171.768); (4822.501, 5175.014); (4817.346, 5172.295)"
3169,"(3688.162, 6609.319); (3687.168, 6615.443); (3671.802, 6615.085); (3665.107, 6609.118); (3657.108, 6596.766); (3660.347, 6592.987); (3669.495, 6593.515); (3680.228, 6596.717)"
3170,"(4123.352, 7763.846); (4120.702, 7798.031); (4113.601, 7799.099); (4108.295, 7796.841); (4105.517, 7789.895); (4105.256, 7766.775); (4105.918, 7761.556); (4116.585, 7762.692)"
3171,"(1774.449, 4214.896); (1769.075, 4210.059); (1777.763, 4205.632); (1785.317, 4206.216); (1781.595, 4210.569)"
3172,"(1838.391, 4439.102); (1832.510, 4424.567); (1845.169, 4425.609); (1851.666, 4433.710)"
3173,"(3561.129, 5196.308); (3566.643, 5187.705); (3570.532, 5186.236); (3578.222, 5183.541); (3581.833, 5188.837); (3582.497, 5197.617); (3580.182, 5204.890); (3573.817, 5207.006); (3564.433, 5202.421)"
3174,"(1080.776, 4203.053); (1086.770, 4199.376); (1091.391, 4207.007); (1094.316, 4213.721); (1085.402, 4214.884); (1082.634, 4208.898)"
3175,"(2216.652, 5202.417); (2228.799, 5189.309); (2234.312, 5189.918); (2239.961, 5195.099); (2232.640, 5205.551); (2226.454, 5206.217); (2221.587, 5206.703)"
3176,"(2686.635, 6436.706); (2695.132, 6440.863); (2691.309, 6445.793); (2681.239, 6455.117); (2669.655, 6454.867); (2665.216, 6450.861); (2667.487, 6445.395)"
3177,"(7872.872, 5290.843); (7867.211, 5298.423); (7858.015, 5301.968); (7849.487, 5303.463); (7850.968, 5287.979); (7856.276, 5284.100); (7864.065, 5285.898); (7869.883, 5288.235)"
3178,"(4018.817, 4135.843); (4018.865, 4144.418); (4018.641, 4151.246); (4012.581, 4150.869); (4009.005, 4144.913); (4011.097, 4136.090)"
3179,"(89.284, 4297.018); (89.564, 4304.112); (86.377, 4308.608); (79.054, 4310.206); (72.815, 4311.436); (76.604, 4301.725); (80.034, 4293.812); (82.947, 4293.167)"
3180,"(459.815, 7281.140); (455.255, 7287.327); (435.520, 7285.051); (427.704, 7281.210); (425.401, 7277.270); (432.042, 7271.905); (446.914, 7267.948); (459.475, 7276.795)"
3181,"(1647.020, 4229.948); (1653.665, 4231.823); (1657.055, 4242.031); (1657.071, 4247.246); (1651.944, 4246.866); (1644.234, 4244.730); (1640.607, 4239.285); (1644.207, 4232.577)"
3182,"(7699.247, 6269.786); (7707.185, 6269.686); (7715.124, 6272.390); (7716.613, 6283.969); (7713.638, 6291.060); (7707.141, 6295.053); (7693.154, 6295.134); (7688.902, 6285.255); (7694.619, 6276.026)"
3183,"(7872.578, 6294.697); (7848.809, 6289.248); (7868.825, 6273.573); (7874.085, 6272.745); (7877.205, 6279.102)"
3184,"(1001.383, 3521.514); (1012.193, 3516.604); (1012.025, 3524.658); (1006.162, 3526.640); (1002.080, 3526.631)"
3185,"(5908.349, 7191.093); (5897.233, 7177.793); (5905.084, 7178.892); (5913.008, 7180.788); (5919.077, 7183.034); (5911.477, 7190.506)"
3186,"(1737.336, 6188.174); (1748.518, 6178.965); (1759.564, 6180.015); (1764.413, 6193.442); (1759.207, 6199.088); (1753.167, 6197.989)"
3187,"(401.844, 3910.805); (392.757, 3902.312); (399.526, 3901.217); (405.445, 3902.444)"
3188,"(840.344, 4150.910); (831.603, 4151.409); (827.643, 4146.292); (825.470, 4139.930); (831.483, 4143.896)"
3189,"(6248.675, 3204.711); (6254.281, 3198.157); (6256.473, 3202.690); (6253.744, 3206.861)"
3190,"(1656.946, 2851.222); (1664.796, 2848.749); (1660.775, 2855.039)"
3191,"(2392.590, 4001.813); (2397.252, 3994.012); (2400.957, 4001.502); (2393.040, 4007.293)"
3192,"(3955.533, 6231.390); (3945.319, 6224.512); (3950.157, 6220.232); (3960.431, 6215.468); (3965.437, 6216.306); (3971.907, 6218.715); (3967.884, 6227.762); (3961.056, 6230.817)"
3193,"(2356.057, 5248.237); (2368.802, 5261.639); (2360.386, 5271.015); (2353.025, 5270.383); (2344.988, 5264.404); (2346.762, 5259.486); (2350.930, 5253.944)"
3194,"(89.079, 4966.678); (94.408, 4977.156); (93.022, 4979.709); (85.333, 4981.958); (72.688, 4982.586); (77.712, 4974.456)"
3195,"(3501.640, 4263.097); (3496.529, 4256.612); (3502.335, 4253.849); (3513.775, 4256.296); (3511.001, 4261.079)"
3196,"(7756.626, 7185.755); (7752.657, 7183.256); (7753.018, 7179.722); (7754.959, 7175.096); (7762.844, 7165.587); (7777.080, 7163.597); (7785.701, 7170.428); (7785.337, 7177.431); (7772.184, 7187.202); (7766.510, 7190.921)"
3197,"(106.542, 3511.406); (104.844, 3503.225); (111.521, 3502.621); (116.017, 3507.248); (110.414, 3510.852)"
3198,"(2248.783, 3999.419); (2253.313, 3993.990); (2255.856, 4001.538); (2257.314, 4006.629); (2252.628, 4007.102)"
3199,"(2493.277, 3222.601); (2488.886, 3221.201); (2490.502, 3217.174); (2495.280, 3213.982)"
3200,"(2856.523, 4103.158); (2857.597, 4096.994); (2859.032, 4089.740); (2865.522, 4088.941); (2862.625, 4101.042)"
3201,"(3437.345, 4343.112); (3433.253, 4338.550); (3434.264, 4332.819); (3439.914, 4327.883); (3449.851, 4333.037); (3451.494, 4334.887); (3444.870, 4339.965)"
3202,"(681.008, 4004.822); (689.914, 3999.392); (694.495, 4007.385); (687.622, 4007.393)"
3203,"(1357.721, 3110.652); (1352.518, 3102.257); (1359.909, 3104.715); (1360.255, 3110.098)"
3204,"(3793.982, 4215.272); (3798.665, 4217.344); (3795.323, 4226.281); (3790.964, 4230.731); (3784.536, 4231.232); (3785.046, 4224.342); (3788.102, 4217.818)"
3205,"(952.713, 2245.058); (953.952, 2239.228); (958.762, 2245.431); (957.526, 2246.726)"
3206,"(533.860, 4001.199); (527.379, 4007.289); (523.085, 4005.618); (520.711, 3998.035); (526.051, 3996.269)"
3207,"(1934.453, 4102.588); (1928.695, 4098.067); (1936.628, 4097.525); (1942.911, 4101.160)"
3208,"(1342.741, 6575.004); (1350.483, 6576.646); (1350.198, 6587.217); (1342.977, 6599.034); (1339.011, 6597.876); (1336.754, 6592.930); (1339.149, 6583.632)"
3209,"(2835.989, 5111.431); (2825.092, 5108.969); (2827.522, 5096.819); (2839.557, 5088.737); (2843.263, 5089.692); (2840.233, 5107.705)"
3210,"(1250.937, 3286.642); (1240.953, 3280.770); (1250.210, 3280.436)"
3211,"(3945.374, 6160.670); (3956.344, 6150.521); (3971.432, 6163.337); (3953.241, 6166.542)"
3212,"(104.907, 3909.666); (116.772, 3902.049); (116.749, 3908.937); (110.254, 3910.601)"
3213,"(367.667, 4089.032); (372.853, 4093.312); (368.089, 4100.721); (361.300, 4103.329); (363.334, 4090.723)"
3214,"(990.694, 5126.620); (985.203, 5119.568); (995.620, 5115.849); (999.802, 5114.535); (1005.570, 5115.911); (1006.709, 5126.034)"
3215,"(6155.097, 5868.860); (6153.478, 5864.980); (6154.151, 5860.587); (6161.839, 5854.351); (6165.434, 5855.561); (6179.070, 5866.052); (6176.228, 5871.149); (6172.539, 5875.479); (6167.648, 5878.574)"
