NO,Polygon Points
110,"(3498.036, 1837.028); (3497.371, 1831.716); (3499.708, 1818.643); (3503.242, 1810.775); (3514.486, 1820.269); (3515.263, 1823.211); (3515.162, 1842.152); (3509.703, 1846.651); (3502.393, 1840.936)"
111,"(1605.536, 819.543); (1595.761, 822.976); (1578.025, 812.500); (1576.941, 809.502); (1579.437, 806.178); (1585.236, 803.088); (1596.353, 805.039); (1600.645, 810.907); (1604.089, 816.629)"
112,"(1179.111, 823.139); (1176.837, 814.851); (1182.139, 813.767); (1188.105, 817.114); (1188.564, 820.597); (1185.134, 822.696)"
113,"(1649.603, 1830.516); (1641.090, 1813.605); (1645.255, 1805.171); (1648.083, 1799.957); (1652.660, 1805.811); (1654.100, 1809.868); (1654.703, 1823.658)"
114,"(3577.699, 1238.743); (3577.212, 1230.965); (3579.168, 1224.527); (3582.904, 1228.569); (3581.792, 1234.590)"
115,"(1993.065, 1409.157); (2001.955, 1396.875); (2096.691, 1410.672); (2102.444, 1413.338); (2122.949, 1423.047); (2120.830, 1428.641); (2093.730, 1431.062); (2039.279, 1429.766); (2015.789, 1424.277); (1996.665, 1417.777)"
116,"(3914.920, 790.974); (3912.724, 781.199); (3917.420, 780.031); (3922.630, 790.788)"
117,"(2377.262, 1636.983); (2399.482, 1632.145); (2398.877, 1638.129); (2391.594, 1639.190); (2385.019, 1639.088)"
118,"(3272.445, 1655.267); (3248.559, 1637.549); (3242.041, 1621.868); (3215.690, 1540.292); (3208.899, 1507.792); (3211.378, 1506.170); (3216.684, 1503.491); (3296.987, 1469.590); (3311.676, 1465.068); (3330.337, 1459.618); (3331.790, 1460.516); (3344.475, 1477.262); (3382.714, 1585.249); (3384.539, 1607.750); (3383.258, 1612.435); (3355.120, 1627.347); (3346.220, 1631.506); (3284.226, 1653.095); (3279.012, 1654.235)"
119,"(3178.761, 1199.612); (3185.672, 1247.399); (3185.272, 1256.616); (3178.023, 1261.961); (3172.283, 1263.605); (3146.500, 1268.911); (3135.842, 1270.214); (3094.708, 1271.359); (3081.258, 1269.082); (3080.742, 1252.247); (3081.866, 1248.681); (3099.973, 1193.827); (3107.480, 1190.520); (3139.827, 1189.090); (3144.865, 1189.114); (3155.089, 1190.139); (3166.355, 1192.968)"
120,"(3089.565, 1047.416); (3081.460, 1035.607); (3088.064, 1030.909); (3094.484, 1030.978); (3096.527, 1039.984); (3093.790, 1045.884)"
121,"(1770.949, 1835.039); (1768.777, 1798.996); (1770.937, 1790.421); (1776.667, 1785.604); (1781.263, 1784.150); (1789.775, 1783.330); (1792.726, 1784.511); (1797.274, 1796.384); (1800.104, 1810.359); (1800.694, 1815.922); (1795.749, 1831.714); (1783.894, 1844.507); (1780.150, 1846.810); (1774.417, 1844.163)"
122,"(2738.280, 1191.041); (2728.869, 1183.266); (2733.058, 1179.896); (2742.817, 1180.091); (2746.619, 1182.360)"
123,"(4072.720, 1126.644); (4081.495, 1111.276); (4088.225, 1118.483); (4088.418, 1124.642); (4086.402, 1124.959)"
124,"(3114.812, 788.590); (3112.668, 773.415); (3114.424, 770.431); (3130.519, 769.665); (3131.744, 773.789); (3129.258, 780.509); (3126.552, 786.990); (3123.082, 791.395)"
125,"(2296.065, 829.610); (2310.885, 835.997); (2307.635, 842.384); (2295.881, 854.787); (2291.332, 851.182); (2284.063, 838.124); (2281.077, 831.363); (2286.302, 830.038)"
126,"(3849.936, 1019.791); (3859.015, 1076.571); (3851.833, 1079.338); (3816.242, 1077.409); (3793.688, 1075.775); (3784.879, 1073.762); (3793.946, 1050.935); (3810.293, 1021.914)"
127,"(3995.051, 1623.026); (3992.510, 1622.626); (3993.042, 1618.788); (3998.601, 1616.034); (4018.053, 1615.083); (4007.328, 1621.675)"
128,"(4072.962, 1947.677); (4083.184, 1945.572); (4086.395, 1968.099); (4084.929, 1975.025); (4076.191, 1989.487); (4073.635, 1990.742); (4072.987, 1952.546)"
129,"(1783.805, 791.307); (1768.870, 784.233); (1769.226, 778.775); (1771.319, 765.610); (1777.973, 768.274); (1783.163, 772.651); (1787.413, 779.788); (1786.035, 785.592)"
130,"(2286.153, 1419.747); (2282.600, 1431.297); (2224.769, 1429.526); (2216.664, 1428.697); (2219.814, 1421.253); (2236.928, 1395.477); (2250.667, 1393.067); (2258.418, 1393.269); (2261.968, 1393.681); (2270.986, 1395.756); (2284.786, 1409.109)"
131,"(3080.660, 1801.895); (3086.036, 1797.182); (3161.773, 1773.010); (3188.502, 1764.863); (3221.228, 1755.562); (3231.666, 1752.626); (3244.584, 1749.301); (3239.090, 2022.283); (3238.762, 2038.550); (3150.030, 2032.261); (3144.555, 2030.108); (3141.150, 2020.172); (3097.580, 1892.639); (3080.875, 1804.885)"
132,"(1142.336, 1043.346); (1135.057, 1047.167); (1129.450, 1043.147); (1128.733, 1033.300); (1142.465, 1023.840); (1146.923, 1025.849); (1145.362, 1033.863)"
133,"(3864.643, 791.126); (3867.038, 783.722); (3874.265, 781.360); (3871.571, 785.876)"
134,"(968.613, 1735.788); (982.689, 1735.278); (1009.563, 1739.563); (1001.538, 1746.679); (996.531, 1750.712); (994.806, 1749.938); (985.500, 1745.216); (980.307, 1742.467); (971.885, 1737.803)"
135,"(3552.844, 816.580); (3545.059, 822.630); (3545.613, 816.265); (3549.366, 810.995)"
136,"(1223.759, 1185.336); (1227.386, 1188.204); (1225.954, 1190.785); (1213.181, 1191.016); (1208.931, 1189.879); (1209.600, 1187.074); (1211.577, 1186.563)"
137,"(2543.383, 998.750); (2539.778, 995.588); (2538.042, 989.539); (2537.215, 984.194); (2544.257, 985.199); (2547.483, 985.772); (2547.091, 990.890); (2545.837, 995.393); (2545.744, 995.611)"
138,"(1074.226, 2038.603); (1072.248, 2036.422); (1073.580, 2033.924); (1076.958, 2033.670); (1077.905, 2035.588); (1077.483, 2037.236)"
139,"(2732.030, 742.582); (2728.647, 740.348); (2730.820, 736.273); (2734.592, 737.330)"
140,"(223.279, 1501.933); (222.936, 1510.732); (218.447, 1505.870); (217.146, 1498.992); (221.346, 1493.090)"
141,"(2344.608, 800.419); (2368.991, 795.086); (2370.785, 803.123); (2369.484, 809.970); (2360.104, 822.922); (2353.430, 822.238)"
142,"(1984.432, 1614.211); (1982.317, 1623.497); (1977.501, 1616.200); (1977.210, 1611.426); (1982.274, 1606.229)"
143,"(1059.364, 1302.841); (1048.927, 1299.874); (1064.433, 1290.346); (1069.059, 1291.982)"
144,"(3913.433, 750.899); (3918.786, 752.328); (3920.625, 758.671); (3914.971, 757.573)"
145,"(2895.263, 1095.320); (2889.041, 1092.780); (2892.863, 1091.164); (2897.881, 1089.894); (2900.766, 1091.354)"
146,"(1536.564, 1029.326); (1532.138, 1046.615); (1523.713, 1045.925); (1519.842, 1045.056); (1513.985, 1034.614); (1512.535, 1024.349); (1513.500, 1016.952); (1516.354, 1015.054); (1522.820, 1013.199); (1535.911, 1015.498)"
147,"(2506.566, 1446.133); (2505.470, 1431.586); (2536.230, 1427.309); (2553.518, 1430.592); (2548.031, 1457.192); (2539.704, 1463.479)"
148,"(2272.136, 857.904); (2273.702, 862.981); (2262.987, 883.856); (2257.075, 887.306); (2253.949, 887.228); (2252.484, 882.520); (2250.398, 873.312); (2249.102, 853.597); (2253.366, 851.708)"
149,"(2510.091, 1966.332); (2505.393, 1959.475); (2509.191, 1940.218); (2514.469, 1936.436); (2523.322, 1935.311); (2538.381, 1934.533); (2682.861, 1933.031); (2718.466, 1936.541); (2720.755, 1940.503); (2718.207, 1949.796); (2710.927, 1971.143); (2703.948, 1974.207); (2697.058, 1975.256); (2674.648, 1974.766)"
150,"(656.976, 790.891); (654.302, 788.745); (649.590, 781.040); (648.868, 778.801); (651.688, 768.453); (655.929, 764.805); (663.575, 766.524); (671.469, 768.979); (673.340, 771.074); (666.591, 784.193); (661.523, 789.363)"
151,"(3976.867, 1429.153); (4001.675, 1341.749); (4018.158, 1331.453); (4030.580, 1325.364); (4036.850, 1329.740); (4056.110, 1351.343); (4065.364, 1371.048); (4067.917, 1376.964); (4058.939, 1441.609); (4054.269, 1448.346); (4043.947, 1455.996); (4034.990, 1460.759); (4018.367, 1462.553); (4003.833, 1462.828); (4002.277, 1461.232); (3997.322, 1455.862); (3983.760, 1439.712); (3980.575, 1435.324); (3977.382, 1430.505)"
152,"(3540.013, 1057.312); (3506.112, 1079.116); (3491.417, 1070.871); (3484.033, 1066.414); (3469.472, 1057.620); (3464.913, 1053.133); (3465.462, 1048.024); (3467.146, 1040.983); (3469.851, 1039.515); (3485.276, 1034.868); (3525.927, 1024.866); (3532.579, 1029.890); (3536.334, 1035.590)"
153,"(2091.332, 1293.577); (2090.100, 1296.991); (2053.116, 1334.522); (2041.725, 1328.573); (1997.998, 1303.604); (1995.310, 1299.063); (1992.749, 1292.224); (2007.219, 1278.816); (2018.013, 1278.741); (2076.345, 1287.052)"
154,"(4009.670, 1590.834); (3994.835, 1585.547); (3991.672, 1582.578); (3914.061, 1506.440); (3912.591, 1502.309); (3916.231, 1496.156); (3945.428, 1480.133); (3955.772, 1479.827); (4070.277, 1534.769); (4074.054, 1541.419); (4079.445, 1562.669); (4077.392, 1568.520); (4073.016, 1574.646)"
155,"(3636.424, 945.041); (3679.348, 956.320); (3678.926, 966.075); (3675.207, 972.551); (3671.295, 978.045); (3666.521, 983.449); (3655.150, 983.167); (3642.742, 981.199); (3636.763, 978.987); (3625.377, 963.471); (3625.861, 956.541); (3627.831, 950.888)"
156,"(3584.107, 1010.759); (3574.113, 1014.793); (3555.515, 1011.901); (3543.982, 1002.229); (3537.573, 990.475); (3528.997, 962.506); (3535.106, 957.629); (3561.930, 952.601); (3575.314, 953.603); (3582.377, 957.225); (3590.531, 963.456); (3595.399, 984.210); (3594.184, 991.805); (3587.786, 1004.296)"
157,"(2057.170, 899.457); (2066.694, 875.369); (2084.176, 877.847); (2088.462, 879.467); (2101.309, 887.674); (2100.875, 898.777); (2094.334, 906.979); (2083.358, 914.012); (2077.517, 917.731); (2070.518, 918.805); (2059.786, 912.437); (2059.010, 909.116)"
158,"(1998.443, 972.549); (1991.924, 988.454); (1966.910, 1009.563); (1955.846, 1014.775); (1951.594, 1012.963); (1942.340, 1003.131); (1931.295, 986.833); (1929.669, 977.876); (1929.285, 974.429); (1942.249, 951.739); (1963.953, 948.221); (1969.205, 947.475); (1976.484, 946.558); (1994.352, 965.257)"
159,"(1513.472, 934.437); (1518.260, 918.662); (1529.531, 924.375); (1533.891, 933.714); (1533.775, 941.305); (1525.896, 948.577); (1520.092, 951.145); (1516.186, 942.982); (1514.537, 938.151)"
160,"(1371.645, 850.273); (1378.004, 865.272); (1369.982, 886.314); (1361.902, 886.632); (1358.721, 881.119); (1355.095, 869.386); (1353.216, 862.636); (1357.384, 852.817); (1362.306, 851.887)"
161,"(3306.942, 1047.159); (3305.087, 1035.078); (3309.339, 1030.608); (3321.243, 1028.970); (3323.597, 1030.255); (3323.270, 1034.038); (3313.864, 1046.824)"
162,"(2955.193, 1760.566); (2949.837, 1776.454); (2943.694, 1780.060); (2936.426, 1782.513); (2930.415, 1779.702); (2924.665, 1771.718); (2921.539, 1758.558); (2921.048, 1754.168); (2922.308, 1749.323); (2924.444, 1743.985); (2931.241, 1732.947); (2936.525, 1728.532); (2940.120, 1729.184); (2948.268, 1743.005); (2954.143, 1754.633)"
163,"(3256.711, 735.980); (3262.028, 738.873); (3261.012, 743.421)"
164,"(3440.301, 1288.740); (3432.646, 1281.015); (3434.516, 1273.492); (3441.206, 1268.606); (3466.297, 1264.340); (3474.786, 1264.135); (3482.048, 1268.245); (3476.373, 1280.535); (3470.772, 1292.446); (3464.740, 1302.634)"
165,"(3300.398, 1366.536); (3306.524, 1381.682); (3305.766, 1383.633); (3296.891, 1392.257); (3291.982, 1393.756); (3266.258, 1398.482); (3261.413, 1399.224); (3256.875, 1395.361); (3246.785, 1378.555); (3242.273, 1370.694); (3241.300, 1363.684); (3250.582, 1362.968)"
166,"(3992.915, 1048.426); (4006.204, 1048.204); (4009.188, 1055.540); (4002.569, 1059.569); (3996.623, 1062.875); (3993.304, 1059.224)"
167,"(1704.711, 787.849); (1705.474, 782.378); (1708.860, 775.617); (1712.554, 769.105); (1719.154, 771.220); (1730.076, 775.530); (1728.835, 782.759); (1725.214, 789.338); (1714.755, 790.869); (1708.710, 790.331)"
168,"(995.571, 810.167); (986.390, 819.999); (981.800, 823.069); (977.939, 823.058); (974.176, 821.457); (971.197, 814.431); (969.047, 806.895); (972.055, 802.313); (981.206, 794.037); (988.961, 797.962); (993.915, 804.378)"
169,"(3873.510, 1014.856); (3860.462, 990.639); (3851.035, 964.410); (3849.496, 957.014); (3862.819, 955.087); (3884.751, 958.712); (3892.625, 963.161); (3897.125, 966.641); (3900.385, 971.121); (3895.825, 986.118); (3878.761, 1014.141)"
170,"(2918.646, 1800.307); (2939.159, 1801.563); (2937.947, 1806.871); (2936.480, 1813.042); (2933.466, 1815.477); (2924.675, 1813.288); (2914.833, 1809.532); (2905.188, 1805.830); (2905.202, 1805.396); (2908.852, 1802.005)"
171,"(2086.025, 826.386); (2075.695, 855.465); (2069.718, 853.825); (2056.788, 834.307); (2057.080, 829.509); (2061.947, 824.894); (2067.765, 820.947); (2082.518, 822.596)"
172,"(3384.893, 1435.386); (3379.591, 1457.678); (3376.933, 1462.617); (3369.581, 1461.603); (3360.250, 1459.325); (3342.641, 1436.238); (3338.955, 1431.080); (3337.395, 1427.463); (3350.875, 1424.652); (3360.115, 1424.547); (3380.533, 1431.971)"
173,"(1177.170, 1502.648); (1181.230, 1488.225); (1187.548, 1491.245); (1188.520, 1493.219); (1189.724, 1496.368); (1189.638, 1505.962); (1189.467, 1506.293); (1184.680, 1510.899); (1180.795, 1510.437)"
174,"(2953.285, 785.185); (2957.007, 776.837); (2963.134, 773.273); (2975.203, 768.407); (2975.996, 784.675); (2976.181, 791.334); (2963.059, 788.539)"
175,"(1035.762, 991.075); (1033.036, 625.547); (1034.493, 416.924); (1037.655, 387.274); (1042.421, 381.011); (1047.896, 378.083); (1072.169, 368.789); (1114.514, 358.836); (1131.706, 361.571); (1136.064, 365.451); (1179.300, 539.480); (1287.787, 987.005); (1289.051, 992.436); (1288.753, 997.361); (1267.548, 1005.701); (1251.775, 1010.476); (1107.127, 1014.614); (1039.777, 1008.590); (1036.979, 1005.294)"
176,"(2696.573, 1104.564); (2712.021, 1090.227); (2769.624, 1091.855); (2776.110, 1095.621); (2779.899, 1099.866); (2756.931, 1131.093); (2751.308, 1138.484); (2744.609, 1142.592); (2739.526, 1140.955); (2713.295, 1128.982); (2698.560, 1110.859)"
177,"(1122.790, 294.590); (1097.494, 167.626); (1097.549, 159.972); (1100.477, 155.008); (1117.215, 132.470); (1159.439, 100.603); (1194.383, 94.672); (1201.076, 93.777); (1212.526, 98.349); (1250.454, 132.445); (1250.905, 181.616); (1251.056, 227.228); (1251.345, 326.329); (1251.483, 423.928); (1251.176, 520.835); (1250.076, 567.418); (1241.860, 565.934); (1214.166, 536.717); (1187.622, 491.062)"
178,"(2676.999, 885.553); (2664.523, 873.951); (2664.825, 868.294); (2671.249, 856.281); (2680.408, 856.191); (2686.591, 857.411); (2696.448, 861.438); (2701.307, 865.267); (2696.395, 881.626); (2693.118, 885.931); (2687.332, 886.955)"
179,"(1290.679, 768.925); (1313.572, 771.850); (1307.230, 784.363); (1305.638, 787.020); (1294.535, 791.099); (1289.093, 785.578); (1288.889, 782.766); (1288.897, 778.537)"
180,"(2670.298, 1068.316); (2664.662, 1057.774); (2668.437, 1047.026); (2676.222, 1042.459); (2684.191, 1043.313); (2692.867, 1059.623); (2691.074, 1071.507); (2687.237, 1075.646); (2679.000, 1078.732)"
181,"(1251.919, 807.134); (1249.375, 822.594); (1239.563, 818.547); (1229.593, 813.598); (1225.140, 808.656); (1230.437, 801.493); (1237.939, 799.464); (1241.371, 800.074); (1248.699, 801.639)"
182,"(2825.052, 1472.594); (2826.126, 1456.613); (2850.999, 1399.473); (2878.415, 1400.455); (2888.882, 1400.843); (3001.835, 1405.577); (3002.342, 1422.590); (3002.375, 1428.801); (3002.322, 1486.710); (2848.826, 1526.786); (2835.924, 1515.381); (2826.757, 1507.067)"
183,"(2728.978, 769.381); (2746.268, 769.938); (2745.886, 774.151); (2745.425, 777.474); (2743.349, 787.024); (2742.756, 789.614); (2742.320, 791.215); (2741.745, 790.958); (2736.143, 784.036); (2732.378, 776.479)"
184,"(1928.523, 846.147); (1934.688, 824.046); (1938.032, 820.812); (1950.202, 821.586); (1955.784, 822.490); (1958.563, 824.836); (1958.066, 842.512); (1950.618, 849.479); (1939.791, 855.254); (1931.474, 855.400)"
185,"(3630.762, 1429.398); (3626.145, 1431.037); (3599.512, 1421.330); (3593.065, 1416.566); (3594.744, 1413.616); (3603.531, 1411.524); (3611.670, 1409.598); (3618.010, 1410.136); (3621.170, 1412.447); (3628.845, 1424.116)"
186,"(3081.210, 1098.050); (3111.904, 1077.774); (3131.167, 1084.080); (3141.202, 1091.447); (3146.979, 1096.894); (3151.145, 1104.510); (3160.650, 1131.681); (3156.778, 1137.669); (3145.684, 1142.981)"
187,"(1999.048, 1748.842); (2003.347, 1746.328); (2022.068, 1748.799); (2025.822, 1749.790); (2040.169, 1756.809); (2045.599, 1771.618); (2044.347, 1775.975); (2023.589, 1780.644); (2006.214, 1782.725); (2001.552, 1783.216); (1995.990, 1782.480); (1994.010, 1779.907); (1993.244, 1763.671); (1995.233, 1757.145)"
188,"(3854.724, 1141.421); (3847.395, 1143.165); (3826.296, 1140.425); (3823.392, 1139.891); (3819.462, 1135.106); (3816.557, 1130.117); (3816.707, 1124.088); (3818.258, 1113.448); (3843.227, 1106.586); (3854.393, 1110.563); (3869.765, 1118.723); (3868.617, 1123.685); (3865.148, 1129.676)"
189,"(3568.520, 1078.317); (3574.478, 1108.055); (3570.737, 1111.022); (3535.817, 1104.610); (3528.795, 1097.366); (3547.471, 1085.383)"
190,"(2830.271, 1412.255); (2827.252, 1415.089); (2817.292, 1412.820); (2808.621, 1407.881); (2816.336, 1407.392)"
191,"(1018.363, 942.767); (1003.813, 950.652); (986.140, 934.625); (971.748, 914.994); (968.725, 909.459); (969.611, 906.483); (992.179, 892.178); (1000.493, 899.261); (1007.918, 905.949); (1016.634, 930.777)"
192,"(3784.564, 887.331); (3807.774, 880.730); (3811.432, 888.391); (3812.103, 895.523); (3810.466, 905.199); (3808.349, 913.662); (3806.019, 916.440); (3801.203, 918.874); (3788.807, 898.348); (3786.383, 893.758)"
193,"(2953.397, 1106.575); (2961.414, 1087.458); (2975.068, 1080.817); (2985.810, 1077.324); (3001.685, 1073.111); (3008.090, 1072.136); (3013.865, 1078.205); (3027.341, 1093.627); (3029.378, 1098.613); (3034.503, 1125.096); (3034.982, 1130.048); (3031.668, 1139.205); (3029.517, 1140.469); (3023.788, 1143.402); (3018.228, 1143.309); (2972.407, 1130.016); (2955.199, 1110.686)"
194,"(3196.898, 911.260); (3190.328, 949.784); (3170.058, 950.563); (3161.620, 950.557); (3154.949, 946.431); (3151.036, 940.473); (3147.429, 933.816); (3144.538, 922.735); (3145.909, 914.295); (3147.574, 905.644); (3149.572, 901.328); (3159.632, 899.619); (3190.574, 899.055); (3196.822, 900.249)"
195,"(3337.303, 1061.252); (3347.724, 1019.293); (3379.341, 1017.549); (3402.327, 1048.891); (3412.310, 1067.729); (3410.915, 1071.837); (3361.034, 1078.785); (3340.335, 1064.130)"
196,"(3051.910, 1191.823); (3057.849, 1229.047); (3020.823, 1258.682); (3008.186, 1266.643); (3000.601, 1271.316); (2956.589, 1233.094); (2953.117, 1214.478); (2955.819, 1197.128); (2967.253, 1188.072); (2981.949, 1182.414); (3019.912, 1172.070); (3025.083, 1173.433)"
197,"(1500.456, 1222.089); (1497.920, 1222.522); (1497.389, 1217.090); (1496.917, 1210.442); (1497.720, 1209.013); (1499.911, 1211.839); (1502.780, 1217.187); (1502.713, 1217.386)"
198,"(3913.365, 1068.491); (3916.349, 1007.083); (3926.386, 1008.124); (3959.023, 1012.199); (3971.234, 1022.650); (3967.657, 1072.266); (3962.528, 1073.935); (3957.507, 1075.565); (3933.531, 1079.289); (3916.480, 1071.784)"
199,"(2282.942, 913.338); (2281.159, 898.679); (2283.947, 891.605); (2290.740, 876.074); (2303.049, 876.831); (2307.317, 879.816); (2310.345, 885.828); (2305.497, 906.210); (2302.464, 916.704); (2296.474, 917.951); (2290.848, 918.802); (2284.939, 917.428)"
200,"(3592.882, 1030.297); (3609.578, 1012.073); (3615.789, 1009.895); (3624.183, 1019.421); (3634.788, 1033.901); (3632.223, 1038.769); (3629.528, 1040.153); (3613.947, 1047.425); (3596.539, 1035.068)"
201,"(3598.644, 1950.832); (3625.889, 1936.228); (3641.018, 1936.611); (3855.386, 1951.426); (3858.373, 1953.449); (3860.396, 1959.280); (3864.402, 1971.307); (3865.540, 1976.247); (3865.656, 1976.953); (3866.566, 1982.737); (3872.391, 2032.491); (3861.146, 2039.111); (3769.722, 2038.931); (3733.510, 2038.299); (3603.366, 2000.278); (3598.678, 1998.332); (3593.075, 1993.691); (3594.466, 1978.054)"
202,"(2549.829, 870.171); (2543.833, 871.356); (2537.103, 870.791); (2536.546, 865.991); (2549.845, 861.700); (2549.898, 864.884); (2549.874, 867.543)"
203,"(3534.687, 790.312); (3528.985, 773.359); (3532.492, 773.220); (3545.193, 780.195); (3548.179, 786.552); (3546.727, 789.016); (3544.695, 791.164); (3544.252, 791.272); (3535.426, 790.543)"
204,"(3555.702, 1913.248); (3548.351, 1964.586); (3543.540, 1972.770); (3533.045, 1975.007); (3532.545, 1960.877); (3531.491, 1931.092); (3529.495, 1874.661); (3529.031, 1861.545); (3533.711, 1835.775); (3538.470, 1828.629); (3544.404, 1831.357); (3548.197, 1840.527); (3552.004, 1856.049)"
205,"(4012.583, 724.102); (4011.804, 726.907); (4010.638, 726.881); (4008.674, 720.913); (4012.570, 721.303)"
206,"(1372.185, 1238.723); (1369.286, 1231.917); (1371.694, 1231.068); (1371.918, 1234.200)"
207,"(2332.502, 838.762); (2329.304, 838.685); (2329.398, 828.347); (2334.377, 826.741); (2334.507, 830.365)"
208,"(3290.263, 2031.709); (3272.853, 2005.313); (3274.463, 2000.729); (3278.096, 1997.935); (3291.407, 1993.994); (3306.340, 1994.435); (3314.417, 1994.976); (3520.959, 2010.080); (3538.752, 2011.538); (3545.752, 2012.489); (3553.509, 2014.474); (3552.878, 2035.982); (3552.754, 2037.829); (3552.226, 2037.990); (3543.832, 2039.133); (3518.884, 2039.255); (3463.006, 2038.510); (3388.335, 2037.108); (3297.264, 2032.824)"
209,"(1994.456, 1525.876); (2027.345, 1523.649); (2058.300, 1534.104); (2064.444, 1536.543); (2065.444, 1538.031); (2067.286, 1545.292); (2063.971, 1552.802); (2059.852, 1556.001); (2054.067, 1557.868); (2042.385, 1559.096); (2038.255, 1558.865); (2009.451, 1556.657); (1996.552, 1555.146); (1993.265, 1549.683); (1993.449, 1544.571); (1994.356, 1526.468)"
210,"(2520.894, 742.543); (2526.628, 734.666); (2529.314, 736.477); (2528.167, 738.331)"
211,"(2458.246, 743.128); (2456.834, 737.703); (2457.066, 736.380); (2462.029, 737.818); (2463.614, 738.724); (2465.317, 742.358); (2464.601, 743.043)"
212,"(2213.873, 807.866); (2203.964, 821.092); (2194.215, 822.556); (2185.038, 819.096); (2187.965, 811.497); (2198.688, 798.696); (2203.644, 796.263); (2210.860, 800.245)"
213,"(3448.835, 1328.067); (3449.854, 1319.196); (3458.150, 1320.685); (3454.179, 1328.676); (3449.923, 1334.899)"
214,"(3390.958, 926.144); (3388.144, 945.527); (3386.147, 949.378); (3380.838, 951.251); (3355.529, 937.039); (3351.248, 934.385); (3337.328, 922.487); (3338.475, 919.266); (3361.236, 920.718); (3387.617, 922.448); (3389.591, 922.803)"
215,"(3529.454, 906.760); (3531.416, 892.723); (3557.492, 887.821); (3567.525, 890.288); (3568.209, 894.329); (3565.941, 901.175); (3560.299, 916.498); (3544.847, 918.834); (3531.932, 916.438)"
216,"(3209.550, 790.878); (3209.171, 776.991); (3214.788, 771.210); (3228.489, 775.843); (3224.009, 787.317)"
217,"(3470.634, 796.382); (3488.955, 799.551); (3487.627, 807.852); (3486.440, 815.085); (3482.591, 822.012); (3479.628, 823.189); (3469.723, 821.393); (3464.821, 814.625); (3465.319, 805.861)"
218,"(927.148, 734.595); (928.661, 735.142); (927.302, 739.523); (920.795, 743.273); (925.324, 736.617)"
219,"(3346.206, 770.191); (3356.477, 781.201); (3349.912, 788.214); (3343.889, 790.757); (3337.332, 783.354); (3338.642, 778.097); (3341.151, 773.898); (3343.481, 770.803)"
220,"(730.772, 770.220); (739.203, 777.786); (733.451, 787.175); (715.192, 790.884); (712.640, 784.529); (713.118, 775.200)"
221,"(2025.198, 1383.265); (2031.932, 1377.976); (2035.894, 1376.024); (2038.987, 1375.879); (2035.784, 1381.973)"
222,"(2408.555, 783.508); (2417.494, 772.255); (2427.152, 771.398); (2432.937, 776.738); (2432.684, 779.837); (2425.416, 790.535); (2411.442, 784.955)"
223,"(3961.127, 1396.036); (3962.054, 1387.567); (3963.057, 1382.870); (3964.924, 1376.812); (3970.015, 1377.434); (3972.283, 1384.021); (3971.870, 1388.236); (3967.583, 1396.496); (3965.980, 1399.493); (3961.577, 1397.229)"
224,"(2361.853, 1718.583); (2349.137, 1710.331); (2345.432, 1695.474); (2345.369, 1670.954); (2352.259, 1667.475); (2364.217, 1664.587); (2368.036, 1665.296); (2367.561, 1696.210); (2366.897, 1703.729); (2366.128, 1709.298); (2362.731, 1717.776)"
225,"(2494.531, 1032.651); (2481.438, 1046.615); (2475.832, 1044.929); (2472.808, 1039.761); (2472.661, 1031.077); (2480.492, 1028.338); (2487.281, 1026.625)"
226,"(1505.818, 1143.255); (1496.839, 1134.392); (1506.907, 1129.176); (1513.760, 1131.429)"
227,"(1801.399, 807.471); (1804.639, 798.567); (1811.814, 799.611); (1807.065, 805.208)"
228,"(1792.738, 935.009); (1785.045, 926.994); (1792.394, 928.229); (1796.872, 932.375)"
229,"(3514.112, 931.693); (3496.466, 951.052); (3483.437, 951.093); (3472.790, 949.727); (3465.236, 948.398); (3465.303, 943.501); (3483.552, 906.103); (3485.800, 902.031); (3490.743, 899.747); (3497.830, 897.722); (3510.885, 903.690); (3512.844, 913.729)"
230,"(3164.361, 774.998); (3161.444, 768.245); (3168.536, 769.447); (3171.439, 773.704)"
231,"(2889.236, 885.752); (2897.856, 882.147); (2910.490, 877.952); (2916.770, 879.480); (2927.317, 885.861); (2925.103, 893.831); (2922.552, 901.177); (2914.902, 911.639); (2906.916, 918.951); (2898.055, 909.284); (2893.659, 902.660); (2891.176, 894.235)"
232,"(1802.391, 1367.093); (1801.078, 1358.822); (1802.506, 1344.962); (1807.540, 1341.323); (1817.599, 1337.499); (1855.831, 1324.979); (1858.360, 1324.913); (1860.542, 1326.358); (1868.773, 1340.152); (1876.141, 1360.651); (1876.188, 1367.543); (1833.101, 1390.540); (1825.936, 1393.516); (1810.403, 1398.869)"
233,"(3753.043, 740.239); (3755.301, 735.721); (3757.822, 741.562); (3755.574, 742.967)"
234,"(2641.084, 886.624); (2632.949, 884.137); (2641.941, 880.297); (2645.904, 879.238); (2645.886, 884.831)"
235,"(3849.030, 758.139); (3853.103, 752.904); (3858.278, 754.861); (3854.786, 759.231)"
236,"(3833.442, 796.352); (3843.349, 802.226); (3842.113, 806.587); (3836.153, 801.865)"
237,"(1498.968, 989.268); (1512.154, 992.970); (1505.914, 997.261); (1500.195, 998.504); (1496.574, 998.975); (1496.601, 990.029)"
238,"(3728.074, 742.692); (3721.249, 743.182); (3721.228, 742.196); (3721.213, 737.151); (3721.226, 736.974); (3727.185, 736.692)"
